,,,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
sc01,y2030,2030-01-01T16:00:00+01:00,101.104759,90.80705204,168.5079316,69.275483,66.46701747,127.3171039,117.019397,160.082535,163.8271557,182.5502592,0,0,248.0811215,181.6141041,296.7611906,93.6155176,0,311.7396735,169.4440868,119.8278625,0,0,0,0
sc01,y2030,2030-01-01T17:00:00+01:00,102.8075515,92.33641207,171.3459193,70.44221126,67.58644594,129.4613612,118.9902217,162.7786233,166.5863104,185.6247459,0,0,252.2592701,184.6728241,301.7592023,95.1921774,0,316.9899506,172.2978411,121.8459871,0,0,0,0
sc01,y2030,2030-01-01T18:00:00+01:00,119.8730567,107.6637638,199.7884277,82.13524252,78.80543539,150.9512565,138.7419637,189.7990063,194.2387492,216.4374634,0,0,294.132963,215.3275277,351.84962,110.993571,0,369.6085913,200.8983635,142.0717708,0,0,0,0
sc01,y2030,2030-01-01T19:00:00+01:00,146.3745771,131.4660554,243.9576285,100.2936917,96.22773125,184.3235416,169.4150198,231.7597471,237.1810278,264.2874309,0,0,359.1598421,262.9321107,429.6364902,135.5320158,0,451.3216128,245.3129487,173.4809803,0,0,0,0
sc01,y2030,2030-01-01T20:00:00+01:00,151.6843681,136.2350343,252.8072803,103.9318819,99.71842721,191.0099451,175.5606113,240.1669162,245.7848558,273.8745536,0,0,372.1884959,272.4700687,445.2217102,140.4484891,0,467.6934685,254.2117651,179.774066,0,0,0,0
sc01,y2030,2030-01-01T21:00:00+01:00,153.9838951,138.3003502,256.6398251,105.5074836,101.2301532,193.9056456,178.2221007,243.8078338,249.5109411,278.0264771,0,0,377.8308536,276.6007004,451.9712475,142.5776806,0,474.7836764,258.0656018,182.4994311,0,0,0,0
sc01,y2030,2030-01-01T22:00:00+01:00,142.6880703,128.1550261,237.8134505,97.76775187,93.80419436,179.6812737,165.1482295,225.922778,231.2075213,257.6312381,0,0,350.1142465,256.3100522,418.8159101,132.1185836,0,439.9548834,239.1346363,169.111787,0,0,0,0
sc01,y2030,2030-01-01T23:00:00+01:00,117.6463883,105.6638859,196.0773139,80.60956238,77.34160715,148.1473039,136.1648013,186.2734482,190.6307219,212.4170901,0,0,288.6693788,211.3277716,345.3139362,108.9318411,0,362.7430307,197.1666323,139.4327565,0,0,0,0
sc01,y2030,2030-01-02T00:00:00+01:00,106.7291971,95.85863074,177.8819952,73.1292647,70.16456477,134.3997297,123.5291633,168.9878955,172.9408287,192.7054948,0,0,261.8818263,191.7172615,313.2699582,98.8233307,0,329.0816911,178.8702285,126.4938633,0,0,0,0
sc01,y2030,2030-01-02T01:00:00+01:00,89.22993364,80.14169962,148.716556,61.13902857,58.66041931,112.3636201,103.2753861,141.2807282,144.5855405,161.1096023,0,0,218.9438186,160.2833992,261.9063792,82.62030889,0,275.1256286,149.5427591,105.7539954,0,0,0,0
sc01,y2030,2030-01-02T02:00:00+01:00,76.11710586,68.36443768,126.8618431,52.15431328,50.03994923,95.85117039,88.09850217,120.5187509,123.3379031,137.4336634,0,0,186.7688246,136.7288754,223.4178015,70.47880173,0,234.6944097,127.5666312,90.21286623,0,0,0,0
sc01,y2030,2030-01-02T03:00:00+01:00,68.64545756,61.65379059,114.409096,47.03485055,45.12803228,86.44242804,79.45076105,108.6886411,111.2310655,123.9431873,0,0,168.4356135,123.3075812,201.4871301,63.56060885,0,211.6568275,115.044702,81.35757934,0,0,0,0
sc01,y2030,2030-01-02T04:00:00+01:00,69.03384074,62.00261622,115.0564012,47.30096495,45.38335826,86.93150315,79.90027867,109.3035811,111.8603901,124.6444347,0,0,169.3885907,124.0052325,202.6271066,63.92022291,0,212.8543423,115.6956035,81.81788528,0,0,0,0
sc01,y2030,2030-01-02T05:00:00+01:00,71.26143946,64.00332989,118.7690658,48.8272826,46.84779816,89.7366275,82.47851793,112.8306125,115.4699251,128.6664879,0,0,174.854458,128.0066598,209.1655214,65.98281432,0,219.7227717,119.4288939,84.45800236,0,0,0,0
sc01,y2030,2030-01-02T06:00:00+01:00,79.48101883,71.38572987,132.4683647,54.4592166,52.25141052,100.0872089,91.99191995,125.8449465,128.7886879,143.5073951,0,0,195.0228703,142.7714597,233.291509,73.59353595,0,245.0664747,133.2043,94.19972604,0,0,0,0
sc01,y2030,2030-01-02T07:00:00+01:00,100.8076671,90.54021946,168.0127784,69.07192,66.27170702,126.9429881,116.6755406,159.6121394,163.3457568,182.0138433,0,0,247.352146,181.0804389,295.8891708,93.34043243,0,310.8236399,168.9461827,119.4757535,0,0,0,0
sc01,y2030,2030-01-02T08:00:00+01:00,129.8255354,116.6025642,216.3758924,88.95453355,85.34826867,163.4840076,150.2610364,205.5570977,210.365451,234.4072167,0,0,318.5533972,233.2051285,381.0619884,120.2088291,0,400.2954009,217.5779807,153.8673013,0,0,0,0
sc01,y2030,2030-01-02T09:00:00+01:00,158.7093608,142.5445184,264.5156012,108.7453027,104.3367094,199.856232,183.6913897,251.2898211,257.1679455,286.5585679,0,0,389.4257462,285.0890368,465.8413643,146.9531117,0,489.3538622,265.9851323,188.099983,0,0,0,0
sc01,y2030,2030-01-02T10:00:00+01:00,177.8035009,159.6938851,296.3391682,121.8283247,116.8893386,223.9007049,205.791089,281.5222098,288.1075247,321.0340989,0,0,436.2771087,319.3877702,521.8862018,164.6328712,0,548.2274612,297.9854969,210.7300752,0,0,0,0
sc01,y2030,2030-01-02T11:00:00+01:00,186.0391062,167.0906786,310.0651768,127.4712394,122.3034864,234.2714669,215.3230395,294.5619181,301.4522553,335.9039416,0,0,456.4848438,334.1813573,546.0592281,172.2584316,0,573.6205772,311.7877612,220.4907925,0,0,0,0
sc01,y2030,2030-01-02T12:00:00+01:00,181.9491626,163.4173034,303.2486044,124.6688707,119.6147273,229.1211678,210.5893086,288.0861743,294.8250322,328.5193215,0,0,446.4493343,326.834607,534.0544867,168.471447,0,561.0099182,304.9333189,215.643452,0,0,0,0
sc01,y2030,2030-01-02T13:00:00+01:00,179.7153835,161.4110389,299.5256392,123.1383183,118.1462243,226.3082607,208.003916,284.5493572,291.2054825,324.4861091,0,0,440.9683021,322.8220778,527.4979311,166.4031329,0,554.1224325,301.1896705,212.9960101,0,0,0,0
sc01,y2030,2030-01-02T14:00:00+01:00,170.5608417,153.1889041,284.2680696,116.8657619,112.1279608,214.7803191,197.4083816,270.0546661,276.3717343,307.9570753,0,0,418.505769,306.3778083,500.6276558,157.9267053,0,525.8959286,285.8473365,202.1461827,0,0,0,0
sc01,y2030,2030-01-02T15:00:00+01:00,167.3131884,150.2720303,278.8553141,114.640518,109.9929294,210.6906817,193.6495236,264.9125483,271.1093332,302.0932568,0,0,410.5369901,300.5440607,491.095192,154.9196189,0,515.882331,280.4045102,198.2971122,0,0,0,0
sc01,y2030,2030-01-02T16:00:00+01:00,156.3010021,140.3814556,260.5016701,107.0951311,102.7534366,196.8234841,180.9039376,247.4765866,253.2655127,282.2101427,0,0,383.5163478,280.7629112,458.7723858,144.7231501,0,481.9280899,261.9489017,185.2456322,0,0,0,0
sc01,y2030,2030-01-02T17:00:00+01:00,158.125859,142.0204474,263.5430982,108.345496,103.953111,199.121452,183.0160405,250.3659434,256.2224567,285.5050231,0,0,387.9940058,284.0408949,464.1286787,146.4128323,0,487.5547319,265.0072266,187.4084255,0,0,0,0
sc01,y2030,2030-01-02T18:00:00+01:00,171.5554182,154.0821813,285.9256971,117.547231,112.7818027,216.0327489,198.5595118,271.6294123,277.9833166,309.7528386,0,0,420.9461652,308.1643624,503.5469222,158.8476095,0,528.9625396,287.5141732,203.3249402,0,0,0,0
sc01,y2030,2030-01-02T19:00:00+01:00,196.4234558,176.4173631,327.3724262,134.5864419,129.1302348,247.3480554,227.3419627,311.0038049,318.2787477,354.6534618,0,0,481.9649608,352.834726,576.5392172,181.8735701,0,605.6389885,329.1911619,232.7981698,0,0,0,0
sc01,y2030,2030-01-02T20:00:00+01:00,196.3209789,176.3253237,327.2016316,134.5162263,129.0628658,247.2190105,227.2233552,310.84155,318.1126973,354.4684341,0,0,481.713513,352.6506474,576.2384288,181.7786842,0,605.3230183,329.0194183,232.6767158,0,0,0,0
sc01,y2030,2030-01-02T21:00:00+01:00,192.5226586,172.9138693,320.8710976,131.9136734,126.5658218,242.4359404,222.8271511,304.8275427,311.9580116,347.6103558,0,0,472.3935603,345.8277384,565.0896551,178.2617208,0,593.6115305,322.6537148,228.1750028,0,0,0,0
sc01,y2030,2030-01-02T22:00:00+01:00,173.0474069,155.4222081,288.4123449,118.5695196,113.7626471,217.9115495,200.2863506,273.9917277,280.4008908,312.4467069,0,0,424.6070633,310.8444162,507.9261852,160.2290805,0,533.5628381,290.0146356,205.093223,0,0,0,0
sc01,y2030,2030-01-02T23:00:00+01:00,143.3479287,128.7476768,238.9132147,98.21987714,94.23799023,180.5122067,165.9119546,226.9675539,232.2767365,258.8226493,0,0,351.7333438,257.4953536,420.7527169,132.7295637,0,441.9894471,240.2405102,169.8938415,0,0,0,0
sc01,y2030,2030-01-03T00:00:00+01:00,117.8222007,105.8217914,196.3703345,80.73002638,77.45718747,148.3686971,136.3682878,186.5518177,190.915603,212.734529,0,0,289.1007701,211.6435827,345.8299779,109.0946303,0,363.2851187,197.4612808,139.6411267,0,0,0,0
sc01,y2030,2030-01-03T01:00:00+01:00,97.49463936,87.56462982,162.4910656,66.80188254,64.09369811,122.7710274,112.8410178,154.3665124,157.9774249,176.0319878,0,0,239.2229577,175.1292596,286.1648212,90.27281424,0,300.6084714,163.3937938,115.5492022,0,0,0,0
sc01,y2030,2030-01-03T02:00:00+01:00,84.94685815,76.29486333,141.5780969,58.20432873,55.84469378,106.9701177,98.31812289,134.4991921,137.645372,153.3762717,0,0,208.4344204,152.5897267,249.3347596,78.65449829,0,261.9194793,142.3646419,100.6777578,0,0,0,0
sc01,y2030,2030-01-03T03:00:00+01:00,76.31950253,68.54621986,127.1991709,52.29299247,50.17300628,96.10604018,88.33275757,120.8392124,123.6658606,137.7991018,0,0,187.265446,137.0924398,224.0118731,70.66620604,0,235.3184661,127.905833,90.45274377,0,0,0,0
sc01,y2030,2030-01-03T04:00:00+01:00,74.84751306,67.22415525,124.7458551,51.2844071,49.20530951,94.25242382,86.62906604,118.5085623,121.2806924,135.141343,0,0,183.65362,134.4483105,219.6913114,69.30325283,0,230.7798319,125.4388876,88.70816363,0,0,0,0
sc01,y2030,2030-01-03T05:00:00+01:00,77.07447261,69.22429485,128.4574543,52.81028679,50.66932922,97.05674333,89.20656554,122.0345816,124.8891918,139.1622422,0,0,189.1179189,138.4485897,226.2278502,71.36525242,0,237.6462906,129.1711069,91.34752314,0,0,0,0
sc01,y2030,2030-01-03T06:00:00+01:00,87.51634094,78.60263955,145.8605682,59.96490028,57.5338908,110.2057627,101.2920612,138.5675399,141.8088858,158.0156156,0,0,214.7391699,157.2052791,256.8766674,81.03364902,0,269.8420512,146.6709047,103.7230708,0,0,0,0
sc01,y2030,2030-01-03T07:00:00+01:00,108.7427827,97.66712886,181.2379711,74.50894368,71.48831083,136.935356,125.8597022,172.1760725,176.203583,196.3411354,0,0,266.8225686,195.3342577,319.1802047,100.6877618,0,335.2902465,182.2448488,128.880335,0,0,0,0
sc01,y2030,2030-01-03T08:00:00+01:00,128.9683068,115.8326459,214.9471779,88.36717313,84.78472017,162.4045344,149.2688735,204.199819,208.9764229,232.8594427,0,0,316.4500119,231.6652917,378.5458633,119.4150989,0,397.6522791,216.1413289,152.8513266,0,0,0,0
sc01,y2030,2030-01-03T09:00:00+01:00,152.4767053,136.9466705,254.1278422,104.4747796,100.2393155,192.0077029,176.4776682,241.4214501,247.0687355,275.3051624,0,0,374.1326566,273.893341,447.5473665,141.1821346,0,470.1365081,255.5396636,180.7131322,0,0,0,0
sc01,y2030,2030-01-03T10:00:00+01:00,174.8655792,157.0551962,291.4426321,119.8153043,114.9579271,220.2010999,202.3907168,276.8705005,283.3470034,315.7295182,0,0,429.0683196,314.1103924,513.2628577,161.9125734,0,539.1688695,293.0617579,207.248094,0,0,0,0
sc01,y2030,2030-01-03T11:00:00+01:00,187.3849714,168.299465,312.3082856,128.3934063,123.1882682,235.9662602,216.8807538,296.6928714,303.6330555,338.333976,0,0,459.7871983,336.5989301,550.0095918,173.5046031,0,577.7703284,314.0433316,222.085892,0,0,0,0
sc01,y2030,2030-01-03T12:00:00+01:00,184.9252757,166.0902939,308.2087928,126.7080593,121.5712461,232.8688657,214.033884,292.7983532,299.6474375,333.8928589,0,0,453.751834,332.1805879,542.7899296,171.2271072,0,570.1862668,309.9210639,219.1706971,0,0,0,0
sc01,y2030,2030-01-03T13:00:00+01:00,182.1840519,163.6282689,303.6400866,124.8298134,119.7691453,229.4169543,210.8611712,288.4580823,295.2056398,328.9434271,0,0,447.025683,327.2565378,534.7439304,168.688937,0,561.7341603,305.326976,215.9218394,0,0,0,0
sc01,y2030,2030-01-03T14:00:00+01:00,176.3247873,158.3657812,293.8746455,120.8151321,115.9172214,222.0386211,204.079615,279.1809133,285.7114609,318.3641993,0,0,432.6487838,316.7315625,517.5459037,163.263692,0,543.6680943,295.5072825,208.9775258,0,0,0,0
sc01,y2030,2030-01-03T15:00:00+01:00,167.3505896,150.3056221,278.9176493,114.6661447,110.0175173,210.7377795,193.6928121,264.9717669,271.1699368,302.1607868,0,0,410.6287615,300.6112444,491.2049714,154.9542497,0,515.9976513,280.4671918,198.3414395,0,0,0,0
sc01,y2030,2030-01-03T16:00:00+01:00,166.3474527,149.4046566,277.2457545,113.9788102,109.3580476,209.4745701,192.531774,263.3834668,269.5444836,300.3495674,0,0,408.1673608,298.8093132,488.2605788,154.0254192,0,512.9046458,278.7860087,197.1525366,0,0,0,0
sc01,y2030,2030-01-03T17:00:00+01:00,166.5723855,149.6066797,277.6206425,114.1329308,109.5059201,209.7578188,192.7921129,263.7396105,269.908958,300.7556961,0,0,408.7192793,299.2133592,488.9207983,154.2336903,0,513.5981887,279.1629794,197.4191236,0,0,0,0
sc01,y2030,2030-01-03T18:00:00+01:00,179.8525757,161.5342578,299.7542927,123.2323204,118.2364155,226.4810212,208.1627033,284.7665782,291.4277847,324.7338172,0,0,441.304931,323.0685155,527.9006156,166.5301626,0,554.5454416,301.4195944,213.1586082,0,0,0,0
sc01,y2030,2030-01-03T19:00:00+01:00,202.8962051,182.2308509,338.1603417,139.0214738,133.3854681,255.4989249,234.8335707,321.2523247,328.7669989,366.3403702,0,0,497.8471697,364.4617016,595.5379352,187.8668565,0,625.5966322,340.0390103,240.4695763,0,0,0,0
sc01,y2030,2030-01-03T20:00:00+01:00,204.3793846,183.5629658,340.6323076,140.0377265,134.3605214,257.3666325,236.5502136,323.6006923,331.170299,369.0183333,0,0,501.486453,367.1259316,599.8913418,189.2401709,0,630.1697691,342.5247094,242.2274188,0,0,0,0
sc01,y2030,2030-01-03T21:00:00+01:00,201.1551713,180.6671446,335.2586188,137.8285433,132.2408996,253.3065121,232.8184853,318.4956879,325.9458794,363.196837,0,0,493.5751889,361.3342891,590.4276788,186.2547883,0,620.2284449,337.1211667,238.4061289,0,0,0,0
sc01,y2030,2030-01-03T22:00:00+01:00,179.9945686,161.6617885,299.9909477,123.3296118,118.3297627,226.6598272,208.327047,284.9914003,291.6578658,324.9901933,0,0,441.6533397,323.323577,528.3173913,166.6616376,0,554.9832533,301.6575641,213.3268962,0,0,0,0
sc01,y2030,2030-01-03T23:00:00+01:00,148.2563485,133.156165,247.0939143,101.5830537,97.46482176,186.6931797,171.592996,234.7392187,240.2301945,267.6850738,0,0,363.7771516,266.3123299,435.1598381,137.2743969,0,457.1237415,248.4666582,175.7112279,0,0,0,0
sc01,y2030,2030-01-04T00:00:00+01:00,112.2763134,100.8407629,187.127189,76.93006657,73.81128009,141.3849872,129.9494368,177.7708295,181.9292115,202.7211213,0,0,275.492806,201.6815258,329.5517717,103.9595494,0,346.1852996,188.1667845,133.0682233,0,0,0,0
sc01,y2030,2030-01-04T01:00:00+01:00,91.78337236,82.43506592,152.9722873,62.88860699,60.33906886,115.5790615,106.230755,145.3236729,148.723057,165.7199778,0,0,225.2092007,164.8701318,269.4011948,84.98460404,0,282.9987315,153.8221333,108.7802931,0,0,0,0
sc01,y2030,2030-01-04T02:00:00+01:00,78.85322681,70.82187963,131.4220446,54.02906281,51.8386954,99.29665598,91.26530877,124.8509425,127.7714323,142.3738818,0,0,193.4824547,141.6437593,231.4488231,73.01224704,0,243.1307826,132.1521671,93.45567622,0,0,0,0
sc01,y2030,2030-01-04T03:00:00+01:00,70.94877534,63.72251118,118.2479589,48.61304977,46.64225046,89.34290227,82.11663813,112.3355609,114.9632934,128.1019555,0,0,174.0872728,127.4450223,208.2477943,65.6933105,0,218.758724,118.904892,84.08743744,0,0,0,0
sc01,y2030,2030-01-04T04:00:00+01:00,69.58965408,62.50181894,115.9827568,47.68180002,45.74875407,87.63141623,80.54358111,110.1836189,112.7610136,125.6479865,0,0,170.752392,125.0036378,204.2585217,64.43486489,0,214.5681001,116.6271055,82.47662705,0,0,0,0
sc01,y2030,2030-01-04T05:00:00+01:00,71.800377,64.48737564,119.667295,49.19655461,47.20209969,90.41528956,83.10228819,113.6839302,116.3432035,129.6395696,0,0,176.176851,128.9747513,210.7474029,66.48183055,0,221.3844958,120.3321133,85.09674315,0,0,0,0
sc01,y2030,2030-01-04T06:00:00+01:00,80.48248314,72.28519319,134.1374719,55.14540511,52.90978058,101.3483121,93.15102218,127.4305983,130.411431,145.3155946,0,0,197.4801669,144.5703864,236.2309922,74.52081772,0,248.154323,134.8826801,95.38664666,0,0,0,0
sc01,y2030,2030-01-04T07:00:00+01:00,98.43600223,88.41011314,164.0600037,67.44689043,64.71255703,123.9564473,113.9305582,155.8570035,159.5027814,177.7316707,0,0,241.5327833,176.8202263,288.9278954,91.14444652,0,303.5110069,164.9714482,116.6648916,0,0,0,0
sc01,y2030,2030-01-04T08:00:00+01:00,113.1323011,101.6095667,188.5538352,77.51657669,74.37401278,142.4628977,130.9401633,179.1261435,183.3162287,204.2666548,0,0,277.5931463,203.2191335,332.0642542,104.7521306,0,348.8245951,189.6013565,134.0827273,0,0,0,0
sc01,y2030,2030-01-04T09:00:00+01:00,135.2926448,121.5128384,225.4877414,92.70051591,88.94238688,170.3685157,156.5887093,214.2133543,219.224193,244.2783865,0,0,331.9680637,243.0256768,397.1089668,125.2709674,0,417.1523215,226.7404511,160.3468383,0,0,0,0
sc01,y2030,2030-01-04T10:00:00+01:00,154.8518649,139.0799158,258.0864416,106.1022037,101.8007631,194.9986447,179.2266955,245.1821194,250.9173737,279.593645,0,0,379.9605945,278.1598314,454.5188998,143.3813564,0,477.4599169,259.5202551,183.5281362,0,0,0,0
sc01,y2030,2030-01-04T11:00:00+01:00,170.3029051,152.9572389,283.8381751,116.6890275,111.9583913,214.4555101,197.1098439,269.6462664,275.9537814,307.4913564,0,0,417.8728689,305.9144777,499.870564,157.6878751,0,525.100624,285.4150539,201.8404801,0,0,0,0
sc01,y2030,2030-01-04T12:00:00+01:00,167.9801987,150.8711043,279.9669978,115.0975436,110.4314269,211.5306205,194.4215262,265.9686479,272.1901367,303.2975809,0,0,412.1736356,301.7422087,493.0529905,155.537221,0,517.9389458,281.52237,199.0876429,0,0,0,0
sc01,y2030,2030-01-04T13:00:00+01:00,167.8556917,150.7592787,279.7594862,115.0122332,110.3495751,211.373834,194.277421,265.7715119,271.9883894,303.0727767,0,0,411.8681325,301.5185573,492.6875395,155.4219368,0,517.5550494,281.3137056,198.9400791,0,0,0,0
sc01,y2030,2030-01-04T14:00:00+01:00,165.426343,148.5773635,275.7105716,113.3476794,108.7525032,208.314654,191.4656747,261.925043,268.0519445,298.6864526,0,0,405.9072303,297.1547272,485.556951,153.1725397,0,510.0645574,277.242297,196.0608509,0,0,0,0
sc01,y2030,2030-01-04T15:00:00+01:00,158.0324622,141.9365631,263.3874369,108.2815018,103.8917112,199.0038411,182.9079422,250.218065,256.0711191,285.3363899,0,0,387.7648376,283.8731264,463.8545415,146.3263538,0,487.2667582,264.8507004,187.2977329,0,0,0,0
sc01,y2030,2030-01-04T16:00:00+01:00,154.3693636,138.646558,257.2822727,105.771601,101.4835631,194.3910504,178.6682449,244.418159,250.1355428,278.722462,0,0,378.7766791,277.2931161,453.102669,142.9345959,0,475.9722043,258.7116186,182.9562828,0,0,0,0
sc01,y2030,2030-01-04T17:00:00+01:00,155.4823364,139.6461726,259.1372274,106.5341935,102.2152397,195.7925718,179.9564079,246.180366,251.9389711,280.7319964,0,0,381.5075848,279.292345,456.3694505,143.9651264,0,479.4038707,260.5768786,184.2753617,0,0,0,0
sc01,y2030,2030-01-04T18:00:00+01:00,169.332291,152.0854836,282.220485,116.0239772,111.3203024,213.2332554,195.9864479,268.1094608,274.3810271,305.7388587,0,0,415.4912697,304.1709671,497.021632,156.7891584,0,522.1078972,283.7883766,200.6901227,0,0,0,0
sc01,y2030,2030-01-04T19:00:00+01:00,193.4370197,173.735101,322.3950329,132.5401801,127.1669296,243.5873581,223.8854394,306.2752812,313.4396153,349.2612856,0,0,474.6371316,347.4702021,567.7734745,179.1083516,0,596.4308107,324.1861164,229.25869,0,0,0,0
sc01,y2030,2030-01-04T20:00:00+01:00,196.7065142,176.6715915,327.8441904,134.7803894,129.3163195,247.7044994,227.6695767,311.4519809,318.7374073,355.1645397,0,0,482.6595026,353.343183,577.3700464,182.1356614,0,606.5117523,329.665547,233.1336466,0,0,0,0
sc01,y2030,2030-01-04T21:00:00+01:00,193.2612348,173.5772202,322.1020581,132.4197349,127.0513673,243.3659995,223.6819848,305.9969551,313.1547786,348.9438962,0,0,474.2058077,347.1544403,567.2575134,178.9455878,0,595.8888074,323.8915139,229.0503524,0,0,0,0
sc01,y2030,2030-01-04T22:00:00+01:00,176.6886869,158.6926169,294.4811449,121.0644706,116.1564516,222.496865,204.500795,279.7570876,286.301113,319.0212403,0,0,433.5416855,317.3852338,518.6140161,163.600636,0,544.7901179,296.1171512,209.4088141,0,0,0,0
sc01,y2030,2030-01-04T23:00:00+01:00,142.7468919,128.2078566,237.9114865,97.80805554,93.8428641,179.7553453,165.21631,226.0159121,231.3028341,257.7374436,0,0,350.2585773,256.4157132,418.9885622,132.173048,0,440.1362499,239.233217,169.1815015,0,0,0,0
sc01,y2030,2030-01-05T00:00:00+01:00,117.6908334,105.7038041,196.151389,80.64001552,77.37082569,148.2032717,136.2162424,186.3438197,190.7027394,212.4973382,0,0,288.7784339,211.4076082,345.4443908,108.972994,0,362.8800698,197.241119,139.4854322,0,0,0,0
sc01,y2030,2030-01-05T01:00:00+01:00,97.71587872,87.76333548,162.8597978,66.95347242,64.23914246,123.049625,113.0970818,154.7168079,158.3359145,176.4314476,0,0,239.7658134,175.5266709,286.8141995,90.47766544,0,301.2906259,163.7645745,115.8114118,0,0,0,0
sc01,y2030,2030-01-05T02:00:00+01:00,82.63076856,74.21467177,137.7179476,56.61737846,54.32207933,104.0535605,95.63746363,130.8320502,133.8924491,149.1944432,0,0,202.7514229,148.4293435,242.5366077,76.50997089,0,254.778203,138.4830473,97.93276275,0,0,0,0
