,,,Spain
sc2015,y2030,2030-07-09T20:00:00+02:00,1900.778
sc2015,y2030,2030-07-09T21:00:00+02:00,1888.723
sc2015,y2030,2030-07-09T22:00:00+02:00,1825.294
sc2015,y2030,2030-07-09T23:00:00+02:00,1767.641
sc2015,y2030,2030-07-10T00:00:00+02:00,1707.06
sc2015,y2030,2030-07-10T01:00:00+02:00,1654.803
sc2015,y2030,2030-07-10T02:00:00+02:00,1628.709
sc2015,y2030,2030-07-10T03:00:00+02:00,1607.646
sc2015,y2030,2030-07-10T04:00:00+02:00,1620.618
sc2015,y2030,2030-07-10T05:00:00+02:00,1660.54
sc2015,y2030,2030-07-10T06:00:00+02:00,1709.201
sc2015,y2030,2030-07-10T07:00:00+02:00,1761.822
sc2015,y2030,2030-07-10T08:00:00+02:00,1802.83
sc2015,y2030,2030-07-10T09:00:00+02:00,1842.007
sc2015,y2030,2030-07-10T10:00:00+02:00,1880.976
sc2015,y2030,2030-07-10T11:00:00+02:00,1916.847
sc2015,y2030,2030-07-10T12:00:00+02:00,1960.11
sc2015,y2030,2030-07-10T13:00:00+02:00,1971.789
sc2015,y2030,2030-07-10T14:00:00+02:00,1961.934
sc2015,y2030,2030-07-10T15:00:00+02:00,1968.478
sc2015,y2030,2030-07-10T16:00:00+02:00,1968.913
sc2015,y2030,2030-07-10T17:00:00+02:00,1963.345
sc2015,y2030,2030-07-10T18:00:00+02:00,1960.04
sc2015,y2030,2030-07-10T19:00:00+02:00,1941.074
sc2015,y2030,2030-07-10T20:00:00+02:00,1937.751
sc2015,y2030,2030-07-10T21:00:00+02:00,1942.588
sc2015,y2030,2030-07-10T22:00:00+02:00,1917.331
sc2015,y2030,2030-07-10T23:00:00+02:00,1876.286
sc2015,y2030,2030-07-11T00:00:00+02:00,1828.713
sc2015,y2030,2030-07-11T01:00:00+02:00,1783.479
sc2015,y2030,2030-07-11T02:00:00+02:00,1744.687
sc2015,y2030,2030-07-11T03:00:00+02:00,1731.901
sc2015,y2030,2030-07-11T04:00:00+02:00,1714.288
sc2015,y2030,2030-07-11T05:00:00+02:00,1696.576
sc2015,y2030,2030-07-11T06:00:00+02:00,1693.983
sc2015,y2030,2030-07-11T07:00:00+02:00,1713.508
sc2015,y2030,2030-07-11T08:00:00+02:00,1737.76
sc2015,y2030,2030-07-11T09:00:00+02:00,1756.531
sc2015,y2030,2030-07-11T10:00:00+02:00,1762.12
sc2015,y2030,2030-07-11T11:00:00+02:00,1765.786
sc2015,y2030,2030-07-11T12:00:00+02:00,1759.741
sc2015,y2030,2030-07-11T13:00:00+02:00,1748.702
sc2015,y2030,2030-07-11T14:00:00+02:00,1743.615
sc2015,y2030,2030-07-11T15:00:00+02:00,1750.939
sc2015,y2030,2030-07-11T16:00:00+02:00,1769.359
sc2015,y2030,2030-07-11T17:00:00+02:00,1801.198
sc2015,y2030,2030-07-11T18:00:00+02:00,1836.717
sc2015,y2030,2030-07-11T19:00:00+02:00,1863.927
sc2015,y2030,2030-07-11T20:00:00+02:00,1882.919
sc2015,y2030,2030-07-11T21:00:00+02:00,1899.444
sc2015,y2030,2030-07-11T22:00:00+02:00,1844.88
sc2015,y2030,2030-07-11T23:00:00+02:00,1778.354
sc2015,y2030,2030-07-12T00:00:00+02:00,1722.051
sc2015,y2030,2030-07-12T01:00:00+02:00,1675.212
sc2015,y2030,2030-07-12T02:00:00+02:00,1639.289
sc2015,y2030,2030-07-12T03:00:00+02:00,1613.367
sc2015,y2030,2030-07-12T04:00:00+02:00,1599.596
sc2015,y2030,2030-07-12T05:00:00+02:00,1587.835
sc2015,y2030,2030-07-12T06:00:00+02:00,1567.019
sc2015,y2030,2030-07-12T07:00:00+02:00,1575.502
sc2015,y2030,2030-07-12T08:00:00+02:00,1592.354
sc2015,y2030,2030-07-12T09:00:00+02:00,1607.786
sc2015,y2030,2030-07-12T10:00:00+02:00,1613.334
sc2015,y2030,2030-07-12T11:00:00+02:00,1629.1
sc2015,y2030,2030-07-12T12:00:00+02:00,1648.991
sc2015,y2030,2030-07-12T13:00:00+02:00,1674.313
sc2015,y2030,2030-07-12T14:00:00+02:00,1682.306
sc2015,y2030,2030-07-12T15:00:00+02:00,1699.9
sc2015,y2030,2030-07-12T16:00:00+02:00,1728.048
sc2015,y2030,2030-07-12T17:00:00+02:00,1762.277
sc2015,y2030,2030-07-12T18:00:00+02:00,1804.271
sc2015,y2030,2030-07-12T19:00:00+02:00,1846.575
sc2015,y2030,2030-07-12T20:00:00+02:00,1891.117
sc2015,y2030,2030-07-12T21:00:00+02:00,1927.03
sc2015,y2030,2030-07-12T22:00:00+02:00,1892.12
sc2015,y2030,2030-07-12T23:00:00+02:00,1819.956
sc2015,y2030,2030-07-13T00:00:00+02:00,1768.87
sc2015,y2030,2030-07-13T01:00:00+02:00,1721.993
sc2015,y2030,2030-07-13T02:00:00+02:00,1688.431
sc2015,y2030,2030-07-13T03:00:00+02:00,1666.497
sc2015,y2030,2030-07-13T04:00:00+02:00,1662.773
sc2015,y2030,2030-07-13T05:00:00+02:00,1688.637
sc2015,y2030,2030-07-13T06:00:00+02:00,1714.4
sc2015,y2030,2030-07-13T07:00:00+02:00,1750.301
sc2015,y2030,2030-07-13T08:00:00+02:00,1779.093
sc2015,y2030,2030-07-13T09:00:00+02:00,1802.444
sc2015,y2030,2030-07-13T10:00:00+02:00,1812.644
sc2015,y2030,2030-07-13T11:00:00+02:00,1833.875
sc2015,y2030,2030-07-13T12:00:00+02:00,1849.627
sc2015,y2030,2030-07-13T13:00:00+02:00,1850.894
sc2015,y2030,2030-07-13T14:00:00+02:00,1864.1
sc2015,y2030,2030-07-13T15:00:00+02:00,1889.309
sc2015,y2030,2030-07-13T16:00:00+02:00,1919.877
sc2015,y2030,2030-07-13T17:00:00+02:00,1943.356
sc2015,y2030,2030-07-13T18:00:00+02:00,1967.171
sc2015,y2030,2030-07-13T19:00:00+02:00,1974.276
sc2015,y2030,2030-07-13T20:00:00+02:00,1973.148
sc2015,y2030,2030-07-13T21:00:00+02:00,1984.069
sc2015,y2030,2030-07-13T22:00:00+02:00,1919.344
sc2015,y2030,2030-07-13T23:00:00+02:00,1874.688
sc2015,y2030,2030-07-14T00:00:00+02:00,1822.619
sc2015,y2030,2030-07-14T01:00:00+02:00,1789.02
sc2015,y2030,2030-07-14T02:00:00+02:00,1761.156
sc2015,y2030,2030-07-14T03:00:00+02:00,1748.806
sc2015,y2030,2030-07-14T04:00:00+02:00,1746.037
sc2015,y2030,2030-07-14T05:00:00+02:00,1775.672
sc2015,y2030,2030-07-14T06:00:00+02:00,1805.375
sc2015,y2030,2030-07-14T07:00:00+02:00,1830.911
sc2015,y2030,2030-07-14T08:00:00+02:00,1846.865
sc2015,y2030,2030-07-14T09:00:00+02:00,1853.39
sc2015,y2030,2030-07-14T10:00:00+02:00,1861.761
sc2015,y2030,2030-07-14T11:00:00+02:00,1878.029
sc2015,y2030,2030-07-14T12:00:00+02:00,1898.275
sc2015,y2030,2030-07-14T13:00:00+02:00,1898.965
sc2015,y2030,2030-07-14T14:00:00+02:00,1910.125
sc2015,y2030,2030-07-14T15:00:00+02:00,1937.121
sc2015,y2030,2030-07-14T16:00:00+02:00,1974.033
sc2015,y2030,2030-07-14T17:00:00+02:00,1992.388
sc2015,y2030,2030-07-14T18:00:00+02:00,2008.165
sc2015,y2030,2030-07-14T19:00:00+02:00,2009.063
sc2015,y2030,2030-07-14T20:00:00+02:00,2002.891
sc2015,y2030,2030-07-14T21:00:00+02:00,2010.806
sc2015,y2030,2030-07-14T22:00:00+02:00,1958.746
sc2015,y2030,2030-07-14T23:00:00+02:00,1894.717
sc2015,y2030,2030-07-15T00:00:00+02:00,1843.822
sc2015,y2030,2030-07-15T01:00:00+02:00,1799.148
sc2015,y2030,2030-07-15T02:00:00+02:00,1761.269
sc2015,y2030,2030-07-15T03:00:00+02:00,1728.734
sc2015,y2030,2030-07-15T04:00:00+02:00,1721.334
sc2015,y2030,2030-07-15T05:00:00+02:00,1740.3
sc2015,y2030,2030-07-15T06:00:00+02:00,1761.322
sc2015,y2030,2030-07-15T07:00:00+02:00,1788.361
sc2015,y2030,2030-07-15T08:00:00+02:00,1807.333
sc2015,y2030,2030-07-15T09:00:00+02:00,1829.808
sc2015,y2030,2030-07-15T10:00:00+02:00,1835.01
sc2015,y2030,2030-07-15T11:00:00+02:00,1869.715
sc2015,y2030,2030-07-15T12:00:00+02:00,1888.906
sc2015,y2030,2030-07-15T13:00:00+02:00,1896.551
sc2015,y2030,2030-07-15T14:00:00+02:00,1904.186
sc2015,y2030,2030-07-15T15:00:00+02:00,1923.806
sc2015,y2030,2030-07-15T16:00:00+02:00,1944.474
sc2015,y2030,2030-07-15T17:00:00+02:00,1952.387
sc2015,y2030,2030-07-15T18:00:00+02:00,1956.919
sc2015,y2030,2030-07-15T19:00:00+02:00,1945.204
sc2015,y2030,2030-07-15T20:00:00+02:00,1942.676
sc2015,y2030,2030-07-15T21:00:00+02:00,1930.711
sc2015,y2030,2030-07-15T22:00:00+02:00,1874.642
sc2015,y2030,2030-07-15T23:00:00+02:00,1810.281
sc2015,y2030,2030-07-16T00:00:00+02:00,1756.312
sc2015,y2030,2030-07-16T01:00:00+02:00,1719.107
sc2015,y2030,2030-07-16T02:00:00+02:00,1698.858
sc2015,y2030,2030-07-16T03:00:00+02:00,1677.377
sc2015,y2030,2030-07-16T04:00:00+02:00,1668.941
sc2015,y2030,2030-07-16T05:00:00+02:00,1692.607
sc2015,y2030,2030-07-16T06:00:00+02:00,1722.303
sc2015,y2030,2030-07-16T07:00:00+02:00,1761.149
sc2015,y2030,2030-07-16T08:00:00+02:00,1813.118
sc2015,y2030,2030-07-16T09:00:00+02:00,1837.84
sc2015,y2030,2030-07-16T10:00:00+02:00,1851.695
sc2015,y2030,2030-07-16T11:00:00+02:00,1906.024
sc2015,y2030,2030-07-16T12:00:00+02:00,1950.806
sc2015,y2030,2030-07-16T13:00:00+02:00,1965.352
sc2015,y2030,2030-07-16T14:00:00+02:00,1983.856
sc2015,y2030,2030-07-16T15:00:00+02:00,2011.193
sc2015,y2030,2030-07-16T16:00:00+02:00,2012.081
sc2015,y2030,2030-07-16T17:00:00+02:00,1977.961
sc2015,y2030,2030-07-16T18:00:00+02:00,1950.673
sc2015,y2030,2030-07-16T19:00:00+02:00,1908.569
sc2015,y2030,2030-07-16T20:00:00+02:00,1876.318
sc2015,y2030,2030-07-16T21:00:00+02:00,1864.342
sc2015,y2030,2030-07-16T22:00:00+02:00,1823.712
sc2015,y2030,2030-07-16T23:00:00+02:00,1797.994
sc2015,y2030,2030-07-17T00:00:00+02:00,1750.608
sc2015,y2030,2030-07-17T01:00:00+02:00,1703.145
sc2015,y2030,2030-07-17T02:00:00+02:00,1672.524
sc2015,y2030,2030-07-17T03:00:00+02:00,1655.971
sc2015,y2030,2030-07-17T04:00:00+02:00,1656.246
sc2015,y2030,2030-07-17T05:00:00+02:00,1683.571
sc2015,y2030,2030-07-17T06:00:00+02:00,1725.161
sc2015,y2030,2030-07-17T07:00:00+02:00,1766.603
sc2015,y2030,2030-07-17T08:00:00+02:00,1818.27
sc2015,y2030,2030-07-17T09:00:00+02:00,1850.901
sc2015,y2030,2030-07-17T10:00:00+02:00,1875.983
sc2015,y2030,2030-07-17T11:00:00+02:00,1899.211
sc2015,y2030,2030-07-17T12:00:00+02:00,1927.644
sc2015,y2030,2030-07-17T13:00:00+02:00,1938.293
sc2015,y2030,2030-07-17T14:00:00+02:00,1950.035
sc2015,y2030,2030-07-17T15:00:00+02:00,1973.059
sc2015,y2030,2030-07-17T16:00:00+02:00,1967.964
sc2015,y2030,2030-07-17T17:00:00+02:00,1933.739
sc2015,y2030,2030-07-17T18:00:00+02:00,1909.55
sc2015,y2030,2030-07-17T19:00:00+02:00,1871.829
sc2015,y2030,2030-07-17T20:00:00+02:00,1829.909
sc2015,y2030,2030-07-17T21:00:00+02:00,1813.394
sc2015,y2030,2030-07-17T22:00:00+02:00,1767.404
sc2015,y2030,2030-07-17T23:00:00+02:00,1728.717
sc2015,y2030,2030-07-18T00:00:00+02:00,1676.47
sc2015,y2030,2030-07-18T01:00:00+02:00,1634.18
sc2015,y2030,2030-07-18T02:00:00+02:00,1609.12
sc2015,y2030,2030-07-18T03:00:00+02:00,1589.698
sc2015,y2030,2030-07-18T04:00:00+02:00,1578.361
sc2015,y2030,2030-07-18T05:00:00+02:00,1577.974
sc2015,y2030,2030-07-18T06:00:00+02:00,1593.926
sc2015,y2030,2030-07-18T07:00:00+02:00,1630.39
sc2015,y2030,2030-07-18T08:00:00+02:00,1669.225
sc2015,y2030,2030-07-18T09:00:00+02:00,1719.391
sc2015,y2030,2030-07-18T10:00:00+02:00,1772.447
sc2015,y2030,2030-07-18T11:00:00+02:00,1804.984
sc2015,y2030,2030-07-18T12:00:00+02:00,1848.862
sc2015,y2030,2030-07-18T13:00:00+02:00,1869.385
sc2015,y2030,2030-07-18T14:00:00+02:00,1897.419
sc2015,y2030,2030-07-18T15:00:00+02:00,1901.533
sc2015,y2030,2030-07-18T16:00:00+02:00,1891.088
sc2015,y2030,2030-07-18T17:00:00+02:00,1855.884
sc2015,y2030,2030-07-18T18:00:00+02:00,1827.128
sc2015,y2030,2030-07-18T19:00:00+02:00,1796.362
sc2015,y2030,2030-07-18T20:00:00+02:00,1782.844
sc2015,y2030,2030-07-18T21:00:00+02:00,1774.938
sc2015,y2030,2030-07-18T22:00:00+02:00,1734.91
sc2015,y2030,2030-07-18T23:00:00+02:00,1699.839
sc2015,y2030,2030-07-19T00:00:00+02:00,1655.604
sc2015,y2030,2030-07-19T01:00:00+02:00,1620.035
sc2015,y2030,2030-07-19T02:00:00+02:00,1604.209
sc2015,y2030,2030-07-19T03:00:00+02:00,1599.74
sc2015,y2030,2030-07-19T04:00:00+02:00,1590.599
sc2015,y2030,2030-07-19T05:00:00+02:00,1581.266
sc2015,y2030,2030-07-19T06:00:00+02:00,1566.173
sc2015,y2030,2030-07-19T07:00:00+02:00,1564.234
sc2015,y2030,2030-07-19T08:00:00+02:00,1579.526
sc2015,y2030,2030-07-19T09:00:00+02:00,1605.041
sc2015,y2030,2030-07-19T10:00:00+02:00,1627.158
sc2015,y2030,2030-07-19T11:00:00+02:00,1643.465
sc2015,y2030,2030-07-19T12:00:00+02:00,1676.044
sc2015,y2030,2030-07-19T13:00:00+02:00,1694.342
sc2015,y2030,2030-07-19T14:00:00+02:00,1703.065
sc2015,y2030,2030-07-19T15:00:00+02:00,1712.701
sc2015,y2030,2030-07-19T16:00:00+02:00,1717.448
sc2015,y2030,2030-07-19T17:00:00+02:00,1720.155
sc2015,y2030,2030-07-19T18:00:00+02:00,1729.376
sc2015,y2030,2030-07-19T19:00:00+02:00,1736.725
sc2015,y2030,2030-07-19T20:00:00+02:00,1759.025
sc2015,y2030,2030-07-19T21:00:00+02:00,1779.82
sc2015,y2030,2030-07-19T22:00:00+02:00,1753.24
sc2015,y2030,2030-07-19T23:00:00+02:00,1703.125
sc2015,y2030,2030-07-20T00:00:00+02:00,1656.452
sc2015,y2030,2030-07-20T01:00:00+02:00,1623.694
sc2015,y2030,2030-07-20T02:00:00+02:00,1602.855
sc2015,y2030,2030-07-20T03:00:00+02:00,1587.038
sc2015,y2030,2030-07-20T04:00:00+02:00,1593.108
sc2015,y2030,2030-07-20T05:00:00+02:00,1616.794
sc2015,y2030,2030-07-20T06:00:00+02:00,1644.889
sc2015,y2030,2030-07-20T07:00:00+02:00,1687.775
sc2015,y2030,2030-07-20T08:00:00+02:00,1733.51
sc2015,y2030,2030-07-20T09:00:00+02:00,1763.301
sc2015,y2030,2030-07-20T10:00:00+02:00,1778.067
sc2015,y2030,2030-07-20T11:00:00+02:00,1805.2
sc2015,y2030,2030-07-20T12:00:00+02:00,1821.894
sc2015,y2030,2030-07-20T13:00:00+02:00,1826.752
sc2015,y2030,2030-07-20T14:00:00+02:00,1834.763
sc2015,y2030,2030-07-20T15:00:00+02:00,1850.312
sc2015,y2030,2030-07-20T16:00:00+02:00,1862.646
sc2015,y2030,2030-07-20T17:00:00+02:00,1857.312
sc2015,y2030,2030-07-20T18:00:00+02:00,1853.734
sc2015,y2030,2030-07-20T19:00:00+02:00,1846.884
sc2015,y2030,2030-07-20T20:00:00+02:00,1852.76
sc2015,y2030,2030-07-20T21:00:00+02:00,1860.232
sc2015,y2030,2030-07-20T22:00:00+02:00,1818.789
sc2015,y2030,2030-07-20T23:00:00+02:00,1763.076
sc2015,y2030,2030-07-21T00:00:00+02:00,1715.266
sc2015,y2030,2030-07-21T01:00:00+02:00,1672.203
sc2015,y2030,2030-07-21T02:00:00+02:00,1645.23
sc2015,y2030,2030-07-21T03:00:00+02:00,1619.153
sc2015,y2030,2030-07-21T04:00:00+02:00,1615.483
sc2015,y2030,2030-07-21T05:00:00+02:00,1632.242
sc2015,y2030,2030-07-21T06:00:00+02:00,1659.339
sc2015,y2030,2030-07-21T07:00:00+02:00,1697.249
sc2015,y2030,2030-07-21T08:00:00+02:00,1735.944
sc2015,y2030,2030-07-21T09:00:00+02:00,1774.438
sc2015,y2030,2030-07-21T10:00:00+02:00,1800.454
sc2015,y2030,2030-07-21T11:00:00+02:00,1834.725
sc2015,y2030,2030-07-21T12:00:00+02:00,1860.137
sc2015,y2030,2030-07-21T13:00:00+02:00,1869.206
sc2015,y2030,2030-07-21T14:00:00+02:00,1888.099
sc2015,y2030,2030-07-21T15:00:00+02:00,1908.379
sc2015,y2030,2030-07-21T16:00:00+02:00,1927.986
sc2015,y2030,2030-07-21T17:00:00+02:00,1918.649
sc2015,y2030,2030-07-21T18:00:00+02:00,1912.239
sc2015,y2030,2030-07-21T19:00:00+02:00,1892.488
sc2015,y2030,2030-07-21T20:00:00+02:00,1899.068
sc2015,y2030,2030-07-21T21:00:00+02:00,1894.467
sc2015,y2030,2030-07-21T22:00:00+02:00,1843.468
sc2015,y2030,2030-07-21T23:00:00+02:00,1792.606
sc2015,y2030,2030-07-22T00:00:00+02:00,1736.277
sc2015,y2030,2030-07-22T01:00:00+02:00,1697.001
sc2015,y2030,2030-07-22T02:00:00+02:00,1672.455
sc2015,y2030,2030-07-22T03:00:00+02:00,1657.547
sc2015,y2030,2030-07-22T04:00:00+02:00,1661.436
sc2015,y2030,2030-07-22T05:00:00+02:00,1683.318
sc2015,y2030,2030-07-22T06:00:00+02:00,1714.141
sc2015,y2030,2030-07-22T07:00:00+02:00,1758.232
sc2015,y2030,2030-07-22T08:00:00+02:00,1811.056
sc2015,y2030,2030-07-22T09:00:00+02:00,1845.047
sc2015,y2030,2030-07-22T10:00:00+02:00,1857.601
sc2015,y2030,2030-07-22T11:00:00+02:00,1885.523
sc2015,y2030,2030-07-22T12:00:00+02:00,1908.28
sc2015,y2030,2030-07-22T13:00:00+02:00,1921.083
sc2015,y2030,2030-07-22T14:00:00+02:00,1927.039
sc2015,y2030,2030-07-22T15:00:00+02:00,1945.549
sc2015,y2030,2030-07-22T16:00:00+02:00,1976.552
sc2015,y2030,2030-07-22T17:00:00+02:00,2000.574
sc2015,y2030,2030-07-22T18:00:00+02:00,2011.287
sc2015,y2030,2030-07-22T19:00:00+02:00,2005.457
sc2015,y2030,2030-07-22T20:00:00+02:00,1988.169
sc2015,y2030,2030-07-22T21:00:00+02:00,1982.128
sc2015,y2030,2030-07-22T22:00:00+02:00,1933.431
sc2015,y2030,2030-07-22T23:00:00+02:00,1890.635
sc2015,y2030,2030-07-23T00:00:00+02:00,1837.561
sc2015,y2030,2030-07-23T01:00:00+02:00,1794.576
sc2015,y2030,2030-07-23T02:00:00+02:00,1757.643
sc2015,y2030,2030-07-23T03:00:00+02:00,1722.616
sc2015,y2030,2030-07-23T04:00:00+02:00,1705.133
sc2015,y2030,2030-07-23T05:00:00+02:00,1713.277
sc2015,y2030,2030-07-23T06:00:00+02:00,1717.003
sc2015,y2030,2030-07-23T07:00:00+02:00,1745.56
sc2015,y2030,2030-07-23T08:00:00+02:00,1775.364
sc2015,y2030,2030-07-23T09:00:00+02:00,1787.447
sc2015,y2030,2030-07-23T10:00:00+02:00,1800.334
sc2015,y2030,2030-07-23T11:00:00+02:00,1814.709
sc2015,y2030,2030-07-23T12:00:00+02:00,1827.252
sc2015,y2030,2030-07-23T13:00:00+02:00,1827.553
sc2015,y2030,2030-07-23T14:00:00+02:00,1832.228
sc2015,y2030,2030-07-23T15:00:00+02:00,1848.579
sc2015,y2030,2030-07-23T16:00:00+02:00,1864.698
sc2015,y2030,2030-07-23T17:00:00+02:00,1866.576
sc2015,y2030,2030-07-23T18:00:00+02:00,1866.581
sc2015,y2030,2030-07-23T19:00:00+02:00,1856.907
sc2015,y2030,2030-07-23T20:00:00+02:00,1869.631
sc2015,y2030,2030-07-23T21:00:00+02:00,1885.238
sc2015,y2030,2030-07-23T22:00:00+02:00,1837.068
sc2015,y2030,2030-07-23T23:00:00+02:00,1803.268
sc2015,y2030,2030-07-24T00:00:00+02:00,1764.74
sc2015,y2030,2030-07-24T01:00:00+02:00,1742.846
sc2015,y2030,2030-07-24T02:00:00+02:00,1736.63
sc2015,y2030,2030-07-24T03:00:00+02:00,1719.718
sc2015,y2030,2030-07-24T04:00:00+02:00,1715.961
sc2015,y2030,2030-07-24T05:00:00+02:00,1746.484
sc2015,y2030,2030-07-24T06:00:00+02:00,1775.956
sc2015,y2030,2030-07-24T07:00:00+02:00,1819.896
sc2015,y2030,2030-07-24T08:00:00+02:00,1862.509
sc2015,y2030,2030-07-24T09:00:00+02:00,1899.496
sc2015,y2030,2030-07-24T10:00:00+02:00,1932.633
sc2015,y2030,2030-07-24T11:00:00+02:00,1972.198
sc2015,y2030,2030-07-24T12:00:00+02:00,2014.485
sc2015,y2030,2030-07-24T13:00:00+02:00,2028.487
sc2015,y2030,2030-07-24T14:00:00+02:00,2030.144
sc2015,y2030,2030-07-24T15:00:00+02:00,2055.332
sc2015,y2030,2030-07-24T16:00:00+02:00,2080.781
sc2015,y2030,2030-07-24T17:00:00+02:00,2097.525
sc2015,y2030,2030-07-24T18:00:00+02:00,2118
sc2015,y2030,2030-07-24T19:00:00+02:00,2108.959
sc2015,y2030,2030-07-24T20:00:00+02:00,2092.935
sc2015,y2030,2030-07-24T21:00:00+02:00,2077.555
sc2015,y2030,2030-07-24T22:00:00+02:00,2025.138
sc2015,y2030,2030-07-24T23:00:00+02:00,1983.563
sc2015,y2030,2030-07-25T00:00:00+02:00,1948.352
sc2015,y2030,2030-07-25T01:00:00+02:00,1902.058
sc2015,y2030,2030-07-25T02:00:00+02:00,1874.41
sc2015,y2030,2030-07-25T03:00:00+02:00,1843.369
sc2015,y2030,2030-07-25T04:00:00+02:00,1822.482
sc2015,y2030,2030-07-25T05:00:00+02:00,1807.296
sc2015,y2030,2030-07-25T06:00:00+02:00,1801.421
sc2015,y2030,2030-07-25T07:00:00+02:00,1824.159
sc2015,y2030,2030-07-25T08:00:00+02:00,1855.146
sc2015,y2030,2030-07-25T09:00:00+02:00,1869.137
sc2015,y2030,2030-07-25T10:00:00+02:00,1868.43
sc2015,y2030,2030-07-25T11:00:00+02:00,1862.859
sc2015,y2030,2030-07-25T12:00:00+02:00,1850.452
sc2015,y2030,2030-07-25T13:00:00+02:00,1829.542
sc2015,y2030,2030-07-25T14:00:00+02:00,1808.7
sc2015,y2030,2030-07-25T15:00:00+02:00,1798.931
sc2015,y2030,2030-07-25T16:00:00+02:00,1796.311
sc2015,y2030,2030-07-25T17:00:00+02:00,1800.115
sc2015,y2030,2030-07-25T18:00:00+02:00,1810.643
sc2015,y2030,2030-07-25T19:00:00+02:00,1814.021
sc2015,y2030,2030-07-25T20:00:00+02:00,1808.077
sc2015,y2030,2030-07-25T21:00:00+02:00,1807.505
sc2015,y2030,2030-07-25T22:00:00+02:00,1751.289
sc2015,y2030,2030-07-25T23:00:00+02:00,1689.526
sc2015,y2030,2030-07-26T00:00:00+02:00,1625.035
sc2015,y2030,2030-07-26T01:00:00+02:00,1586.591
sc2015,y2030,2030-07-26T02:00:00+02:00,1563.138
sc2015,y2030,2030-07-26T03:00:00+02:00,1560.003
sc2015,y2030,2030-07-26T04:00:00+02:00,1561.253
sc2015,y2030,2030-07-26T05:00:00+02:00,1568.875
sc2015,y2030,2030-07-26T06:00:00+02:00,1573.265
sc2015,y2030,2030-07-26T07:00:00+02:00,1589.137
sc2015,y2030,2030-07-26T08:00:00+02:00,1621.123
sc2015,y2030,2030-07-26T09:00:00+02:00,1643.648
sc2015,y2030,2030-07-26T10:00:00+02:00,1682.886
sc2015,y2030,2030-07-26T11:00:00+02:00,1724.675
sc2015,y2030,2030-07-26T12:00:00+02:00,1762.42
sc2015,y2030,2030-07-26T13:00:00+02:00,1793.09
sc2015,y2030,2030-07-26T14:00:00+02:00,1799.944
sc2015,y2030,2030-07-26T15:00:00+02:00,1809.958
sc2015,y2030,2030-07-26T16:00:00+02:00,1812.369
sc2015,y2030,2030-07-26T17:00:00+02:00,1814.473
sc2015,y2030,2030-07-26T18:00:00+02:00,1818.943
sc2015,y2030,2030-07-26T19:00:00+02:00,1804.473
sc2015,y2030,2030-07-26T20:00:00+02:00,1822.3
sc2015,y2030,2030-07-26T21:00:00+02:00,1849.362
sc2015,y2030,2030-07-26T22:00:00+02:00,1826.083
sc2015,y2030,2030-07-26T23:00:00+02:00,1785.782
sc2015,y2030,2030-07-27T00:00:00+02:00,1735.377
sc2015,y2030,2030-07-27T01:00:00+02:00,1708.363
sc2015,y2030,2030-07-27T02:00:00+02:00,1690.441
sc2015,y2030,2030-07-27T03:00:00+02:00,1681.489
sc2015,y2030,2030-07-27T04:00:00+02:00,1684.625
sc2015,y2030,2030-07-27T05:00:00+02:00,1726.778
sc2015,y2030,2030-07-27T06:00:00+02:00,1755.999
sc2015,y2030,2030-07-27T07:00:00+02:00,1791.748
sc2015,y2030,2030-07-27T08:00:00+02:00,1813.87
sc2015,y2030,2030-07-27T09:00:00+02:00,1836.331
sc2015,y2030,2030-07-27T10:00:00+02:00,1843.645
sc2015,y2030,2030-07-27T11:00:00+02:00,1862.801
sc2015,y2030,2030-07-27T12:00:00+02:00,1878.766
sc2015,y2030,2030-07-27T13:00:00+02:00,1876.358
sc2015,y2030,2030-07-27T14:00:00+02:00,1881.889
sc2015,y2030,2030-07-27T15:00:00+02:00,1898.409
sc2015,y2030,2030-07-27T16:00:00+02:00,1916.644
sc2015,y2030,2030-07-27T17:00:00+02:00,1923.075
sc2015,y2030,2030-07-27T18:00:00+02:00,1927.038
sc2015,y2030,2030-07-27T19:00:00+02:00,1922.38
sc2015,y2030,2030-07-27T20:00:00+02:00,1930.35
sc2015,y2030,2030-07-27T21:00:00+02:00,1925.456
sc2015,y2030,2030-07-27T22:00:00+02:00,1867.384
sc2015,y2030,2030-07-27T23:00:00+02:00,1806.869
sc2015,y2030,2030-07-28T00:00:00+02:00,1747.609
sc2015,y2030,2030-07-28T01:00:00+02:00,1697.422
sc2015,y2030,2030-07-28T02:00:00+02:00,1667.656
sc2015,y2030,2030-07-28T03:00:00+02:00,1646.402
sc2015,y2030,2030-07-28T04:00:00+02:00,1644.326
sc2015,y2030,2030-07-28T05:00:00+02:00,1668.127
sc2015,y2030,2030-07-28T06:00:00+02:00,1697.088
sc2015,y2030,2030-07-28T07:00:00+02:00,1726.975
sc2015,y2030,2030-07-28T08:00:00+02:00,1769.004
sc2015,y2030,2030-07-28T09:00:00+02:00,1784.295
sc2015,y2030,2030-07-28T10:00:00+02:00,1798.432
sc2015,y2030,2030-07-28T11:00:00+02:00,1819.796
sc2015,y2030,2030-07-28T12:00:00+02:00,1844.505
sc2015,y2030,2030-07-28T13:00:00+02:00,1857.754
sc2015,y2030,2030-07-28T14:00:00+02:00,1883.082
