Period,Scenario,LoadLevel,Hydro
2030,sc01,01-04 01:00:00+01:00,49.037622545512846
2030,sc01,01-04 03:00:00+01:00,-49.962377454487154
2030,sc01,01-04 05:00:00+01:00,-49.962377454487154
2030,sc01,01-04 07:00:00+01:00,63.13322254552003
2030,sc01,01-04 09:00:00+01:00,100.45727246550564
2030,sc01,01-04 11:00:00+01:00,148.03762254551285
2030,sc01,01-04 13:00:00+01:00,148.03762254551285
2030,sc01,01-04 15:00:00+01:00,148.03762254551285
2030,sc01,01-04 17:00:00+01:00,148.03762254551285
2030,sc01,01-04 19:00:00+01:00,148.03762254551285
2030,sc01,01-04 21:00:00+01:00,148.03762254551285
2030,sc01,01-04 23:00:00+01:00,49.037622545512846
2030,sc01,01-05 01:00:00+01:00,49.037622545512846
2030,sc01,01-05 03:00:00+01:00,-40.3800674544873
2030,sc01,01-05 05:00:00+01:00,-40.380067454489165
2030,sc01,01-05 07:00:00+01:00,69.7589558655128
2030,sc01,01-05 09:00:00+01:00,148.03762254551285
2030,sc01,01-05 11:00:00+01:00,148.03762254551285
2030,sc01,01-05 13:00:00+01:00,148.03762254551285
2030,sc01,01-05 15:00:00+01:00,148.03762254551285
2030,sc01,01-05 17:00:00+01:00,148.03762254551285
2030,sc01,01-05 19:00:00+01:00,148.03762254551285
2030,sc01,01-05 21:00:00+01:00,148.03762254551285
2030,sc01,01-05 23:00:00+01:00,79.14187254551285
2030,sc01,01-06 01:00:00+01:00,4.331872545512766
2030,sc01,01-06 03:00:00+01:00,49.037622545512846
2030,sc01,01-06 05:00:00+01:00,49.037622545512846
2030,sc01,01-06 07:00:00+01:00,49.037622545512846
2030,sc01,01-06 09:00:00+01:00,49.037622545512846
2030,sc01,01-06 11:00:00+01:00,98.53762254551285
2030,sc01,01-06 13:00:00+01:00,53.16413254550727
2030,sc01,01-06 15:00:00+01:00,49.037622545512846
2030,sc01,01-06 17:00:00+01:00,148.03762254551285
2030,sc01,01-06 19:00:00+01:00,148.03762254551285
2030,sc01,01-06 21:00:00+01:00,148.03762254551285
2030,sc01,01-06 23:00:00+01:00,92.85636254551844
2030,sc01,01-07 01:00:00+01:00,-49.962377454487154
2030,sc01,01-07 03:00:00+01:00,88.06250326551535
2030,sc01,01-07 05:00:00+01:00,49.037622545512846
2030,sc01,01-07 07:00:00+01:00,49.037622545512846
2030,sc01,01-07 09:00:00+01:00,49.037622545512846
2030,sc01,01-07 11:00:00+01:00,98.53762254551285
2030,sc01,01-07 13:00:00+01:00,66.87862254551288
2030,sc01,01-07 15:00:00+01:00,49.037622545512846
2030,sc01,01-07 17:00:00+01:00,129.1989975455124
2030,sc01,01-07 19:00:00+01:00,148.03762254551285
2030,sc01,01-07 21:00:00+01:00,98.53762254551285
2030,sc01,01-07 23:00:00+01:00,73.47061826551464
2030,sc01,01-08 01:00:00+01:00,49.037622545512846
2030,sc01,01-08 03:00:00+01:00,-0.4623774544871253
2030,sc01,01-08 05:00:00+01:00,-41.26675243447981
2030,sc01,01-08 07:00:00+01:00,84.74762254551248
2030,sc01,01-08 09:00:00+01:00,148.03762254551285
2030,sc01,01-08 11:00:00+01:00,108.2088725655133
2030,sc01,01-08 13:00:00+01:00,148.03762254551285
2030,sc01,01-08 15:00:00+01:00,148.03762254551285
2030,sc01,01-08 17:00:00+01:00,148.03762254551285
2030,sc01,01-08 19:00:00+01:00,148.03762254551285
2030,sc01,01-08 21:00:00+01:00,137.67487256551286
2030,sc01,01-08 23:00:00+01:00,-0.4623774544871253
2030,sc01,01-09 01:00:00+01:00,36.83762254550558
2030,sc01,01-09 03:00:00+01:00,49.037622545512846
2030,sc01,01-09 05:00:00+01:00,-0.4623774544871253
2030,sc01,01-09 07:00:00+01:00,135.9313727655127
2030,sc01,01-09 09:00:00+01:00,148.03762254551285
2030,sc01,01-09 11:00:00+01:00,148.03762254551285
2030,sc01,01-09 13:00:00+01:00,148.03762254551285
2030,sc01,01-09 15:00:00+01:00,148.03762254551285
2030,sc01,01-09 17:00:00+01:00,148.03762254551285
2030,sc01,01-09 19:00:00+01:00,148.03762254551285
2030,sc01,01-09 21:00:00+01:00,148.03762254551285
2030,sc01,01-09 23:00:00+01:00,49.037622545512846
2030,sc01,01-10 01:00:00+01:00,3.4926225455117503
2030,sc01,01-10 03:00:00+01:00,38.74049800551387
2030,sc01,01-10 05:00:00+01:00,-0.4623774544871253
2030,sc01,01-10 07:00:00+01:00,98.53762254551285
2030,sc01,01-10 09:00:00+01:00,148.03762254551285
2030,sc01,01-10 11:00:00+01:00,148.03762254551285
2030,sc01,01-10 13:00:00+01:00,148.03762254551285
2030,sc01,01-10 15:00:00+01:00,148.03762254551285
2030,sc01,01-10 17:00:00+01:00,148.03762254551285
2030,sc01,01-10 19:00:00+01:00,148.03762254551285
2030,sc01,01-10 21:00:00+01:00,131.63337270551276
2030,sc01,01-10 23:00:00+01:00,49.037622545512846
2030,sc01,01-11 01:00:00+01:00,4.351456445512866
2030,sc01,01-11 03:00:00+01:00,-41.87637741448714
2030,sc01,01-11 05:00:00+01:00,-54.77071075448714
2030,sc01,01-11 07:00:00+01:00,98.53762254551285
2030,sc01,01-11 09:00:00+01:00,148.03762254551285
2030,sc01,01-11 11:00:00+01:00,148.03762254551285
2030,sc01,01-11 13:00:00+01:00,148.03762254551285
2030,sc01,01-11 15:00:00+01:00,120.43962260551277
2030,sc01,01-11 17:00:00+01:00,148.03762254551285
2030,sc01,01-11 19:00:00+01:00,148.03762254551285
2030,sc01,01-11 21:00:00+01:00,98.53762254551285
2030,sc01,01-11 23:00:00+01:00,-42.859377274487215
2030,sc01,01-12 01:00:00+01:00,-49.962377454487154
2030,sc01,01-12 03:00:00+01:00,-121.45037733448717
2030,sc01,01-12 05:00:00+01:00,-49.962377454487154
2030,sc01,01-12 07:00:00+01:00,49.037622545512846
2030,sc01,01-12 09:00:00+01:00,98.53762254551285
2030,sc01,01-12 11:00:00+01:00,98.53762254551285
2030,sc01,01-12 13:00:00+01:00,148.03762254551285
2030,sc01,01-12 15:00:00+01:00,98.53762254551285
2030,sc01,01-12 17:00:00+01:00,148.03762254551285
2030,sc01,01-12 19:00:00+01:00,148.03762254551285
2030,sc01,01-12 21:00:00+01:00,116.14162254551283
2030,sc01,01-12 23:00:00+01:00,9.135622545512689
2030,sc01,01-13 01:00:00+01:00,-66.63837761448723
2030,sc01,01-13 03:00:00+01:00,44.87112254551272
2030,sc01,01-13 05:00:00+01:00,-4.50512745448907
2030,sc01,01-13 07:00:00+01:00,-99.46237745448715
2030,sc01,01-13 09:00:00+01:00,28.629622545513257
2030,sc01,01-13 11:00:00+01:00,148.03762254551285
2030,sc01,01-13 13:00:00+01:00,127.3821225455084
2030,sc01,01-13 15:00:00+01:00,87.88112254551223
2030,sc01,01-13 17:00:00+01:00,144.79549772551437
2030,sc01,01-13 19:00:00+01:00,148.03762254551285
2030,sc01,01-13 21:00:00+01:00,143.76212246551276
2030,sc01,01-13 23:00:00+01:00,26.72899754551804
2030,sc01,01-14 01:00:00+01:00,-99.46237745448715
2030,sc01,01-14 03:00:00+01:00,-148.96237745448715
2030,sc01,01-14 05:00:00+01:00,-37.593627454490544
2030,sc01,01-14 07:00:00+01:00,29.737622545511044
2030,sc01,01-14 09:00:00+01:00,-14.4623774544892
2030,sc01,01-14 11:00:00+01:00,110.5813725455117
2030,sc01,01-14 13:00:00+01:00,81.7251225455129
2030,sc01,01-14 15:00:00+01:00,43.25012254551186
2030,sc01,01-14 17:00:00+01:00,148.03762254551285
2030,sc01,01-14 19:00:00+01:00,148.03762254551285
2030,sc01,01-14 21:00:00+01:00,148.03762254551285
2030,sc01,01-14 23:00:00+01:00,-22.134377534482113
2030,sc01,01-15 01:00:00+01:00,-99.46237745448715
2030,sc01,01-15 03:00:00+01:00,-49.962377454487154
2030,sc01,01-15 05:00:00+01:00,-88.28066271449065
2030,sc01,01-15 07:00:00+01:00,49.037622545512846
2030,sc01,01-15 09:00:00+01:00,148.03762254551285
2030,sc01,01-15 11:00:00+01:00,98.53762254551285
2030,sc01,01-15 13:00:00+01:00,148.03762254551285
2030,sc01,01-15 15:00:00+01:00,148.03762254551285
2030,sc01,01-15 17:00:00+01:00,148.03762254551285
2030,sc01,01-15 19:00:00+01:00,135.23795582551278
2030,sc01,01-15 21:00:00+01:00,98.53762254551285
2030,sc01,01-15 23:00:00+01:00,-0.4623774544871253
2030,sc01,01-16 01:00:00+01:00,7.339372605512807
2030,sc01,01-16 03:00:00+01:00,-49.962377454487154
2030,sc01,01-16 05:00:00+01:00,-49.962377454487154
2030,sc01,01-16 07:00:00+01:00,98.53762254551285
2030,sc01,01-16 09:00:00+01:00,148.03762254551285
2030,sc01,01-16 11:00:00+01:00,148.03762254551285
2030,sc01,01-16 13:00:00+01:00,148.03762254551285
2030,sc01,01-16 15:00:00+01:00,129.35012254551228
2030,sc01,01-16 17:00:00+01:00,148.03762254551285
2030,sc01,01-16 19:00:00+01:00,148.03762254551285
2030,sc01,01-16 21:00:00+01:00,62.68296910551908
2030,sc01,01-16 23:00:00+01:00,49.037622545512846
2030,sc01,01-17 01:00:00+01:00,-36.44727745448729
2030,sc01,01-17 03:00:00+01:00,-49.962377454487154
2030,sc01,01-17 05:00:00+01:00,-49.962377454487154
2030,sc01,01-17 07:00:00+01:00,49.037622545512846
2030,sc01,01-17 09:00:00+01:00,131.60219254551262
2030,sc01,01-17 11:00:00+01:00,131.60219254551308
2030,sc01,01-17 13:00:00+01:00,148.03762254551285
2030,sc01,01-17 15:00:00+01:00,148.03762254551285
2030,sc01,01-17 17:00:00+01:00,148.03762254551285
2030,sc01,01-17 19:00:00+01:00,148.03762254551285
2030,sc01,01-17 21:00:00+01:00,98.53762254551285
2030,sc01,01-17 23:00:00+01:00,37.12034254551338
2030,sc01,01-18 01:00:00+01:00,-49.962377454487154
2030,sc01,01-18 03:00:00+01:00,-64.74654227448707
2030,sc01,01-18 05:00:00+01:00,-85.26272227448767
2030,sc01,01-18 07:00:00+01:00,49.037622545512846
2030,sc01,01-18 09:00:00+01:00,148.03762254551285
2030,sc01,01-18 11:00:00+01:00,148.03762254551285
2030,sc01,01-18 13:00:00+01:00,98.53762254551285
2030,sc01,01-18 15:00:00+01:00,98.53762254551285
2030,sc01,01-18 17:00:00+01:00,148.03762254551285
2030,sc01,01-18 19:00:00+01:00,148.03762254551285
2030,sc01,01-18 21:00:00+01:00,98.53762254551285
2030,sc01,01-18 23:00:00+01:00,3.089062545513002
2030,sc01,01-19 01:00:00+01:00,-99.46237745448715
2030,sc01,01-19 03:00:00+01:00,-52.87219777448655
2030,sc01,01-19 05:00:00+01:00,-49.962377454487154
2030,sc01,01-19 07:00:00+01:00,49.037622545512846
2030,sc01,01-19 09:00:00+01:00,98.53762254551285
2030,sc01,01-19 11:00:00+01:00,148.03762254551285
2030,sc01,01-19 13:00:00+01:00,148.03762254551285
2030,sc01,01-19 15:00:00+01:00,130.1958023855124
2030,sc01,01-19 17:00:00+01:00,148.03762254551285
2030,sc01,01-19 19:00:00+01:00,148.03762254551285
2030,sc01,01-19 21:00:00+01:00,148.03762254551285
2030,sc01,01-19 23:00:00+01:00,-30.94221745448654
2030,sc01,01-20 01:00:00+01:00,-49.962377454487154
2030,sc01,01-20 03:00:00+01:00,-123.47580745448656
2030,sc01,01-20 05:00:00+01:00,-35.64508245448734
2030,sc01,01-20 07:00:00+01:00,-104.20809745448668
2030,sc01,01-20 09:00:00+01:00,-11.924737454489076
2030,sc01,01-20 11:00:00+01:00,113.31537754551394
2030,sc01,01-20 13:00:00+01:00,84.4138125455134
2030,sc01,01-20 15:00:00+01:00,49.037622545512846
2030,sc01,01-20 17:00:00+01:00,148.03762254551285
2030,sc01,01-20 19:00:00+01:00,148.03762254551285
2030,sc01,01-20 21:00:00+01:00,148.03762254551285
2030,sc01,01-20 23:00:00+01:00,-0.4623774544871253
2030,sc01,01-21 01:00:00+01:00,-27.999287454487785
2030,sc01,01-21 03:00:00+01:00,-21.00662745448868
2030,sc01,01-21 05:00:00+01:00,49.037622545512846
2030,sc01,01-21 07:00:00+01:00,-138.23937745448634
2030,sc01,01-21 09:00:00+01:00,-0.4623774544871253
2030,sc01,01-21 11:00:00+01:00,98.53762254551285
2030,sc01,01-21 13:00:00+01:00,39.87287254551279
2030,sc01,01-21 15:00:00+01:00,2.3383725455130957
2030,sc01,01-21 17:00:00+01:00,148.03762254551285
2030,sc01,01-21 19:00:00+01:00,148.03762254551285
2030,sc01,01-21 21:00:00+01:00,148.03762254551285
2030,sc01,01-21 23:00:00+01:00,-40.240002454485094
2030,sc01,01-22 01:00:00+01:00,-49.962377454487154
2030,sc01,01-22 03:00:00+01:00,36.845237545513356
2030,sc01,01-22 05:00:00+01:00,49.037622545512846
2030,sc01,01-22 07:00:00+01:00,49.037622545512846
2030,sc01,01-22 09:00:00+01:00,148.03762254551285
2030,sc01,01-22 11:00:00+01:00,148.03762254551285
2030,sc01,01-22 13:00:00+01:00,148.03762254551285
2030,sc01,01-22 15:00:00+01:00,148.03762254551285
2030,sc01,01-22 17:00:00+01:00,140.8502057255134
2030,sc01,01-22 19:00:00+01:00,148.03762254551285
2030,sc01,01-22 21:00:00+01:00,70.30120572551286
2030,sc01,01-22 23:00:00+01:00,-49.962377454487154
2030,sc01,01-23 01:00:00+01:00,-15.988252454487139
2030,sc01,01-23 03:00:00+01:00,-49.962377454487154
2030,sc01,01-23 05:00:00+01:00,-49.962377454487154
2030,sc01,01-23 07:00:00+01:00,77.90762254551342
2030,sc01,01-23 09:00:00+01:00,148.03762254551285
2030,sc01,01-23 11:00:00+01:00,148.03762254551285
2030,sc01,01-23 13:00:00+01:00,148.03762254551285
2030,sc01,01-23 15:00:00+01:00,148.03762254551285
2030,sc01,01-23 17:00:00+01:00,148.03762254551285
2030,sc01,01-23 19:00:00+01:00,148.03762254551285
2030,sc01,01-23 21:00:00+01:00,147.61862254551167
2030,sc01,01-23 23:00:00+01:00,49.037622545512846
2030,sc01,01-24 01:00:00+01:00,-49.962377454487154
2030,sc01,01-24 03:00:00+01:00,-49.962377454487154
2030,sc01,01-24 05:00:00+01:00,-49.962377454487154
2030,sc01,01-24 07:00:00+01:00,49.037622545512846
2030,sc01,01-24 09:00:00+01:00,148.03762254551285
2030,sc01,01-24 11:00:00+01:00,148.03762254551285
2030,sc01,01-24 13:00:00+01:00,148.03762254551285
2030,sc01,01-24 15:00:00+01:00,148.03762254551285
2030,sc01,01-24 17:00:00+01:00,148.03762254551285
2030,sc01,01-24 19:00:00+01:00,148.03762254551285
2030,sc01,01-24 21:00:00+01:00,148.03762254551285
2030,sc01,01-24 23:00:00+01:00,-0.4623774544871253
2030,sc01,01-25 01:00:00+01:00,-0.4623774544871253
2030,sc01,01-25 03:00:00+01:00,49.037622545512846
2030,sc01,01-25 05:00:00+01:00,49.037622545512846
2030,sc01,01-25 07:00:00+01:00,49.037622545512846
2030,sc01,01-25 09:00:00+01:00,148.03762254551285
2030,sc01,01-25 11:00:00+01:00,148.03762254551285
2030,sc01,01-25 13:00:00+01:00,148.03762254551285
2030,sc01,01-25 15:00:00+01:00,148.03762254551285
2030,sc01,01-25 17:00:00+01:00,148.03762254551285
2030,sc01,01-25 19:00:00+01:00,148.03762254551285
2030,sc01,01-25 21:00:00+01:00,148.03762254551285
2030,sc01,01-25 23:00:00+01:00,-49.962377454487154
2030,sc01,01-26 01:00:00+01:00,-0.4623774544871253
2030,sc01,01-26 03:00:00+01:00,49.037622545512846
2030,sc01,01-26 05:00:00+01:00,49.037622545512846
2030,sc01,01-26 07:00:00+01:00,49.037622545512846
2030,sc01,01-26 09:00:00+01:00,148.03762254551285
2030,sc01,01-26 11:00:00+01:00,148.03762254551285
2030,sc01,01-26 13:00:00+01:00,148.03762254551285
2030,sc01,01-26 15:00:00+01:00,148.03762254551285
2030,sc01,01-26 17:00:00+01:00,148.03762254551285
2030,sc01,01-26 19:00:00+01:00,148.03762254551285
2030,sc01,01-26 21:00:00+01:00,108.76645602551278
2030,sc01,01-26 23:00:00+01:00,-49.962377454487154
2030,sc01,01-27 01:00:00+01:00,-41.75262745448657
2030,sc01,01-27 03:00:00+01:00,49.037622545512846
2030,sc01,01-27 05:00:00+01:00,-49.962377454487154
2030,sc01,01-27 07:00:00+01:00,49.037622545512846
2030,sc01,01-27 09:00:00+01:00,-0.4623774544871253
2030,sc01,01-27 11:00:00+01:00,49.037622545512846
2030,sc01,01-27 13:00:00+01:00,49.037622545512846
2030,sc01,01-27 15:00:00+01:00,17.479622545512825
2030,sc01,01-27 17:00:00+01:00,148.03762254551285
2030,sc01,01-27 19:00:00+01:00,148.03762254551285
2030,sc01,01-27 21:00:00+01:00,98.53762254551285
2030,sc01,01-27 23:00:00+01:00,-49.962377454487154
2030,sc01,01-28 01:00:00+01:00,-99.46237745448715
2030,sc01,01-28 03:00:00+01:00,-49.962377454487154
2030,sc01,01-28 05:00:00+01:00,-43.70137753448715
2030,sc01,01-28 07:00:00+01:00,-0.4623774544871253
2030,sc01,01-28 09:00:00+01:00,-25.759377534487157
2030,sc01,01-28 11:00:00+01:00,32.89062238551293
2030,sc01,01-28 13:00:00+01:00,13.399622785513316
2030,sc01,01-28 15:00:00+01:00,32.89062238551293
2030,sc01,01-28 17:00:00+01:00,98.53762254551285
2030,sc01,01-28 19:00:00+01:00,116.60912254551246
2030,sc01,01-28 21:00:00+01:00,98.53762254551285
2030,sc01,01-28 23:00:00+01:00,-8.376367214490045
2030,sc01,01-29 01:00:00+01:00,-99.46237745448715
2030,sc01,01-29 03:00:00+01:00,-99.46237745448715
2030,sc01,01-29 05:00:00+01:00,-148.96237745448715
2030,sc01,01-29 07:00:00+01:00,20.876247545512854
2030,sc01,01-29 09:00:00+01:00,91.2408725455127
2030,sc01,01-29 11:00:00+01:00,98.53762254551285
2030,sc01,01-29 13:00:00+01:00,139.75387254551285
2030,sc01,01-29 15:00:00+01:00,98.53762254551285
2030,sc01,01-29 17:00:00+01:00,148.03762254551285
2030,sc01,01-29 19:00:00+01:00,98.53762254551285
2030,sc01,01-29 21:00:00+01:00,98.53762254551285
2030,sc01,01-29 23:00:00+01:00,-49.962377454487154
2030,sc01,01-30 01:00:00+01:00,-49.962377454487154
2030,sc01,01-30 03:00:00+01:00,-122.51437745448723
2030,sc01,01-30 05:00:00+01:00,-122.51437745448723
2030,sc01,01-30 07:00:00+01:00,49.037622545512846
2030,sc01,01-30 09:00:00+01:00,148.03762254551285
2030,sc01,01-30 11:00:00+01:00,148.03762254551285
2030,sc01,01-30 13:00:00+01:00,148.03762254551285
2030,sc01,01-30 15:00:00+01:00,148.03762254551285
2030,sc01,01-30 17:00:00+01:00,148.03762254551285
2030,sc01,01-30 19:00:00+01:00,148.03762254551285
2030,sc01,01-30 21:00:00+01:00,98.40824754551286
2030,sc01,01-30 23:00:00+01:00,48.778872545512854
2030,sc01,01-31 01:00:00+01:00,145.06199754551287
2030,sc01,01-31 03:00:00+01:00,148.03762254551285
2030,sc01,01-31 05:00:00+01:00,148.03762254551285
2030,sc01,01-31 07:00:00+01:00,148.03762254551285
2030,sc01,01-31 09:00:00+01:00,148.03762254551285
2030,sc01,01-31 11:00:00+01:00,148.03762254551285
2030,sc01,01-31 13:00:00+01:00,148.03762254551285
2030,sc01,01-31 15:00:00+01:00,148.03762254551285
2030,sc01,01-31 17:00:00+01:00,148.03762254551285
2030,sc01,01-31 19:00:00+01:00,148.03762254551285
2030,sc01,01-31 21:00:00+01:00,148.03762254551285
2030,sc01,01-31 23:00:00+01:00,147.90824754551286
2030,sc01,02-01 01:00:00+01:00,148.03762254551285
2030,sc01,02-01 03:00:00+01:00,148.03762254551285
2030,sc01,02-01 05:00:00+01:00,148.03762254551285
2030,sc01,02-01 07:00:00+01:00,148.03762254551285
2030,sc01,02-01 09:00:00+01:00,148.03762254551285
2030,sc01,02-01 11:00:00+01:00,148.03762254551285
2030,sc01,02-01 13:00:00+01:00,148.03762254551285
2030,sc01,02-01 15:00:00+01:00,148.03762254551285
2030,sc01,02-01 17:00:00+01:00,148.03762254551285
2030,sc01,02-01 19:00:00+01:00,148.03762254551285
2030,sc01,02-01 21:00:00+01:00,148.03762254551285
2030,sc01,02-01 23:00:00+01:00,148.03762254551285
2030,sc01,02-02 01:00:00+01:00,148.03762254551285
2030,sc01,02-02 03:00:00+01:00,148.03762254551285
2030,sc01,02-02 05:00:00+01:00,148.03762254551285
2030,sc01,02-02 07:00:00+01:00,148.03762254551285
2030,sc01,02-02 09:00:00+01:00,148.03762254551285
2030,sc01,02-02 11:00:00+01:00,148.03762254551285
2030,sc01,02-02 13:00:00+01:00,148.03762254551285
2030,sc01,02-02 15:00:00+01:00,148.03762254551285
2030,sc01,02-02 17:00:00+01:00,148.03762254551285
2030,sc01,02-02 19:00:00+01:00,148.03762254551285
2030,sc01,02-02 21:00:00+01:00,148.03762254551285
2030,sc01,02-02 23:00:00+01:00,148.03762254551285
2030,sc01,02-03 01:00:00+01:00,148.03762254551285
2030,sc01,02-03 03:00:00+01:00,148.03762254551285
2030,sc01,02-03 05:00:00+01:00,148.03762254551285
2030,sc01,02-03 07:00:00+01:00,148.03762254551285
2030,sc01,02-03 09:00:00+01:00,148.03762254551285
2030,sc01,02-03 11:00:00+01:00,148.03762254551285
2030,sc01,02-03 13:00:00+01:00,148.03762254551285
2030,sc01,02-03 15:00:00+01:00,148.03762254551285
2030,sc01,02-03 17:00:00+01:00,148.03762254551285
2030,sc01,02-03 19:00:00+01:00,148.03762254551285
2030,sc01,02-03 21:00:00+01:00,148.03762254551285
2030,sc01,02-03 23:00:00+01:00,148.03762254551285
2030,sc01,02-04 01:00:00+01:00,148.03762254551285
2030,sc01,02-04 03:00:00+01:00,148.03762254551285
2030,sc01,02-04 05:00:00+01:00,148.03762254551285
2030,sc01,02-04 07:00:00+01:00,148.03762254551285
2030,sc01,02-04 09:00:00+01:00,148.03762254551285
2030,sc01,02-04 11:00:00+01:00,148.03762254551285
2030,sc01,02-04 13:00:00+01:00,148.03762254551285
2030,sc01,02-04 15:00:00+01:00,148.03762254551285
2030,sc01,02-04 17:00:00+01:00,148.03762254551285
2030,sc01,02-04 19:00:00+01:00,148.03762254551285
2030,sc01,02-04 21:00:00+01:00,148.03762254551285
2030,sc01,02-04 23:00:00+01:00,148.03762254551285
2030,sc01,02-05 01:00:00+01:00,148.03762254551285
2030,sc01,02-05 03:00:00+01:00,148.03762254551285
2030,sc01,02-05 05:00:00+01:00,148.03762254551285
2030,sc01,02-05 07:00:00+01:00,148.03762254551285
2030,sc01,02-05 09:00:00+01:00,148.03762254551285
2030,sc01,02-05 11:00:00+01:00,148.03762254551285
2030,sc01,02-05 13:00:00+01:00,148.03762254551285
2030,sc01,02-05 15:00:00+01:00,148.03762254551285
2030,sc01,02-05 17:00:00+01:00,148.03762254551285
2030,sc01,02-05 19:00:00+01:00,148.03762254551285
2030,sc01,02-05 21:00:00+01:00,148.03762254551285
2030,sc01,02-05 23:00:00+01:00,148.03762254551285
2030,sc01,02-06 01:00:00+01:00,148.03762254551285
2030,sc01,02-06 03:00:00+01:00,148.03762254551285
2030,sc01,02-06 05:00:00+01:00,148.03762254551285
2030,sc01,02-06 07:00:00+01:00,148.03762254551285
2030,sc01,02-06 09:00:00+01:00,148.03762254551285
2030,sc01,02-06 11:00:00+01:00,148.03762254551285
2030,sc01,02-06 13:00:00+01:00,148.03762254551285
2030,sc01,02-06 15:00:00+01:00,148.03762254551285
2030,sc01,02-06 17:00:00+01:00,148.03762254551285
2030,sc01,02-06 19:00:00+01:00,148.03762254551285
2030,sc01,02-06 21:00:00+01:00,148.03762254551285
2030,sc01,02-06 23:00:00+01:00,148.03762254551285
2030,sc01,02-07 01:00:00+01:00,148.03762254551285
2030,sc01,02-07 03:00:00+01:00,148.03762254551285
2030,sc01,02-07 05:00:00+01:00,148.03762254551285
2030,sc01,02-07 07:00:00+01:00,148.03762254551285
2030,sc01,02-07 09:00:00+01:00,148.03762254551285
2030,sc01,02-07 11:00:00+01:00,148.03762254551285
2030,sc01,02-07 13:00:00+01:00,148.03762254551285
2030,sc01,02-07 15:00:00+01:00,148.03762254551285
2030,sc01,02-07 17:00:00+01:00,148.03762254551285
2030,sc01,02-07 19:00:00+01:00,148.03762254551285
2030,sc01,02-07 21:00:00+01:00,148.03762254551285
2030,sc01,02-07 23:00:00+01:00,148.03762254551285
2030,sc01,02-08 01:00:00+01:00,148.03762254551285
2030,sc01,02-08 03:00:00+01:00,148.03762254551285
2030,sc01,02-08 05:00:00+01:00,148.03762254551285
2030,sc01,02-08 07:00:00+01:00,148.03762254551285
2030,sc01,02-08 09:00:00+01:00,148.03762254551285
2030,sc01,02-08 11:00:00+01:00,148.03762254551285
2030,sc01,02-08 13:00:00+01:00,148.03762254551285
2030,sc01,02-08 15:00:00+01:00,148.03762254551285
2030,sc01,02-08 17:00:00+01:00,148.03762254551285
2030,sc01,02-08 19:00:00+01:00,148.03762254551285
2030,sc01,02-08 21:00:00+01:00,148.03762254551285
2030,sc01,02-08 23:00:00+01:00,148.03762254551285
2030,sc01,02-09 01:00:00+01:00,148.03762254551285
2030,sc01,02-09 03:00:00+01:00,148.03762254551285
2030,sc01,02-09 05:00:00+01:00,148.03762254551285
2030,sc01,02-09 07:00:00+01:00,148.03762254551285
2030,sc01,02-09 09:00:00+01:00,148.03762254551285
2030,sc01,02-09 11:00:00+01:00,148.03762254551285
2030,sc01,02-09 13:00:00+01:00,148.03762254551285
2030,sc01,02-09 15:00:00+01:00,148.03762254551285
2030,sc01,02-09 17:00:00+01:00,148.03762254551285
