,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Ons_W100,Ons_W101,Ons_W102,Ons_W103,Ons_W104,Ons_W105,Sol_S106,Sol_S107,Sol_S108,Sol_S109,STATCON_SC001,Ant_CG1,Gas_CG2,Sub_CG3,ESS_CG4,ESS_CG5,ESS_CG6,ESS_CG7,ESS_CG8,ESS_CG9,Ons_CG10,Sol_CG11,STATCON_CG12,STATCON_CG13
sc01,y2030,2030-01-01T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5392164,85.5020253,265.9792078,74.28173232,108.5092751,103.852368,191.1597997,163.5175957,355.7082337,254.0408759,,,,,,,,,,,127.2560128,278.9295641,,
sc01,y2030,2030-01-01T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.3190945,78.54132294,244.325895,68.23447176,99.67555722,95.397768,160.9114915,137.6432714,299.4224858,213.8425354,,,,,,,,,,,116.8961268,234.7929441,,
sc01,y2030,2030-01-01T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0800985,74.29207866,231.1073704,64.54284894,94.28290818,90.236556,99.27636222,84.92074212,184.7324569,131.9328335,,,,,,,,,,,110.5718102,144.8584508,,
sc01,y2030,2030-01-01T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6664525,78.77790084,245.0618402,68.44000392,99.97579458,95.68512,22.41973343,19.17778168,41.71841459,29.79459449,,,,,,,,,,,117.248235,32.71360653,,
sc01,y2030,2030-01-01T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.3830422,80.628111,250.8174632,70.04741394,102.3238671,97.93242,0.104298685,0.089216825,0.194077945,0.138607225,,,,,,,,,,,120.0019752,0.152186742,,
sc01,y2030,2030-01-01T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7465423,84.9621522,264.2997737,73.81270596,107.8241306,103.196628,0.000006,0.000006,0.018984572,0.013558464,,,,,,,,,,,126.4524985,0.00003,,
sc01,y2030,2030-01-01T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.1481048,90.68427342,282.1001153,78.78392238,115.0859846,110.146824,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,134.9689555,0.00003,,
sc01,y2030,2030-01-01T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.2615572,98.25340368,305.6461222,85.35976788,124.6918488,119.340432,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,146.2343886,0.00003,,
sc01,y2030,2030-01-01T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8240277,102.0418811,317.4312961,88.6510896,129.4997459,123.941988,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,151.872928,0.00003,,
sc01,y2030,2030-01-01T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3577717,102.4054026,318.5621365,88.96690668,129.9610853,124.383528,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,152.4139711,0.00003,,
sc01,y2030,2030-01-02T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5175358,97.7466669,304.0697684,84.9195294,124.0487572,118.72494,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,145.4801924,0.00003,,
sc01,y2030,2030-01-02T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.4785498,89.54717592,278.5628389,77.79604434,113.642912,108.765684,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,133.2765688,0.00003,,
sc01,y2030,2030-01-02T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.5077299,87.52381518,272.2685801,76.03820598,111.0750968,106.308072,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,130.2651217,0.00003,,
sc01,y2030,2030-01-02T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4870775,82.06112352,255.2752704,71.29237458,104.1424808,99.672984,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,122.1347839,0.00003,,
sc01,y2030,2030-01-02T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2770226,85.32345078,265.4236991,74.12659182,108.282649,103.635468,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,126.9902333,0.00003,,
sc01,y2030,2030-01-02T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.9715102,90.56399862,281.7259652,78.67943106,114.9333458,110.000736,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,134.7899459,0.00003,,
sc01,y2030,2030-01-02T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0529674,91.30055562,284.0172425,79.31933088,115.8680987,110.895372,0.015596065,0.013340834,0.029021002,0.020726315,,,,,,,,,,,135.8861926,0.00003,,
sc01,y2030,2030-01-02T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.3824802,95.61144888,297.4275444,83.06451252,121.3389854,116.131464,0.126912979,0.108561032,0.236158397,0.16866038,,,,,,,,,,,142.3022638,0.18518424,,
sc01,y2030,2030-01-02T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.026089,89.9200929,279.722907,78.12002406,114.1161752,109.218636,2.841213152,2.430366343,5.286900872,3.775816248,,,,,,,,,,,133.8315958,4.145737476,,
sc01,y2030,2030-01-02T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1476833,81.8299695,254.5561979,71.09155452,103.8491269,99.39222,54.7503763,46.83332953,101.8789498,72.76024332,,,,,,,,,,,121.7907484,79.88865138,,
sc01,y2030,2030-01-02T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5757348,65.77562898,204.6144476,57.14399918,83.47481586,79.892316,130.4960454,111.625978,242.8257295,173.4220778,,,,,,,,,,,97.89644454,190.4124461,,
sc01,y2030,2030-01-02T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.36126062,52.007991,161.7861588,45.18306617,66.00252312,63.169884,175.1775372,149.8464098,325.9686001,232.8013266,,,,,,,,,,,77.40552978,255.6091507,,
sc01,y2030,2030-01-02T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.03563938,42.25112248,131.4345485,36.70657577,53.62023479,51.319008,193.4439734,165.471472,359.9586012,257.0764172,,,,,,,,,,,62.88400026,282.2625011,,
sc01,y2030,2030-01-02T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.40918244,39.78122165,123.7511952,34.56079606,50.4857225,48.31902,192.6824306,164.8200502,358.5415298,256.0643687,,,,,,,,,,,59.20795013,281.1513008,,
sc01,y2030,2030-01-02T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.21587701,39.64956553,123.34164,34.44641695,50.3186398,48.159108,177.5517131,151.8772738,330.386443,235.956476,,,,,,,,,,,59.01200117,259.073414,,
sc01,y2030,2030-01-02T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.63725552,44.02302654,136.9465774,38.24595574,55.86893036,53.471196,142.9836198,122.3078166,266.0624824,190.0173784,,,,,,,,,,,65.52119448,208.633608,,
sc01,y2030,2030-01-02T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.91388656,48.97898142,152.3635333,42.55154863,62.1584547,59.490792,83.17537458,71.14799916,154.7719009,110.535505,,,,,,,,,,,72.89733618,121.3648006,,
sc01,y2030,2030-01-02T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.19367892,55.29924581,172.0245754,48.04241491,70.17940284,67.167504,18.18787114,15.55785768,33.84380778,24.17068192,,,,,,,,,,,82.30403322,26.53871251,,
sc01,y2030,2030-01-02T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.32340504,55.38759946,172.2994254,48.11917406,70.29153102,67.27482,0.124248652,0.106281974,0.231200642,0.165119635,,,,,,,,,,,82.43553336,0.181296606,,
sc01,y2030,2030-01-02T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00934588,54.49262237,169.5153358,47.34164338,69.1557297,66.187764,0.000006,0.000006,0.018621809,0.013299385,,,,,,,,,,,81.10350396,0.00003,,
sc01,y2030,2030-01-02T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.49969806,51.42119948,159.9607711,44.67327835,65.25783522,62.457156,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,76.53218496,0.00003,,
sc01,y2030,2030-01-02T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.99712512,53.80322089,167.3707496,46.74271094,68.28082116,65.350404,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,80.07744072,0.00003,,
sc01,y2030,2030-01-02T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.81038018,58.44358046,181.8059534,50.77412359,74.16982848,70.986672,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,86.9838696,0.00003,,
sc01,y2030,2030-01-02T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.65599504,56.97627566,177.2414701,49.49937084,72.307695,69.204456,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,84.80002242,0.00003,,
sc01,y2030,2030-01-03T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.09541602,55.23232111,171.8163864,47.98427263,70.09446972,67.086216,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,82.20442656,0.00003,,
sc01,y2030,2030-01-03T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.68068978,59.03632939,183.6498734,51.28908703,74.9220768,71.706636,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,87.86608104,0.00003,,
sc01,y2030,2030-01-03T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.35966186,66.30954462,206.2753494,57.60784994,84.15239982,80.54082,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,98.6910921,0.00003,,
sc01,y2030,2030-01-03T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8681985,71.42344536,222.1836424,62.05066176,90.64237074,86.75226,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,106.3023108,0.00003,,
sc01,y2030,2030-01-03T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9467652,77.60665932,241.4183488,67.42246248,98.48939034,94.262508,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,115.5050303,0.00003,,
sc01,y2030,2030-01-03T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.872201,83.004501,258.2099236,72.11195412,105.3397063,100.818828,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,123.5388494,0.00003,,
sc01,y2030,2030-01-03T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7817731,90.4347729,281.3239705,78.56716344,114.7693474,109.843776,0.015791016,0.013507595,0.029383764,0.020985394,,,,,,,,,,,134.5976142,0.00003,,
sc01,y2030,2030-01-03T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3782077,96.28961718,299.5371865,83.65368594,122.1996383,116.95518,0.127172914,0.10878338,0.23664208,0.169005818,,,,,,,,,,,143.3116082,0.185563524,,
sc01,y2030,2030-01-03T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.7309029,97.8919866,304.521828,85.045779,124.23318,118.901448,2.781103319,2.378948548,5.175049098,3.695933579,,,,,,,,,,,145.6964773,4.058028612,,
sc01,y2030,2030-01-03T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6921537,103.3142211,321.3892838,89.7564624,131.1144526,125.487396,54.99023078,47.03850043,102.3252686,73.0789968,,,,,,,,,,,153.7666013,80.23863342,,
sc01,y2030,2030-01-03T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8500154,101.3785027,315.3676621,88.07476518,128.6578627,123.136236,136.4476338,116.7169512,253.9003854,181.331412,,,,,,,,,,,150.8855958,199.0966671,,
sc01,y2030,2030-01-03T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.034572,94.01233974,292.453045,81.67525194,119.3095813,114.189156,181.5547681,155.3014766,337.8352874,241.2763163,,,,,,,,,,,139.922247,264.9144454,,
sc01,y2030,2030-01-03T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0559731,87.21613344,271.3114456,75.77090082,110.6846228,105.934356,199.0716186,170.2853449,370.4304667,264.5552486,,,,,,,,,,,129.8071871,290.4740425,,
sc01,y2030,2030-01-03T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.388299,92.8910991,288.9650959,80.7011499,117.8866324,112.827276,201.5357969,172.3931966,375.0157848,267.8300062,,,,,,,,,,,138.2534606,294.069632,,
sc01,y2030,2030-01-03T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.118179,100.8800648,313.8171245,87.64173648,128.0253031,122.530824,190.5660445,163.0096991,354.60338,253.2518078,,,,,,,,,,,150.1437511,278.0631901,,
sc01,y2030,2030-01-03T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3152086,106.462883,331.1841232,92.49193044,135.1103698,129.31182,161.8217819,138.4219314,301.1163449,215.0522612,,,,,,,,,,,158.4528781,236.1211882,,
sc01,y2030,2030-01-03T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.7262781,114.2347139,355.3606901,99.24387654,144.9734782,138.751632,101.2943631,86.6469348,188.4875326,134.6146458,,,,,,,,,,,170.0199985,147.8030035,,
sc01,y2030,2030-01-03T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0614547,129.4467162,402.682099,112.4596322,164.2787909,157.228416,24.00689298,20.53543384,44.67178513,31.90384237,,,,,,,,,,,192.6606172,35.02949994,,
sc01,y2030,2030-01-03T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0547006,141.701524,440.8042843,123.1062613,179.8311746,172.113336,0.135880717,0.116232012,0.252845472,0.180578011,,,,,,,,,,,210.8999274,0.198269454,,
sc01,y2030,2030-01-03T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.3700344,145.3216819,452.065851,126.2513519,184.4254602,176.510448,0.000006,0.000006,0.019347335,0.013817543,,,,,,,,,,,216.2879504,0.00003,,
sc01,y2030,2030-01-03T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.282177,148.6672352,462.4731791,129.1578736,188.6712492,180.57402,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,221.2672685,0.00003,,
sc01,y2030,2030-01-03T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3667211,153.492364,477.4831615,133.3498084,194.7947441,186.434712,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,228.4486963,0.00003,,
sc01,y2030,2030-01-03T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9809603,151.186396,470.3097697,131.3464489,191.8682765,183.63384,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,225.016634,0.00003,,
sc01,y2030,2030-01-03T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.5398654,150.8859758,469.3752244,131.0854524,191.487018,183.268944,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,224.5695068,0.00003,,
sc01,y2030,2030-01-04T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.9616588,153.2164848,476.6249582,133.1101325,194.4446302,186.099624,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,228.0380946,0.00003,,
sc01,y2030,2030-01-04T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.033169,148.4976413,461.9456072,129.0105352,188.4560202,180.368028,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,221.0148551,0.00003,,
sc01,y2030,2030-01-04T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.5910499,150.2397582,467.3649745,130.524037,190.6669134,182.484036,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,223.607716,0.00003,,
sc01,y2030,2030-01-04T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.344297,150.7527785,468.9608749,130.9697344,191.3179793,183.10716,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,224.3712641,0.00003,,
sc01,y2030,2030-01-04T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1872824,154.7323085,481.340374,134.4270371,196.3683383,187.940772,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,230.2941545,0.00003,,
sc01,y2030,2030-01-04T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4682556,152.8804386,475.5795877,132.8181851,194.0181593,185.691456,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,227.537944,0.00003,,
sc01,y2030,2030-01-04T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.2696254,154.1073124,479.3961397,133.8840582,195.5751655,187.18164,0.01514118,0.012951726,0.028174555,0.020121797,,,,,,,,,,,229.3639483,0.00003,,
sc01,y2030,2030-01-04T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.4156224,150.8013566,469.1119916,131.0119378,191.3796292,183.166164,0.12548334,0.107338123,0.233498138,0.166760468,,,,,,,,,,,224.4435649,0.18309819,,
sc01,y2030,2030-01-04T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.9878826,147.1046413,457.6122708,127.8003364,186.6881858,178.676064,2.571921096,2.200014618,4.78580492,3.417941893,,,,,,,,,,,218.9415986,3.752801748,,
sc01,y2030,2030-01-04T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8152104,138.8140996,431.8221011,120.5977489,176.1667897,168.606216,52.0983954,44.56483196,96.94417044,69.23590638,,,,,,,,,,,206.6024606,76.01903088,,
sc01,y2030,2030-01-04T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7460542,127.8697474,397.7764734,111.0896065,162.2774845,155.313,130.6909962,111.7927384,243.188492,173.6811568,,,,,,,,,,,190.3135526,190.6969073,,
sc01,y2030,2030-01-04T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0767664,118.5598931,368.8154326,103.0014695,150.462495,144.005076,176.3794739,150.8745433,328.205152,234.3986345,,,,,,,,,,,176.457332,257.3629488,,
sc01,y2030,2030-01-04T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.2428047,113.2243525,352.2176635,98.36610324,143.6912443,137.524428,195.8927507,167.5661496,364.5152611,260.3307077,,,,,,,,,,,168.516238,285.8356181,,
sc01,y2030,2030-01-04T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7448274,109.4797999,340.5691309,95.11294224,138.9390916,132.976224,198.4745492,169.7746134,369.319446,263.7617762,,,,,,,,,,,162.9430738,289.6028326,,
sc01,y2030,2030-01-04T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0617259,105.6091633,328.5283769,91.75024302,134.0269276,128.274876,187.8945686,160.7245254,349.6323244,249.701563,,,,,,,,,,,157.1822537,274.1651235,,
sc01,y2030,2030-01-04T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.6279448,101.2272552,314.8971624,87.94336566,128.465917,122.952528,159.8907941,136.7701694,297.5231822,212.4860845,,,,,,,,,,,150.6604883,233.3036001,,
sc01,y2030,2030-01-04T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.8873721,95.95531974,298.4972558,83.3632578,121.7753866,116.549136,100.7863862,86.21241276,187.5422944,133.9395725,,,,,,,,,,,142.8140602,147.0617924,,
sc01,y2030,2030-01-04T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3397738,96.94451898,301.5744511,84.22264596,123.0307638,117.750636,24.34428786,20.82404053,45.29960612,32.35222164,,,,,,,,,,,144.2863242,35.52180744,,
sc01,y2030,2030-01-04T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6132377,108.7090988,338.1716384,94.44337902,137.961007,132.040116,0.161029372,0.137744106,0.299641836,0.213999192,,,,,,,,,,,161.7960091,0.23496495,,
sc01,y2030,2030-01-04T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5710381,111.4046705,346.5570072,96.78521514,141.3819145,135.314208,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,165.807934,0.00003,,
sc01,y2030,2030-01-04T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0387485,105.5935139,328.4796949,91.73664732,134.0070672,128.255868,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,157.1589622,0.00003,,
sc01,y2030,2030-01-04T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.617376,93.04711842,289.45044,80.83669506,118.084634,113.01678,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,138.4856702,0.00003,,
sc01,y2030,2030-01-04T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2184305,79.15384104,246.2313127,68.76661008,100.4528943,96.141744,0.000006,0.000006,0.000006,0.000006,,,,,,,,,,,117.8077615,0.00003,,
