,,,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
2030,sc01,01-01 18:00:00+01:00,1.150396921,276.0952611,46.01587686,184.0635074,276.0952611,92.03175371,115.0396921,17.25595382,115.0396921
2030,sc01,01-01 19:00:00+01:00,1.133783494,272.1080386,45.35133977,181.4053591,272.1080386,90.70267954,113.3783494,17.00675241,113.3783494
2030,sc01,01-01 20:00:00+01:00,1.110960144,266.6304345,44.43840575,177.753623,266.6304345,88.87681149,111.0960144,16.66440216,111.0960144
2030,sc01,01-01 21:00:00+01:00,1.081457845,259.5498828,43.2583138,173.0332552,259.5498828,86.51662759,108.1457845,16.22186767,108.1457845
2030,sc01,01-01 22:00:00+01:00,1.031735811,247.6165947,41.26943246,165.0777298,247.6165947,82.53886492,103.1735811,15.47603717,103.1735811
2030,sc01,01-01 23:00:00+01:00,0.976383447,234.3320274,39.05533789,156.2213516,234.3320274,78.11067579,97.63834474,14.64575171,97.63834474
2030,sc01,01-02 00:00:00+01:00,0.946167745,227.0802588,37.84670979,151.3868392,227.0802588,75.69341959,94.61677448,14.19251617,94.61677448
2030,sc01,01-02 01:00:00+01:00,0.923716735,221.6920165,36.94866941,147.7946777,221.6920165,73.89733883,92.37167353,13.85575103,92.37167353
2030,sc01,01-02 02:00:00+01:00,0.907927992,217.9027181,36.31711969,145.2684787,217.9027181,72.63423937,90.79279921,13.61891988,90.79279921
2030,sc01,01-02 03:00:00+01:00,0.916889837,220.053561,36.6755935,146.702374,220.053561,73.35118699,91.68898374,13.75334756,91.68898374
2030,sc01,01-02 04:00:00+01:00,0.965300183,231.672044,38.61200734,154.4480293,231.672044,77.22401467,96.53001834,14.47950275,96.53001834
2030,sc01,01-02 05:00:00+01:00,1.054358395,253.0460148,42.1743358,168.6973432,253.0460148,84.34867159,105.4358395,15.81537592,105.4358395
2030,sc01,01-02 06:00:00+01:00,1.145416319,274.8999165,45.81665275,183.266611,274.8999165,91.63330549,114.5416319,17.18124478,114.5416319
2030,sc01,01-02 07:00:00+01:00,1.219502664,292.6806394,48.78010656,195.1204262,292.6806394,97.56021312,121.9502664,18.29253996,121.9502664
2030,sc01,01-02 08:00:00+01:00,1.271817811,305.2362746,50.87271244,203.4908497,305.2362746,101.7454249,127.1817811,19.07726716,127.1817811
2030,sc01,01-02 09:00:00+01:00,1.313382416,315.2117798,52.53529663,210.1411865,315.2117798,105.0705933,131.3382416,19.70073623,131.3382416
2030,sc01,01-02 10:00:00+01:00,1.329970998,319.1930395,53.19883992,212.7953597,319.1930395,106.3976798,132.9970998,19.94956497,132.9970998
2030,sc01,01-02 11:00:00+01:00,1.328656717,318.877612,53.14626867,212.5850747,318.877612,106.2925373,132.8656717,19.92985075,132.8656717
2030,sc01,01-02 12:00:00+01:00,1.321230671,317.0953609,52.84922682,211.3969073,317.0953609,105.6984536,132.1230671,19.81846006,132.1230671
2030,sc01,01-02 13:00:00+01:00,1.311729818,314.8151564,52.46919273,209.8767709,314.8151564,104.9383855,131.1729818,19.67594727,131.1729818
2030,sc01,01-02 14:00:00+01:00,1.322386245,317.3726989,52.89544981,211.5817992,317.3726989,105.7908996,132.2386245,19.83579368,132.2386245
2030,sc01,01-02 15:00:00+01:00,1.361130955,326.6714291,54.44523819,217.7809528,326.6714291,108.8904764,136.1130955,20.41696432,136.1130955
2030,sc01,01-02 16:00:00+01:00,1.405642756,337.3542613,56.22571022,224.9028409,337.3542613,112.4514204,140.5642756,21.08464133,140.5642756
2030,sc01,01-02 17:00:00+01:00,1.418894941,340.5347858,56.75579763,227.0231905,340.5347858,113.5115953,141.8894941,21.28342411,141.8894941
2030,sc01,01-02 18:00:00+01:00,1.383024622,331.9259094,55.32098489,221.2839396,331.9259094,110.6419698,138.3024622,20.74536933,138.3024622
2030,sc01,01-02 19:00:00+01:00,1.336460037,320.750409,53.4584015,213.833606,320.750409,106.916803,133.6460037,20.04690056,133.6460037
2030,sc01,01-02 20:00:00+01:00,1.282193596,307.7264631,51.28774385,205.1509754,307.7264631,102.5754877,128.2193596,19.23290394,128.2193596
2030,sc01,01-02 21:00:00+01:00,1.22696894,294.4725456,49.0787576,196.3150304,294.4725456,98.15751519,122.696894,18.4045341,122.696894
2030,sc01,01-02 22:00:00+01:00,1.160412038,278.4988891,46.41648151,185.6659261,278.4988891,92.83296303,116.0412038,17.40618057,116.0412038
2030,sc01,01-02 23:00:00+01:00,1.09714225,263.31414,43.88569001,175.54276,263.31414,87.77138001,109.714225,16.45713375,109.714225
2030,sc01,01-03 00:00:00+01:00,1.060553696,254.5328871,42.42214785,169.6885914,254.5328871,84.8442957,106.0553696,15.90830544,106.0553696
2030,sc01,01-03 01:00:00+01:00,1.033629279,248.0710269,41.34517115,165.3806846,248.0710269,82.69034229,103.3629279,15.50443918,103.3629279
2030,sc01,01-03 02:00:00+01:00,1.016833877,244.0401304,40.67335507,162.6934203,244.0401304,81.34671015,101.6833877,15.25250815,101.6833877
2030,sc01,01-03 03:00:00+01:00,1.021747193,245.2193263,40.86988771,163.4795508,245.2193263,81.73977542,102.1747193,15.32620789,102.1747193
2030,sc01,01-03 04:00:00+01:00,1.063550582,255.2521397,42.54202328,170.1680931,255.2521397,85.08404656,106.3550582,15.95325873,106.3550582
2030,sc01,01-03 05:00:00+01:00,1.153193752,276.7665005,46.12775008,184.5110003,276.7665005,92.25550016,115.3193752,17.29790628,115.3193752
2030,sc01,01-03 06:00:00+01:00,1.244638995,298.7133588,49.7855598,199.1422392,298.7133588,99.57111959,124.4638995,18.66958492,124.4638995
2030,sc01,01-03 07:00:00+01:00,1.321532215,317.1677317,52.86128862,211.4451545,317.1677317,105.7225772,132.1532215,19.82298323,132.1532215
2030,sc01,01-03 08:00:00+01:00,1.364616497,327.5079592,54.58465987,218.3386395,327.5079592,109.1693197,136.4616497,20.46924745,136.4616497
2030,sc01,01-03 09:00:00+01:00,1.390913514,333.8192433,55.63654055,222.5461622,333.8192433,111.2730811,139.0913514,20.86370271,139.0913514
2030,sc01,01-03 10:00:00+01:00,1.394545454,334.6909091,55.78181818,223.1272727,334.6909091,111.5636364,139.4545454,20.91818182,139.4545454
2030,sc01,01-03 11:00:00+01:00,1.383067853,331.9362847,55.32271411,221.2908564,331.9362847,110.6454282,138.3067853,20.74601779,138.3067853
2030,sc01,01-03 12:00:00+01:00,1.372413587,329.3792609,54.89654349,219.586174,329.3792609,109.793087,137.2413587,20.58620381,137.2413587
2030,sc01,01-03 13:00:00+01:00,1.361925861,326.8622065,54.47703442,217.9081377,326.8622065,108.9540688,136.1925861,20.42888791,136.1925861
2030,sc01,01-03 14:00:00+01:00,1.372604564,329.4250954,54.90418256,219.6167302,329.4250954,109.8083651,137.2604564,20.58906846,137.2604564
2030,sc01,01-03 15:00:00+01:00,1.40916573,338.1997752,56.3666292,225.4665168,338.1997752,112.7332584,140.916573,21.13748595,140.916573
2030,sc01,01-03 16:00:00+01:00,1.453434194,348.8242067,58.13736778,232.5494711,348.8242067,116.2747356,145.3434194,21.80151292,145.3434194
2030,sc01,01-03 17:00:00+01:00,1.465213977,351.6513544,58.60855907,234.4342363,351.6513544,117.2171181,146.5213977,21.97820965,146.5213977
2030,sc01,01-03 18:00:00+01:00,1.425417878,342.1002907,57.01671512,228.0668605,342.1002907,114.0334302,142.5417878,21.38126817,142.5417878
2030,sc01,01-03 19:00:00+01:00,1.369177688,328.6026452,54.76710753,219.0684301,328.6026452,109.5342151,136.9177688,20.53766532,136.9177688
2030,sc01,01-03 20:00:00+01:00,1.31089542,314.6149008,52.4358168,209.7432672,314.6149008,104.8716336,131.089542,19.6634313,131.089542
2030,sc01,01-03 21:00:00+01:00,1.252964895,300.7115748,50.11859581,200.4743832,300.7115748,100.2371916,125.2964895,18.79447343,125.2964895
2030,sc01,01-03 22:00:00+01:00,1.182008255,283.6819811,47.28033019,189.1213207,283.6819811,94.56066037,118.2008255,17.73012382,118.2008255
2030,sc01,01-03 23:00:00+01:00,1.115438841,267.7053219,44.61755365,178.4702146,267.7053219,89.2351073,111.5438841,16.73158262,111.5438841
2030,sc01,01-04 00:00:00+01:00,1.076762817,258.4230761,43.07051269,172.2820508,258.4230761,86.14102538,107.6762817,16.15144226,107.6762817
2030,sc01,01-04 01:00:00+01:00,1.047974914,251.5139793,41.91899656,167.6759862,251.5139793,83.83799312,104.7974914,15.71962371,104.7974914
2030,sc01,01-04 02:00:00+01:00,1.02868855,246.8852519,41.14754198,164.5901679,246.8852519,82.29508397,102.868855,15.43032824,102.868855
2030,sc01,01-04 03:00:00+01:00,1.032807112,247.8737069,41.31228449,165.249138,247.8737069,82.62456898,103.2807112,15.49210668,103.2807112
2030,sc01,01-04 04:00:00+01:00,1.074609535,257.9062884,42.98438141,171.9375256,257.9062884,85.96876281,107.4609535,16.11914303,107.4609535
2030,sc01,01-04 05:00:00+01:00,1.162744014,279.0585634,46.50976057,186.0390423,279.0585634,93.01952113,116.2744014,17.44116021,116.2744014
2030,sc01,01-04 06:00:00+01:00,1.258809471,302.114273,50.35237883,201.4095153,302.114273,100.7047577,125.8809471,18.88214206,125.8809471
2030,sc01,01-04 07:00:00+01:00,1.338490418,321.2377003,53.53961672,214.1584669,321.2377003,107.0792334,133.8490418,20.07735627,133.8490418
2030,sc01,01-04 08:00:00+01:00,1.378516376,330.8439301,55.14065502,220.5626201,330.8439301,110.28131,137.8516376,20.67774563,137.8516376
2030,sc01,01-04 09:00:00+01:00,1.401938824,336.4653177,56.07755294,224.3102118,336.4653177,112.1551059,140.1938824,21.02908235,140.1938824
2030,sc01,01-04 10:00:00+01:00,1.404314005,337.0353612,56.17256019,224.6902408,337.0353612,112.3451204,140.4314005,21.06471007,140.4314005
2030,sc01,01-04 11:00:00+01:00,1.390485711,333.7165705,55.61942842,222.4777137,333.7165705,111.2388568,139.0485711,20.85728566,139.0485711
2030,sc01,01-04 12:00:00+01:00,1.38125576,331.5013825,55.25023042,221.0009217,331.5013825,110.5004608,138.125576,20.71883641,138.125576
2030,sc01,01-04 13:00:00+01:00,1.372236724,329.3368137,54.88946896,219.5578758,329.3368137,109.7789379,137.2236724,20.58355086,137.2236724
2030,sc01,01-04 14:00:00+01:00,1.38104856,331.4516543,55.24194238,220.9677695,331.4516543,110.4838848,138.104856,20.71572839,138.104856
2030,sc01,01-04 15:00:00+01:00,1.412743734,339.0584963,56.50974938,226.0389975,339.0584963,113.0194988,141.2743734,21.19115602,141.2743734
2030,sc01,01-04 16:00:00+01:00,1.45430839,349.0340136,58.1723356,232.6893424,349.0340136,116.3446712,145.430839,21.81462585,145.430839
2030,sc01,01-04 17:00:00+01:00,1.466247515,351.8994035,58.64990059,234.5996023,351.8994035,117.2998012,146.6247515,21.99371272,146.6247515
2030,sc01,01-04 18:00:00+01:00,1.423164708,341.55953,56.92658833,227.7063533,341.55953,113.8531767,142.3164708,21.34747062,142.3164708
2030,sc01,01-04 19:00:00+01:00,1.368607606,328.4658254,54.74430424,218.977217,328.4658254,109.4886085,136.8607606,20.52911409,136.8607606
2030,sc01,01-04 20:00:00+01:00,1.309509961,314.2823907,52.38039845,209.5215938,314.2823907,104.7607969,130.9509961,19.64264942,130.9509961
2030,sc01,01-04 21:00:00+01:00,1.252577474,300.6185938,50.10309897,200.4123959,300.6185938,100.2061979,125.2577474,18.78866211,125.2577474
2030,sc01,01-04 22:00:00+01:00,1.1854274,284.502576,47.417096,189.668384,284.502576,94.83419199,118.54274,17.781411,118.54274
2030,sc01,01-04 23:00:00+01:00,1.117684357,268.2442456,44.70737427,178.8294971,268.2442456,89.41474853,111.7684357,16.76526535,111.7684357
2030,sc01,01-05 00:00:00+01:00,1.080501359,259.3203262,43.22005436,172.8802174,259.3203262,86.44010872,108.0501359,16.20752039,108.0501359
2030,sc01,01-05 01:00:00+01:00,1.052030843,252.4874024,42.08123373,168.3249349,252.4874024,84.16246747,105.2030843,15.78046265,105.2030843
2030,sc01,01-05 02:00:00+01:00,1.033499181,248.0398033,41.33996722,165.3598689,248.0398033,82.67993444,103.3499181,15.50248771,103.3499181
2030,sc01,01-05 03:00:00+01:00,1.037250335,248.9400805,41.49001342,165.9600537,248.9400805,82.98002683,103.7250335,15.55875503,103.7250335
2030,sc01,01-05 04:00:00+01:00,1.074933509,257.9840422,42.99734036,171.9893614,257.9840422,85.99468072,107.4933509,16.12400264,107.4933509
2030,sc01,01-05 05:00:00+01:00,1.164975467,279.5941121,46.59901868,186.3960747,279.5941121,93.19803736,116.4975467,17.474632,116.4975467
2030,sc01,01-05 06:00:00+01:00,1.258326587,301.9983808,50.33306347,201.3322539,301.9983808,100.6661269,125.8326587,18.8748988,125.8326587
2030,sc01,01-05 07:00:00+01:00,1.337437833,320.98508,53.49751334,213.9900533,320.98508,106.9950267,133.7437833,20.0615675,133.7437833
2030,sc01,01-05 08:00:00+01:00,1.375560508,330.1345219,55.02242032,220.0896813,330.1345219,110.0448406,137.5560508,20.63340762,137.5560508
2030,sc01,01-05 09:00:00+01:00,1.398284251,335.5882201,55.93137002,223.7254801,335.5882201,111.86274,139.8284251,20.97426376,139.8284251
2030,sc01,01-05 10:00:00+01:00,1.398520797,335.6449913,55.94083189,223.7633276,335.6449913,111.8816638,139.8520797,20.97781196,139.8520797
2030,sc01,01-05 11:00:00+01:00,1.379515558,331.0837339,55.18062231,220.7224893,331.0837339,110.3612446,137.9515558,20.69273337,137.9515558
2030,sc01,01-05 12:00:00+01:00,1.363019845,327.1247627,54.52079378,218.0831751,327.1247627,109.0415876,136.3019845,20.44529767,136.3019845
2030,sc01,01-05 13:00:00+01:00,1.346776012,323.2262429,53.87104049,215.4841619,323.2262429,107.742081,134.6776012,20.20164018,134.6776012
2030,sc01,01-05 14:00:00+01:00,1.353412417,324.81898,54.13649666,216.5459866,324.81898,108.2729933,135.3412417,20.30118625,135.3412417
2030,sc01,01-05 15:00:00+01:00,1.381613378,331.5872107,55.26453511,221.0581404,331.5872107,110.5290702,138.1613378,20.72420067,138.1613378
2030,sc01,01-05 16:00:00+01:00,1.419944143,340.7865944,56.79776573,227.1910629,340.7865944,113.5955315,141.9944143,21.29916215,141.9944143
2030,sc01,01-05 17:00:00+01:00,1.428131452,342.7515484,57.12525807,228.5010323,342.7515484,114.2505161,142.8131452,21.42197178,142.8131452
2030,sc01,01-05 18:00:00+01:00,1.380366994,331.2880785,55.21467975,220.858719,331.2880785,110.4293595,138.0366994,20.70550491,138.0366994
2030,sc01,01-05 19:00:00+01:00,1.325702731,318.1686554,53.02810924,212.1124369,318.1686554,106.0562185,132.5702731,19.88554096,132.5702731
2030,sc01,01-05 20:00:00+01:00,1.268991762,304.5580228,50.75967047,203.0386819,304.5580228,101.5193409,126.8991762,19.03487643,126.8991762
2030,sc01,01-05 21:00:00+01:00,1.219903257,292.7767818,48.7961303,195.1845212,292.7767818,97.59226059,121.9903257,18.29854886,121.9903257
2030,sc01,01-05 22:00:00+01:00,1.159239069,278.2173766,46.36956277,185.4782511,278.2173766,92.73912554,115.9239069,17.38858604,115.9239069
2030,sc01,01-05 23:00:00+01:00,1.09535485,262.885164,43.814194,175.256776,262.885164,87.62838801,109.535485,16.43032275,109.535485
2030,sc01,01-06 00:00:00+01:00,1.054664924,253.1195818,42.18659696,168.7463878,253.1195818,84.37319392,105.4664924,15.81997386,105.4664924
2030,sc01,01-06 01:00:00+01:00,1.018864156,244.5273974,40.75456623,163.0182649,244.5273974,81.50913245,101.8864156,15.28296233,101.8864156
2030,sc01,01-06 02:00:00+01:00,0.989619714,237.5087313,39.58478855,158.3391542,237.5087313,79.16957709,98.96197136,14.8442957,98.96197136
2030,sc01,01-06 03:00:00+01:00,0.971422629,233.1414309,38.85690516,155.4276206,233.1414309,77.71381031,97.14226289,14.57133943,97.14226289
2030,sc01,01-06 04:00:00+01:00,0.965726232,231.7742957,38.62904928,154.5161971,231.7742957,77.25809856,96.5726232,14.48589348,96.5726232
2030,sc01,01-06 05:00:00+01:00,0.99078279,237.7878696,39.6313116,158.5252464,237.7878696,79.26262321,99.07827901,14.86174185,99.07827901
2030,sc01,01-06 06:00:00+01:00,1.02859062,246.8617488,41.1436248,164.5744992,246.8617488,82.2872496,102.859062,15.4288593,102.859062
2030,sc01,01-06 07:00:00+01:00,1.074881556,257.9715735,42.99526225,171.981049,257.9715735,85.9905245,107.4881556,16.12322334,107.4881556
2030,sc01,01-06 08:00:00+01:00,1.130029135,271.2069925,45.20116541,180.8046616,271.2069925,90.40233082,113.0029135,16.95043703,113.0029135
2030,sc01,01-06 09:00:00+01:00,1.169904041,280.7769698,46.79616163,187.1846465,280.7769698,93.59232325,116.9904041,17.54856061,116.9904041
2030,sc01,01-06 10:00:00+01:00,1.1893381,285.4411441,47.57352402,190.2940961,285.4411441,95.14704804,118.93381,17.84007151,118.93381
2030,sc01,01-06 11:00:00+01:00,1.18865506,285.2772143,47.54620239,190.1848096,285.2772143,95.09240478,118.865506,17.8298259,118.865506
2030,sc01,01-06 12:00:00+01:00,1.167733288,280.2559892,46.70933154,186.8373261,280.2559892,93.41866307,116.7733288,17.51599933,116.7733288
2030,sc01,01-06 13:00:00+01:00,1.155543783,277.330508,46.22175133,184.8870053,277.330508,92.44350267,115.5543783,17.33315675,115.5543783
2030,sc01,01-06 14:00:00+01:00,1.160210737,278.4505768,46.40842947,185.6337179,278.4505768,92.81685893,116.0210737,17.40316105,116.0210737
2030,sc01,01-06 15:00:00+01:00,1.198756688,287.7016051,47.95026751,191.8010701,287.7016051,95.90053503,119.8756688,17.98135032,119.8756688
2030,sc01,01-06 16:00:00+01:00,1.252024964,300.4859914,50.08099856,200.3239942,300.4859914,100.1619971,125.2024964,18.78037446,125.2024964
2030,sc01,01-06 17:00:00+01:00,1.27954797,307.0915129,51.18191882,204.7276753,307.0915129,102.3638376,127.954797,19.19321956,127.954797
2030,sc01,01-06 18:00:00+01:00,1.254896481,301.1751555,50.19585926,200.783437,301.1751555,100.3917185,125.4896481,18.82344722,125.4896481
2030,sc01,01-06 19:00:00+01:00,1.216545627,291.9709504,48.66182506,194.6473002,291.9709504,97.32365012,121.6545627,18.2481844,121.6545627
2030,sc01,01-06 20:00:00+01:00,1.176801277,282.4323065,47.07205108,188.2882043,282.4323065,94.14410216,117.6801277,17.65201916,117.6801277
2030,sc01,01-06 21:00:00+01:00,1.140358893,273.6861343,45.61435572,182.4574229,273.6861343,91.22871143,114.0358893,17.10538339,114.0358893
2030,sc01,01-06 22:00:00+01:00,1.090214371,261.651449,43.60857484,174.4342994,261.651449,87.21714968,109.0214371,16.35321557,109.0214371
2030,sc01,01-06 23:00:00+01:00,1.033758182,248.1019636,41.35032726,165.4013091,248.1019636,82.70065453,103.3758182,15.50637272,103.3758182
2030,sc01,01-07 00:00:00+01:00,0.996540905,239.1698171,39.86163619,159.4465448,239.1698171,79.72327238,99.65409048,14.94811357,99.65409048
2030,sc01,01-07 01:00:00+01:00,0.959142086,230.1941005,38.36568342,153.4627337,230.1941005,76.73136685,95.91420856,14.38713128,95.91420856
2030,sc01,01-07 02:00:00+01:00,0.931861144,223.6466746,37.27444576,149.0977831,223.6466746,74.54889153,93.18611441,13.97791716,93.18611441
2030,sc01,01-07 03:00:00+01:00,0.915390683,219.6937638,36.6156273,146.4625092,219.6937638,73.2312546,91.53906825,13.73086024,91.53906825
2030,sc01,01-07 04:00:00+01:00,0.906231757,217.4956218,36.2492703,144.9970812,217.4956218,72.49854059,90.62317574,13.59347636,90.62317574
2030,sc01,01-07 05:00:00+01:00,0.920393078,220.8943388,36.81572314,147.2628926,220.8943388,73.63144628,92.03930785,13.80589618,92.03930785
2030,sc01,01-07 06:00:00+01:00,0.947989195,227.5174069,37.91956781,151.6782712,227.5174069,75.83913562,94.79891952,14.21983793,94.79891952
2030,sc01,01-07 07:00:00+01:00,0.985047562,236.4114149,39.40190248,157.6076099,236.4114149,78.80380497,98.50475621,14.77571343,98.50475621
2030,sc01,01-07 08:00:00+01:00,1.035346111,248.4830667,41.41384446,165.6553778,248.4830667,82.82768891,103.5346111,15.53019167,103.5346111
2030,sc01,01-07 09:00:00+01:00,1.085664801,260.5595523,43.42659204,173.7063682,260.5595523,86.85318408,108.5664801,16.28497202,108.5664801
2030,sc01,01-07 10:00:00+01:00,1.114170893,267.4010143,44.56683571,178.2673429,267.4010143,89.13367143,111.4170893,16.71256339,111.4170893
2030,sc01,01-07 11:00:00+01:00,1.121744635,269.2187123,44.86978538,179.4791415,269.2187123,89.73957076,112.1744635,16.82616952,112.1744635
2030,sc01,01-07 12:00:00+01:00,1.108824612,266.1179068,44.35298446,177.4119378,266.1179068,88.70596892,110.8824612,16.63236917,110.8824612
2030,sc01,01-07 13:00:00+01:00,1.09845704,263.6296896,43.9382816,175.7531264,263.6296896,87.8765632,109.845704,16.4768556,109.845704
2030,sc01,01-07 14:00:00+01:00,1.104997193,265.1993263,44.19988772,176.7995509,265.1993263,88.39977545,110.4997193,16.5749579,110.4997193
2030,sc01,01-07 15:00:00+01:00,1.151141171,276.2738811,46.04564685,184.1825874,276.2738811,92.09129371,115.1141171,17.26711757,115.1141171
2030,sc01,01-07 16:00:00+01:00,1.220443205,292.9063693,48.81772822,195.2709129,292.9063693,97.63545644,122.0443205,18.30664808,122.0443205
2030,sc01,01-07 17:00:00+01:00,1.252806214,300.6734914,50.11224856,200.4489943,300.6734914,100.2244971,125.2806214,18.79209321,125.2806214
2030,sc01,01-07 18:00:00+01:00,1.242361438,298.1667451,49.69445752,198.7778301,298.1667451,99.38891505,124.2361438,18.63542157,124.2361438
2030,sc01,01-07 19:00:00+01:00,1.216627841,291.9906818,48.66511363,194.6604545,291.9906818,97.33022725,121.6627841,18.24941761,121.6627841
2030,sc01,01-07 20:00:00+01:00,1.18340058,284.0161391,47.33602318,189.3440927,284.0161391,94.67204636,118.340058,17.75100869,118.340058
2030,sc01,01-07 21:00:00+01:00,1.140306966,273.6736717,45.61227862,182.4491145,273.6736717,91.22455724,114.0306966,17.10460448,114.0306966
2030,sc01,01-07 22:00:00+01:00,1.078499333,258.8398398,43.1399733,172.5598932,258.8398398,86.27994661,107.8499333,16.17748999,107.8499333
2030,sc01,01-07 23:00:00+01:00,1.020129052,244.8309726,40.8051621,163.2206484,244.8309726,81.6103242,102.0129052,15.30193579,102.0129052
2030,sc01,01-08 00:00:00+01:00,0.995275092,238.8660222,39.8110037,159.2440148,238.8660222,79.6220074,99.52750925,14.92912639,99.52750925
2030,sc01,01-08 01:00:00+01:00,0.973136817,233.5528361,38.92547268,155.7018907,233.5528361,77.85094536,97.3136817,14.59705225,97.3136817
2030,sc01,01-08 02:00:00+01:00,0.961064949,230.6555879,38.44259798,153.7703919,230.6555879,76.88519596,96.10649495,14.41597424,96.10649495
2030,sc01,01-08 03:00:00+01:00,0.976723035,234.4135284,39.0689214,156.2756856,234.4135284,78.13784281,97.67230351,14.65084553,97.67230351
2030,sc01,01-08 04:00:00+01:00,1.046141918,251.0740604,41.84567674,167.382707,251.0740604,83.69135348,104.6141918,15.69212878,104.6141918
2030,sc01,01-08 05:00:00+01:00,1.174772117,281.9453081,46.99088469,187.9635387,281.9453081,93.98176937,117.4772117,17.62158176,117.4772117
2030,sc01,01-08 06:00:00+01:00,1.29399774,310.5594577,51.75990961,207.0396384,310.5594577,103.5198192,129.399774,19.4099661,129.399774
2030,sc01,01-08 07:00:00+01:00,1.372047197,329.2913272,54.88188787,219.5275515,329.2913272,109.7637757,137.2047197,20.58070795,137.2047197
2030,sc01,01-08 08:00:00+01:00,1.399584088,335.900181,55.98336351,223.933454,335.900181,111.966727,139.9584088,20.99376132,139.9584088
2030,sc01,01-08 09:00:00+01:00,1.418245645,340.3789549,56.72982581,226.9193032,340.3789549,113.4596516,141.8245645,21.27368468,141.8245645
2030,sc01,01-08 10:00:00+01:00,1.417063395,340.0952148,56.68253579,226.7301432,340.0952148,113.3650716,141.7063395,21.25595092,141.7063395
2030,sc01,01-08 11:00:00+01:00,1.405552506,337.3326014,56.22210023,224.8884009,337.3326014,112.4442005,140.5552506,21.08328759,140.5552506
2030,sc01,01-08 12:00:00+01:00,1.401530321,336.3672772,56.06121286,224.2448514,336.3672772,112.1224257,140.1530321,21.02295482,140.1530321
2030,sc01,01-08 13:00:00+01:00,1.391341571,333.9219771,55.65366285,222.6146514,333.9219771,111.3073257,139.1341571,20.87012357,139.1341571
2030,sc01,01-08 14:00:00+01:00,1.397517165,335.4041195,55.90068659,223.6027464,335.4041195,111.8013732,139.7517165,20.96275747,139.7517165
2030,sc01,01-08 15:00:00+01:00,1.429938687,343.1852849,57.19754748,228.7901899,343.1852849,114.395095,142.9938687,21.44908031,142.9938687
2030,sc01,01-08 16:00:00+01:00,1.467009235,352.0822163,58.68036939,234.7214776,352.0822163,117.3607388,146.7009235,22.00513852,146.7009235
2030,sc01,01-08 17:00:00+01:00,1.47365426,353.6770223,58.94617039,235.7846816,353.6770223,117.8923408,147.365426,22.1048139,147.365426
2030,sc01,01-08 18:00:00+01:00,1.425344666,342.0827198,57.01378664,228.0551466,342.0827198,114.0275733,142.5344666,21.38016999,142.5344666
