,,,Gas_C1,Gas_C2,Ant_C3,Ant_C4,Gas_C5,Gas_C6,Ant_C7,Ant_C8,Sub_C9,Sub_C10,Sub_C11,Sub_C12,Sub_C13,Sub_C14,Gas_C15,Sub_C16,Sub_C17,Sub_C18,Sub_C19,Sub_C20,Gas_C21,Gas_C22,Nuc_N23,Nuc_N24,Hyd_H25,Hyd_H26,Hyd_H27,Pum_H28,Pum_H29,Pum_H30,Gas_C31,Gas_C32,Gas_C33,Ons_W100,Ons_W101,Ons_W102,Ons_W103,Ons_W104,Ons_W105,Sol_S106,Sol_S107,Sol_S108,Sol_S109,STATCON_SC001,Ant_CG1,Gas_CG2,Sub_CG3,ESS_CG4,ESS_CG5,ESS_CG6,ESS_CG7,ESS_CG8,ESS_CG9,Ons_CG10,Sol_CG11,STATCON_CG12,STATCON_CG13
sc01,y2030,2030-01-01T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.9985002,198.1927388,616.53683,172.1842251,251.5232866,240.728628,471.0820262,402.9623402,876.5846986,626.042142,,,,,,,,,,,294.9780148,687.3762389,,
sc01,y2030,2030-01-01T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.9248384,199.5047257,620.6181514,173.3240421,253.1883085,242.322192,446.0395327,381.5410567,829.9858787,592.7620437,,,,,,,,,,,296.9306964,650.8356495,,
sc01,y2030,2030-01-01T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0778873,183.2630869,570.093755,159.2137674,232.5763002,222.594792,375.4601469,321.1676334,698.652467,498.9659158,,,,,,,,,,,272.7576292,547.8502029,,
sc01,y2030,2030-01-01T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.5202299,173.3481835,539.2505308,150.5999809,219.9934524,210.551964,231.6448452,198.1483983,431.0423995,307.8432781,,,,,,,,,,,258.0008904,338.0030518,,
sc01,y2030,2030-01-01T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8883891,183.815102,571.8109606,159.6933425,233.276854,223.26528,52.31271133,44.74815724,97.34296737,69.52072047,,,,,,,,,,,273.579215,76.33174857,,
sc01,y2030,2030-01-01T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2270986,188.132259,585.2407476,163.4439659,238.7556899,228.50898,0.243363599,0.208172591,0.452848539,0.323416859,,,,,,,,,,,280.0046088,0.355102398,,
sc01,y2030,2030-01-01T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0752653,198.2450218,616.6994719,172.2296472,251.5896382,240.792132,0.000014,0.000014,0.044297336,0.031636416,,,,,,,,,,,295.0558299,0.00007,,
sc01,y2030,2030-01-01T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6789112,211.596638,658.2336023,183.8291522,268.533964,257.009256,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,314.9275629,0.00007,,
sc01,y2030,2030-01-01T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.6103,229.2579419,713.174285,199.1727917,290.9476472,278.461008,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,341.2135734,0.00007,,
sc01,y2030,2030-01-01T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.5893979,238.0977227,740.6730243,206.8525424,302.1660737,289.197972,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,354.3701652,0.00007,,
sc01,y2030,2030-01-01T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.8348007,238.9459394,743.3116519,207.5894489,303.2425323,290.228232,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,355.6325993,0.00007,,
sc01,y2030,2030-01-02T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.8742502,228.0755561,709.4961264,198.1455686,289.4471,277.02486,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,339.4537824,0.00007,,
sc01,y2030,2030-01-02T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.783283,208.9434105,649.9799575,181.5241035,265.1667948,253.786596,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,310.9786604,0.00007,,
sc01,y2030,2030-01-02T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.8513697,204.2222354,635.2933535,177.4224806,259.1752258,248.052168,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,303.9519507,0.00007,,
sc01,y2030,2030-01-02T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1365141,191.4759549,595.6422976,166.348874,242.9991218,232.570296,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,284.9811625,0.00007,,
sc01,y2030,2030-01-02T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3130526,199.0880518,619.3219645,172.9620476,252.6595142,241.816092,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,296.3105443,0.00007,,
sc01,y2030,2030-01-02T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.266857,211.3159968,657.3605856,183.5853391,268.1778068,256.668384,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,314.5098737,0.00007,,
sc01,y2030,2030-01-02T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.7902574,213.0346298,662.7068991,185.0784387,270.3588969,258.755868,0.036390819,0.031128614,0.06771567,0.048361401,,,,,,,,,,,317.0677826,0.00007,,
sc01,y2030,2030-01-02T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.5591206,223.0933807,693.9976036,193.8171959,283.1242994,270.973416,0.296130285,0.253309076,0.551036259,0.393540888,,,,,,,,,,,332.0386154,0.43209656,,
sc01,y2030,2030-01-02T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0608742,209.8135501,652.686783,182.2800561,266.2710754,254.843484,6.629497356,5.670854801,12.33610204,8.810237912,,,,,,,,,,,312.2737234,9.673387444,,
sc01,y2030,2030-01-02T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.3445943,190.9365955,593.9644617,165.8802939,242.3146293,231.91518,127.750878,109.2777689,237.7175496,169.7739011,,,,,,,,,,,284.1784128,186.4068532,,
sc01,y2030,2030-01-02T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3433812,153.4764676,477.4337112,133.3359981,194.7745703,186.415404,304.4907726,260.4606152,566.5933689,404.651515,,,,,,,,,,,228.4250373,444.2957075,,
sc01,y2030,2030-01-02T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.1762748,121.351979,377.5010372,105.4271544,154.0058873,147.396396,408.7475868,349.641623,760.5934003,543.2030954,,,,,,,,,,,180.6129028,596.4213517,,
sc01,y2030,2030-01-02T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.7498252,98.58595244,306.6806131,85.64867679,125.1138812,119.744352,451.3692714,386.1001012,839.9034028,599.8449736,,,,,,,,,,,146.7293339,658.6125025,,
sc01,y2030,2030-01-02T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.2880924,92.82285051,288.7527888,80.64185746,117.8000192,112.74438,449.5923382,384.580117,836.596903,597.4835269,,,,,,,,,,,138.1518836,656.019702,,
sc01,y2030,2030-01-02T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8370464,92.51565291,287.79716,80.37497289,117.4101595,112.371252,414.2873305,354.3803054,770.9017002,550.5651108,,,,,,,,,,,137.6946694,604.5046326,,
sc01,y2030,2030-01-02T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.8202629,102.7203953,319.5420138,89.24056338,130.3608375,124.766124,333.6284462,285.3849054,620.8124588,443.3738828,,,,,,,,,,,152.8827871,486.811752,,
sc01,y2030,2030-01-02T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.7990686,114.28429,355.5149111,99.28694681,145.0363943,138.811848,194.075874,166.011998,361.1344355,257.9161784,,,,,,,,,,,170.0937844,283.1845346,,
sc01,y2030,2030-01-02T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.4519175,129.0315736,401.3906758,112.0989681,163.75194,156.724176,42.43836598,36.30166792,78.96888482,56.3982578,,,,,,,,,,,192.0427442,61.92366251,,
sc01,y2030,2030-01-02T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.7546118,129.2377321,402.0319926,112.2780728,164.0135724,156.97458,0.28991352,0.247991274,0.539468166,0.385279149,,,,,,,,,,,192.3495778,0.423025414,,
sc01,y2030,2030-01-02T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.6884737,127.1494522,395.5357834,110.4638345,161.3633693,154.438116,0.000014,0.000014,0.043450887,0.031031899,,,,,,,,,,,189.2415092,0.00007,,
sc01,y2030,2030-01-02T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.1659621,119.9827988,373.2417993,104.2376495,152.2682822,145.733364,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,178.5750982,0.00007,,
sc01,y2030,2030-01-02T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.3266253,125.5408487,390.5317492,109.0663255,159.321916,152.484276,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,186.8473617,0.00007,,
sc01,y2030,2030-01-02T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.2242204,136.3683544,424.2138914,118.472955,173.0629331,165.635568,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,202.9623624,0.00007,,
sc01,y2030,2030-01-02T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1973218,132.9446432,413.5634303,115.498532,168.717955,161.477064,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,197.866719,0.00007,,
sc01,y2030,2030-01-03T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2226374,128.8754159,400.9049016,111.9633028,163.5537627,156.534504,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,191.8103286,0.00007,,
sc01,y2030,2030-01-03T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2549428,137.7514352,428.5163714,119.6745364,174.8181792,167.315484,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,205.0208558,0.00007,,
sc01,y2030,2030-01-03T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1725443,154.7222708,481.3091486,134.4183165,196.3555996,187.92858,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,230.2792149,0.00007,,
sc01,y2030,2030-01-03T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6924633,166.6547058,518.4284988,144.7848774,211.4988651,202.42194,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,248.0387252,0.00007,,
sc01,y2030,2030-01-03T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.8757854,181.0822051,563.3094804,157.3190791,229.8085775,219.945852,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,269.5117375,0.00007,,
sc01,y2030,2030-01-03T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.368469,193.677169,602.4898216,168.2612263,245.7926479,235.243932,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,288.2573154,0.00007,,
sc01,y2030,2030-01-03T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.8241373,211.0144701,656.4225979,183.3233814,267.795144,256.302144,0.036845704,0.031517721,0.068562116,0.048965918,,,,,,,,,,,314.0610998,0.00007,,
sc01,y2030,2030-01-03T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.8824847,224.6757734,698.9201019,195.1919339,285.1324893,272.89542,0.296736798,0.253827888,0.552164852,0.39434691,,,,,,,,,,,334.3937526,0.432981556,,
sc01,y2030,2030-01-03T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.3721067,228.4146354,710.550932,198.440151,289.87742,277.436712,6.489241077,5.550879944,12.07511456,8.623845017,,,,,,,,,,,339.9584471,9.468733428,,
sc01,y2030,2030-01-03T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.9483587,241.0665159,749.908329,209.4317456,305.9337226,292.803924,128.3105385,109.756501,238.7589602,170.5176592,,,,,,,,,,,358.7887363,187.223478,,
sc01,y2030,2030-01-03T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.3167026,236.5498395,735.8578783,205.5077854,300.2016797,287.317884,318.3778122,272.3395528,592.4342326,423.106628,,,,,,,,,,,352.0663902,464.5588899,,
sc01,y2030,2030-01-03T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.080668,219.3621261,682.3904382,190.5755879,278.3890229,266.441364,423.6277923,362.3701122,788.2823374,562.9780713,,,,,,,,,,,326.485243,618.1337058,,
sc01,y2030,2030-01-03T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.7972705,203.5043114,633.0600396,176.7987686,258.2641198,247.180164,464.5004434,397.3324715,864.3377557,617.2955802,,,,,,,,,,,302.8834365,677.7727657,,
sc01,y2030,2030-01-03T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.2393642,216.7458979,674.2518905,188.3026831,275.0688088,263.263644,470.2501927,402.2507922,875.0368312,624.936681,,,,,,,,,,,322.5914082,686.1624746,,
sc01,y2030,2030-01-03T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.6090842,235.3868178,732.2399571,204.4973851,298.7257073,285.905256,444.6541039,380.3559645,827.4078868,590.920885,,,,,,,,,,,350.3354193,648.8141101,,
sc01,y2030,2030-01-03T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.7354866,248.4133938,772.762954,215.8145044,315.2575294,301.72758,377.5841577,322.9845066,702.6048047,501.7886096,,,,,,,,,,,369.7233823,550.9494392,,
sc01,y2030,2030-01-03T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.3613155,266.5476659,829.1749435,231.5690453,338.271449,323.753808,236.3535139,202.1761812,439.8042426,314.1008402,,,,,,,,,,,396.7133299,344.8736747,,
sc01,y2030,2030-01-03T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.4767277,302.0423378,939.5915642,262.4058086,383.3171787,366.866304,56.01608362,47.91601228,104.2341653,74.44229887,,,,,,,,,,,449.54144,81.73549986,,
sc01,y2030,2030-01-03T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.4609682,330.6368892,1028.54333,287.2479431,419.6060742,401.597784,0.317055007,0.271208028,0.589972768,0.421348693,,,,,,,,,,,492.0998306,0.462628726,,
sc01,y2030,2030-01-03T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.8634136,339.0839245,1054.820319,294.5864877,430.3260738,411.857712,0.000014,0.000014,0.045143781,0.032240933,,,,,,,,,,,504.6718844,0.00007,,
sc01,y2030,2030-01-03T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.3250798,346.8902156,1079.104085,301.3683716,440.2329148,421.33938,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,516.2902931,0.00007,,
sc01,y2030,2030-01-03T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.8556825,358.1488492,1114.127377,311.1495528,454.5210695,435.014328,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,533.0469581,0.00007,,
sc01,y2030,2030-01-03T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.9555741,352.7682572,1097.389463,306.4750475,447.6926451,428.47896,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,525.0388128,0.00007,,
sc01,y2030,2030-01-03T23:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.9263526,352.067277,1095.208857,305.8660556,446.803042,427.627536,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,523.995516,0.00007,,
sc01,y2030,2030-01-04T00:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.9105372,357.5051312,1112.124903,310.5903091,453.704137,434.232456,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,532.0888874,0.00007,,
sc01,y2030,2030-01-04T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.744061,346.4944963,1077.873084,301.024582,439.7307138,420.858732,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,515.7013285,0.00007,,
sc01,y2030,2030-01-04T02:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.7124497,350.5594358,1090.518274,304.5560862,444.8894646,425.796084,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,521.7513372,0.00007,,
sc01,y2030,2030-01-04T03:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.4700262,351.7564831,1094.242041,305.5960468,446.4086183,427.25004,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,523.5329495,0.00007,,
sc01,y2030,2030-01-04T04:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.1036588,361.0420531,1123.127539,313.6630865,458.1927893,438.528468,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,537.3530271,0.00007,,
sc01,y2030,2030-01-04T05:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.7592632,356.7210234,1109.685705,309.9090985,452.7090383,433.280064,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,530.9218692,0.00007,,
sc01,y2030,2030-01-04T06:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.9624594,359.5837288,1118.590993,312.3961358,456.3420529,436.75716,0.03532942,0.030220694,0.065740629,0.046950859,,,,,,,,,,,535.1825461,0.00007,,
sc01,y2030,2030-01-04T07:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.6364524,351.8698322,1094.594647,305.6945214,446.552468,427.387716,0.29279446,0.250455621,0.54482899,0.38910776,,,,,,,,,,,523.7016515,0.42722911,,
sc01,y2030,2030-01-04T08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.9717262,343.2441631,1067.761965,298.2007848,435.605767,416.910816,6.001149224,5.133367442,11.16687815,7.975197751,,,,,,,,,,,510.8637302,8.756537412,,
sc01,y2030,2030-01-04T09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.5688244,323.8995656,1007.584903,281.3947475,411.0558427,393.414504,121.5629226,103.9846079,226.2030644,161.5504482,,,,,,,,,,,482.0724082,177.3777387,,
sc01,y2030,2030-01-04T10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0741266,298.3627438,928.1451046,259.2090819,378.6474639,362.397,304.9456578,260.8497228,567.4398148,405.2560324,,,,,,,,,,,444.0649562,444.9594503,,
sc01,y2030,2030-01-04T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.1791216,276.6397507,860.5693426,240.3367621,351.079155,336.011844,411.5521057,352.0406011,765.8120212,546.9301471,,,,,,,,,,,411.7337748,600.5135472,,
sc01,y2030,2030-01-04T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.8998777,264.1901559,821.8412149,229.5209076,335.2795701,320.890332,457.0830849,390.9876824,850.5356093,607.4383179,,,,,,,,,,,393.2045552,666.9497757,,
sc01,y2030,2030-01-04T13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0712638,255.4528665,794.6613055,221.9301986,324.1912136,310.277856,463.1072816,396.1407646,861.745374,615.4441446,,,,,,,,,,,380.2005054,675.7399428,,
sc01,y2030,2030-01-04T14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.8106937,246.4213811,766.5662127,214.0839004,312.7294976,299.308044,438.4206602,375.0238926,815.8087568,582.6369802,,,,,,,,,,,366.7585919,639.7186215,,
sc01,y2030,2030-01-04T15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.798538,236.1969288,734.7600456,205.2011865,299.7538062,286.889232,373.0785195,319.1303954,694.2207586,495.8008639,,,,,,,,,,,351.5411393,544.3750669,,
sc01,y2030,2030-01-04T16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.7372015,223.8957461,696.493597,194.5142682,284.1425686,271.947984,235.1682346,201.1622964,437.5986868,312.5256691,,,,,,,,,,,333.232807,343.1441822,,
sc01,y2030,2030-01-04T17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.126139,226.2038776,703.6737193,196.5195072,287.0717822,274.751484,56.80333834,48.58942791,105.699081,75.48851716,,,,,,,,,,,336.6680898,82.88421736,,
sc01,y2030,2030-01-04T18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.4308879,253.654564,789.0671564,220.3678844,321.9090162,308.093604,0.3757352,0.321402914,0.699164284,0.499331448,,,,,,,,,,,377.5240213,0.54825155,,
sc01,y2030,2030-01-04T19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.6657555,259.9442311,808.6330168,225.8321687,329.8911339,315.733152,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,386.8851792,0.00007,,
sc01,y2030,2030-01-04T20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.7570799,246.3848659,766.4526215,214.0521771,312.6831568,299.263692,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,366.704245,0.00007,,
sc01,y2030,2030-01-04T21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.7738772,217.109943,675.38436,188.6189551,275.5308128,263.70582,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,323.1332306,0.00007,,
sc01,y2030,2030-01-04T22:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.1763377,184.6922958,574.5397297,160.4554235,234.3900867,224.330736,0.000014,0.000014,0.000014,0.000014,,,,,,,,,,,274.8847767,0.00007,,
