,,,Spain
sc2015,y2030,2030-01-04T18:00:00+01:00,957.327
sc2015,y2030,2030-01-04T19:00:00+01:00,993.092
sc2015,y2030,2030-01-04T20:00:00+01:00,994.943
sc2015,y2030,2030-01-04T21:00:00+01:00,991.849
sc2015,y2030,2030-01-04T22:00:00+01:00,952.126
sc2015,y2030,2030-01-04T23:00:00+01:00,872.387
sc2015,y2030,2030-01-05T00:00:00+01:00,812.46
sc2015,y2030,2030-01-05T01:00:00+01:00,746.455
sc2015,y2030,2030-01-05T02:00:00+01:00,689.406
sc2015,y2030,2030-01-05T03:00:00+01:00,681.309
sc2015,y2030,2030-01-05T04:00:00+01:00,670.421
sc2015,y2030,2030-01-05T05:00:00+01:00,685.248
sc2015,y2030,2030-01-05T06:00:00+01:00,730.43
sc2015,y2030,2030-01-05T07:00:00+01:00,798.021
sc2015,y2030,2030-01-05T08:00:00+01:00,847.053
sc2015,y2030,2030-01-05T09:00:00+01:00,894.927
sc2015,y2030,2030-01-05T10:00:00+01:00,930.693
sc2015,y2030,2030-01-05T11:00:00+01:00,918.349
sc2015,y2030,2030-01-05T12:00:00+01:00,916.61
sc2015,y2030,2030-01-05T13:00:00+01:00,912.492
sc2015,y2030,2030-01-05T14:00:00+01:00,890.337
sc2015,y2030,2030-01-05T15:00:00+01:00,872.189
sc2015,y2030,2030-01-05T16:00:00+01:00,862.035
sc2015,y2030,2030-01-05T17:00:00+01:00,868.268
sc2015,y2030,2030-01-05T18:00:00+01:00,903.917
sc2015,y2030,2030-01-05T19:00:00+01:00,918.431
sc2015,y2030,2030-01-05T20:00:00+01:00,910.835
sc2015,y2030,2030-01-05T21:00:00+01:00,926.683
sc2015,y2030,2030-01-05T22:00:00+01:00,914.102
sc2015,y2030,2030-01-05T23:00:00+01:00,882.472
sc2015,y2030,2030-01-06T00:00:00+01:00,834.79
sc2015,y2030,2030-01-06T01:00:00+01:00,787.405
sc2015,y2030,2030-01-06T02:00:00+01:00,749.601
sc2015,y2030,2030-01-06T03:00:00+01:00,746.297
sc2015,y2030,2030-01-06T04:00:00+01:00,748.079
sc2015,y2030,2030-01-06T05:00:00+01:00,756.473
sc2015,y2030,2030-01-06T06:00:00+01:00,772.308
sc2015,y2030,2030-01-06T07:00:00+01:00,791.259
sc2015,y2030,2030-01-06T08:00:00+01:00,801.258
sc2015,y2030,2030-01-06T09:00:00+01:00,822.314
sc2015,y2030,2030-01-06T10:00:00+01:00,854.376
sc2015,y2030,2030-01-06T11:00:00+01:00,839.718
sc2015,y2030,2030-01-06T12:00:00+01:00,823.686
sc2015,y2030,2030-01-06T13:00:00+01:00,819.572
sc2015,y2030,2030-01-06T14:00:00+01:00,822.668
sc2015,y2030,2030-01-06T15:00:00+01:00,790.784
sc2015,y2030,2030-01-06T16:00:00+01:00,783.603
sc2015,y2030,2030-01-06T17:00:00+01:00,794.31
sc2015,y2030,2030-01-06T18:00:00+01:00,864.303
sc2015,y2030,2030-01-06T19:00:00+01:00,915.621
sc2015,y2030,2030-01-06T20:00:00+01:00,933.382
sc2015,y2030,2030-01-06T21:00:00+01:00,956.844
sc2015,y2030,2030-01-06T22:00:00+01:00,937.998
sc2015,y2030,2030-01-06T23:00:00+01:00,885.157
sc2015,y2030,2030-01-07T00:00:00+01:00,807.169
sc2015,y2030,2030-01-07T01:00:00+01:00,756.272
sc2015,y2030,2030-01-07T02:00:00+01:00,724.652
sc2015,y2030,2030-01-07T03:00:00+01:00,693.743
sc2015,y2030,2030-01-07T04:00:00+01:00,686.269
sc2015,y2030,2030-01-07T05:00:00+01:00,705.046
sc2015,y2030,2030-01-07T06:00:00+01:00,763.785
sc2015,y2030,2030-01-07T07:00:00+01:00,852.835
sc2015,y2030,2030-01-07T08:00:00+01:00,936.125
sc2015,y2030,2030-01-07T09:00:00+01:00,958.809
sc2015,y2030,2030-01-07T10:00:00+01:00,992.697
sc2015,y2030,2030-01-07T11:00:00+01:00,975.318
sc2015,y2030,2030-01-07T12:00:00+01:00,958.465
sc2015,y2030,2030-01-07T13:00:00+01:00,940.784
sc2015,y2030,2030-01-07T14:00:00+01:00,917.29
sc2015,y2030,2030-01-07T15:00:00+01:00,907.48
sc2015,y2030,2030-01-07T16:00:00+01:00,905.372
sc2015,y2030,2030-01-07T17:00:00+01:00,925.047
sc2015,y2030,2030-01-07T18:00:00+01:00,977.993
sc2015,y2030,2030-01-07T19:00:00+01:00,1009.265
sc2015,y2030,2030-01-07T20:00:00+01:00,1013.927
sc2015,y2030,2030-01-07T21:00:00+01:00,1010.795
sc2015,y2030,2030-01-07T22:00:00+01:00,956.256
sc2015,y2030,2030-01-07T23:00:00+01:00,895.383
sc2015,y2030,2030-01-08T00:00:00+01:00,839.179
sc2015,y2030,2030-01-08T01:00:00+01:00,792.302
sc2015,y2030,2030-01-08T02:00:00+01:00,768.763
sc2015,y2030,2030-01-08T03:00:00+01:00,762.624
sc2015,y2030,2030-01-08T04:00:00+01:00,762.307
sc2015,y2030,2030-01-08T05:00:00+01:00,789.288
sc2015,y2030,2030-01-08T06:00:00+01:00,849.242
sc2015,y2030,2030-01-08T07:00:00+01:00,936.136
sc2015,y2030,2030-01-08T08:00:00+01:00,1021.478
sc2015,y2030,2030-01-08T09:00:00+01:00,1048.003
sc2015,y2030,2030-01-08T10:00:00+01:00,1056.26
sc2015,y2030,2030-01-08T11:00:00+01:00,1049.247
sc2015,y2030,2030-01-08T12:00:00+01:00,1034.122
sc2015,y2030,2030-01-08T13:00:00+01:00,1027.423
sc2015,y2030,2030-01-08T14:00:00+01:00,996.17
sc2015,y2030,2030-01-08T15:00:00+01:00,984.054
sc2015,y2030,2030-01-08T16:00:00+01:00,984.8
sc2015,y2030,2030-01-08T17:00:00+01:00,1007.462
sc2015,y2030,2030-01-08T18:00:00+01:00,1071.925
sc2015,y2030,2030-01-08T19:00:00+01:00,1125.941
sc2015,y2030,2030-01-08T20:00:00+01:00,1133.189
sc2015,y2030,2030-01-08T21:00:00+01:00,1140.128
sc2015,y2030,2030-01-08T22:00:00+01:00,1102.615
sc2015,y2030,2030-01-08T23:00:00+01:00,1052.766
sc2015,y2030,2030-01-09T00:00:00+01:00,989.565
sc2015,y2030,2030-01-09T01:00:00+01:00,912.596
sc2015,y2030,2030-01-09T02:00:00+01:00,880.846
sc2015,y2030,2030-01-09T03:00:00+01:00,853.605
sc2015,y2030,2030-01-09T04:00:00+01:00,839.464
sc2015,y2030,2030-01-09T05:00:00+01:00,848.991
sc2015,y2030,2030-01-09T06:00:00+01:00,918.077
sc2015,y2030,2030-01-09T07:00:00+01:00,1014.556
sc2015,y2030,2030-01-09T08:00:00+01:00,1090.269
sc2015,y2030,2030-01-09T09:00:00+01:00,1114.954
sc2015,y2030,2030-01-09T10:00:00+01:00,1124.355
sc2015,y2030,2030-01-09T11:00:00+01:00,1097.914
sc2015,y2030,2030-01-09T12:00:00+01:00,1068.877
sc2015,y2030,2030-01-09T13:00:00+01:00,1058.912
sc2015,y2030,2030-01-09T14:00:00+01:00,1020.041
sc2015,y2030,2030-01-09T15:00:00+01:00,1011.537
sc2015,y2030,2030-01-09T16:00:00+01:00,999.134
sc2015,y2030,2030-01-09T17:00:00+01:00,1017.079
sc2015,y2030,2030-01-09T18:00:00+01:00,1086.153
sc2015,y2030,2030-01-09T19:00:00+01:00,1123.214
sc2015,y2030,2030-01-09T20:00:00+01:00,1129.263
sc2015,y2030,2030-01-09T21:00:00+01:00,1117.223
sc2015,y2030,2030-01-09T22:00:00+01:00,1069.709
sc2015,y2030,2030-01-09T23:00:00+01:00,1027.769
sc2015,y2030,2030-01-10T00:00:00+01:00,965.774
sc2015,y2030,2030-01-10T01:00:00+01:00,921.637
sc2015,y2030,2030-01-10T02:00:00+01:00,877.774
sc2015,y2030,2030-01-10T03:00:00+01:00,855.092
sc2015,y2030,2030-01-10T04:00:00+01:00,845.043
sc2015,y2030,2030-01-10T05:00:00+01:00,842.006
sc2015,y2030,2030-01-10T06:00:00+01:00,855.459
sc2015,y2030,2030-01-10T07:00:00+01:00,891.507
sc2015,y2030,2030-01-10T08:00:00+01:00,922.814
sc2015,y2030,2030-01-10T09:00:00+01:00,971.101
sc2015,y2030,2030-01-10T10:00:00+01:00,988.995
sc2015,y2030,2030-01-10T11:00:00+01:00,982.914
sc2015,y2030,2030-01-10T12:00:00+01:00,943.917
sc2015,y2030,2030-01-10T13:00:00+01:00,910.673
sc2015,y2030,2030-01-10T14:00:00+01:00,890.701
sc2015,y2030,2030-01-10T15:00:00+01:00,869.798
sc2015,y2030,2030-01-10T16:00:00+01:00,860.781
sc2015,y2030,2030-01-10T17:00:00+01:00,890.619
sc2015,y2030,2030-01-10T18:00:00+01:00,978.626
sc2015,y2030,2030-01-10T19:00:00+01:00,1032.047
sc2015,y2030,2030-01-10T20:00:00+01:00,1056.535
sc2015,y2030,2030-01-10T21:00:00+01:00,1090.048
sc2015,y2030,2030-01-10T22:00:00+01:00,1072.882
sc2015,y2030,2030-01-10T23:00:00+01:00,1036.268
sc2015,y2030,2030-01-11T00:00:00+01:00,1018.563
sc2015,y2030,2030-01-11T01:00:00+01:00,973.918
sc2015,y2030,2030-01-11T02:00:00+01:00,942.761
sc2015,y2030,2030-01-11T03:00:00+01:00,927.297
sc2015,y2030,2030-01-11T04:00:00+01:00,945.562
sc2015,y2030,2030-01-11T05:00:00+01:00,970.92
sc2015,y2030,2030-01-11T06:00:00+01:00,1001.059
sc2015,y2030,2030-01-11T07:00:00+01:00,1034.78
sc2015,y2030,2030-01-11T08:00:00+01:00,1060.854
sc2015,y2030,2030-01-11T09:00:00+01:00,1093.934
sc2015,y2030,2030-01-11T10:00:00+01:00,1133.513
sc2015,y2030,2030-01-11T11:00:00+01:00,1124.993
sc2015,y2030,2030-01-11T12:00:00+01:00,1104.004
sc2015,y2030,2030-01-11T13:00:00+01:00,1092.446
sc2015,y2030,2030-01-11T14:00:00+01:00,1068.845
sc2015,y2030,2030-01-11T15:00:00+01:00,1029.294
sc2015,y2030,2030-01-11T16:00:00+01:00,1010.593
sc2015,y2030,2030-01-11T17:00:00+01:00,1004.942
sc2015,y2030,2030-01-11T18:00:00+01:00,1065.675
sc2015,y2030,2030-01-11T19:00:00+01:00,1078.164
sc2015,y2030,2030-01-11T20:00:00+01:00,1066.391
sc2015,y2030,2030-01-11T21:00:00+01:00,1051.974
sc2015,y2030,2030-01-11T22:00:00+01:00,1011.905
sc2015,y2030,2030-01-11T23:00:00+01:00,955.365
sc2015,y2030,2030-01-12T00:00:00+01:00,891.351
sc2015,y2030,2030-01-12T01:00:00+01:00,870.962
sc2015,y2030,2030-01-12T02:00:00+01:00,870.84
sc2015,y2030,2030-01-12T03:00:00+01:00,886.466
sc2015,y2030,2030-01-12T04:00:00+01:00,894.051
sc2015,y2030,2030-01-12T05:00:00+01:00,912.33
sc2015,y2030,2030-01-12T06:00:00+01:00,992.096
sc2015,y2030,2030-01-12T07:00:00+01:00,1101.566
sc2015,y2030,2030-01-12T08:00:00+01:00,1176.419
sc2015,y2030,2030-01-12T09:00:00+01:00,1214.804
sc2015,y2030,2030-01-12T10:00:00+01:00,1224.134
sc2015,y2030,2030-01-12T11:00:00+01:00,1215.521
sc2015,y2030,2030-01-12T12:00:00+01:00,1193.299
sc2015,y2030,2030-01-12T13:00:00+01:00,1180.419
sc2015,y2030,2030-01-12T14:00:00+01:00,1159.779
sc2015,y2030,2030-01-12T15:00:00+01:00,1166.011
sc2015,y2030,2030-01-12T16:00:00+01:00,1178.73
sc2015,y2030,2030-01-12T17:00:00+01:00,1203.826
sc2015,y2030,2030-01-12T18:00:00+01:00,1269.248
sc2015,y2030,2030-01-12T19:00:00+01:00,1319.545
sc2015,y2030,2030-01-12T20:00:00+01:00,1328.274
sc2015,y2030,2030-01-12T21:00:00+01:00,1315.006
sc2015,y2030,2030-01-12T22:00:00+01:00,1268.613
sc2015,y2030,2030-01-12T23:00:00+01:00,1200.82
sc2015,y2030,2030-01-13T00:00:00+01:00,1115.986
sc2015,y2030,2030-01-13T01:00:00+01:00,1061.833
sc2015,y2030,2030-01-13T02:00:00+01:00,1040.43
sc2015,y2030,2030-01-13T03:00:00+01:00,1029.809
sc2015,y2030,2030-01-13T04:00:00+01:00,1033.564
sc2015,y2030,2030-01-13T05:00:00+01:00,1042.466
sc2015,y2030,2030-01-13T06:00:00+01:00,1114.57
sc2015,y2030,2030-01-13T07:00:00+01:00,1214.151
sc2015,y2030,2030-01-13T08:00:00+01:00,1284.804
sc2015,y2030,2030-01-13T09:00:00+01:00,1308.8
sc2015,y2030,2030-01-13T10:00:00+01:00,1294.214
sc2015,y2030,2030-01-13T11:00:00+01:00,1247.998
sc2015,y2030,2030-01-13T12:00:00+01:00,1213.061
sc2015,y2030,2030-01-13T13:00:00+01:00,1185.091
sc2015,y2030,2030-01-13T14:00:00+01:00,1158.258
sc2015,y2030,2030-01-13T15:00:00+01:00,1144.553
sc2015,y2030,2030-01-13T16:00:00+01:00,1145.793
sc2015,y2030,2030-01-13T17:00:00+01:00,1154.418
sc2015,y2030,2030-01-13T18:00:00+01:00,1206.448
sc2015,y2030,2030-01-13T19:00:00+01:00,1231.145
sc2015,y2030,2030-01-13T20:00:00+01:00,1234.589
sc2015,y2030,2030-01-13T21:00:00+01:00,1227.558
sc2015,y2030,2030-01-13T22:00:00+01:00,1165.869
sc2015,y2030,2030-01-13T23:00:00+01:00,1106.725
sc2015,y2030,2030-01-14T00:00:00+01:00,1047.012
sc2015,y2030,2030-01-14T01:00:00+01:00,1002.249
sc2015,y2030,2030-01-14T02:00:00+01:00,970.513
sc2015,y2030,2030-01-14T03:00:00+01:00,955.227
sc2015,y2030,2030-01-14T04:00:00+01:00,944.259
sc2015,y2030,2030-01-14T05:00:00+01:00,943.491
sc2015,y2030,2030-01-14T06:00:00+01:00,989.729
sc2015,y2030,2030-01-14T07:00:00+01:00,1077.484
sc2015,y2030,2030-01-14T08:00:00+01:00,1128.408
sc2015,y2030,2030-01-14T09:00:00+01:00,1136.188
sc2015,y2030,2030-01-14T10:00:00+01:00,1135.219
sc2015,y2030,2030-01-14T11:00:00+01:00,1130.566
sc2015,y2030,2030-01-14T12:00:00+01:00,1134.722
sc2015,y2030,2030-01-14T13:00:00+01:00,1140.356
sc2015,y2030,2030-01-14T14:00:00+01:00,1118.779
sc2015,y2030,2030-01-14T15:00:00+01:00,1130.423
sc2015,y2030,2030-01-14T16:00:00+01:00,1135.389
sc2015,y2030,2030-01-14T17:00:00+01:00,1165.64
sc2015,y2030,2030-01-14T18:00:00+01:00,1232.821
sc2015,y2030,2030-01-14T19:00:00+01:00,1296.436
sc2015,y2030,2030-01-14T20:00:00+01:00,1330.859
sc2015,y2030,2030-01-14T21:00:00+01:00,1328.69
sc2015,y2030,2030-01-14T22:00:00+01:00,1297.67
sc2015,y2030,2030-01-14T23:00:00+01:00,1236.448
sc2015,y2030,2030-01-15T00:00:00+01:00,1179.424
sc2015,y2030,2030-01-15T01:00:00+01:00,1138.502
sc2015,y2030,2030-01-15T02:00:00+01:00,1120.91
sc2015,y2030,2030-01-15T03:00:00+01:00,1114.27
sc2015,y2030,2030-01-15T04:00:00+01:00,1122.048
sc2015,y2030,2030-01-15T05:00:00+01:00,1146.498
sc2015,y2030,2030-01-15T06:00:00+01:00,1209.617
sc2015,y2030,2030-01-15T07:00:00+01:00,1310.796
sc2015,y2030,2030-01-15T08:00:00+01:00,1383.731
sc2015,y2030,2030-01-15T09:00:00+01:00,1425.302
sc2015,y2030,2030-01-15T10:00:00+01:00,1446.461
sc2015,y2030,2030-01-15T11:00:00+01:00,1415.486
sc2015,y2030,2030-01-15T12:00:00+01:00,1392.384
sc2015,y2030,2030-01-15T13:00:00+01:00,1383.212
sc2015,y2030,2030-01-15T14:00:00+01:00,1351
sc2015,y2030,2030-01-15T15:00:00+01:00,1342.88
sc2015,y2030,2030-01-15T16:00:00+01:00,1347.768
sc2015,y2030,2030-01-15T17:00:00+01:00,1367.039
sc2015,y2030,2030-01-15T18:00:00+01:00,1417.284
sc2015,y2030,2030-01-15T19:00:00+01:00,1464.951
sc2015,y2030,2030-01-15T20:00:00+01:00,1488.389
sc2015,y2030,2030-01-15T21:00:00+01:00,1495.356
sc2015,y2030,2030-01-15T22:00:00+01:00,1435.623
sc2015,y2030,2030-01-15T23:00:00+01:00,1336.189
sc2015,y2030,2030-01-16T00:00:00+01:00,1283.452
sc2015,y2030,2030-01-16T01:00:00+01:00,1231.08
sc2015,y2030,2030-01-16T02:00:00+01:00,1182.116
sc2015,y2030,2030-01-16T03:00:00+01:00,1144.437
sc2015,y2030,2030-01-16T04:00:00+01:00,1115.921
sc2015,y2030,2030-01-16T05:00:00+01:00,1100.163
sc2015,y2030,2030-01-16T06:00:00+01:00,1161.049
sc2015,y2030,2030-01-16T07:00:00+01:00,1258.019
sc2015,y2030,2030-01-16T08:00:00+01:00,1306.943
sc2015,y2030,2030-01-16T09:00:00+01:00,1338.301
sc2015,y2030,2030-01-16T10:00:00+01:00,1351.024
sc2015,y2030,2030-01-16T11:00:00+01:00,1401.019
sc2015,y2030,2030-01-16T12:00:00+01:00,1419.653
sc2015,y2030,2030-01-16T13:00:00+01:00,1435.924
sc2015,y2030,2030-01-16T14:00:00+01:00,1430.796
sc2015,y2030,2030-01-16T15:00:00+01:00,1450.706
sc2015,y2030,2030-01-16T16:00:00+01:00,1420.389
sc2015,y2030,2030-01-16T17:00:00+01:00,1384.703
sc2015,y2030,2030-01-16T18:00:00+01:00,1375.489
sc2015,y2030,2030-01-16T19:00:00+01:00,1380.35
sc2015,y2030,2030-01-16T20:00:00+01:00,1376.635
sc2015,y2030,2030-01-16T21:00:00+01:00,1354.06
sc2015,y2030,2030-01-16T22:00:00+01:00,1313.76
sc2015,y2030,2030-01-16T23:00:00+01:00,1265.041
sc2015,y2030,2030-01-17T00:00:00+01:00,1210.607
sc2015,y2030,2030-01-17T01:00:00+01:00,1155.589
sc2015,y2030,2030-01-17T02:00:00+01:00,1116.571
sc2015,y2030,2030-01-17T03:00:00+01:00,1068.677
sc2015,y2030,2030-01-17T04:00:00+01:00,1057.382
sc2015,y2030,2030-01-17T05:00:00+01:00,1035.949
sc2015,y2030,2030-01-17T06:00:00+01:00,1037.472
sc2015,y2030,2030-01-17T07:00:00+01:00,1045.739
sc2015,y2030,2030-01-17T08:00:00+01:00,1072.474
sc2015,y2030,2030-01-17T09:00:00+01:00,1111.318
sc2015,y2030,2030-01-17T10:00:00+01:00,1134.055
sc2015,y2030,2030-01-17T11:00:00+01:00,1133.568
sc2015,y2030,2030-01-17T12:00:00+01:00,1124.097
sc2015,y2030,2030-01-17T13:00:00+01:00,1124.294
sc2015,y2030,2030-01-17T14:00:00+01:00,1121.028
sc2015,y2030,2030-01-17T15:00:00+01:00,1100.481
sc2015,y2030,2030-01-17T16:00:00+01:00,1091.474
sc2015,y2030,2030-01-17T17:00:00+01:00,1086.722
sc2015,y2030,2030-01-17T18:00:00+01:00,1132.834
sc2015,y2030,2030-01-17T19:00:00+01:00,1177.927
sc2015,y2030,2030-01-17T20:00:00+01:00,1206.138
sc2015,y2030,2030-01-17T21:00:00+01:00,1204.351
sc2015,y2030,2030-01-17T22:00:00+01:00,1199.605
sc2015,y2030,2030-01-17T23:00:00+01:00,1159.289
sc2015,y2030,2030-01-18T00:00:00+01:00,1097.41
sc2015,y2030,2030-01-18T01:00:00+01:00,1038.246
sc2015,y2030,2030-01-18T02:00:00+01:00,1006.366
sc2015,y2030,2030-01-18T03:00:00+01:00,981.984
sc2015,y2030,2030-01-18T04:00:00+01:00,974.443
sc2015,y2030,2030-01-18T05:00:00+01:00,980.08
sc2015,y2030,2030-01-18T06:00:00+01:00,980.641
sc2015,y2030,2030-01-18T07:00:00+01:00,977.719
sc2015,y2030,2030-01-18T08:00:00+01:00,980.619
sc2015,y2030,2030-01-18T09:00:00+01:00,1012.411
sc2015,y2030,2030-01-18T10:00:00+01:00,1051.712
sc2015,y2030,2030-01-18T11:00:00+01:00,1095.259
sc2015,y2030,2030-01-18T12:00:00+01:00,1095.584
sc2015,y2030,2030-01-18T13:00:00+01:00,1094.945
sc2015,y2030,2030-01-18T14:00:00+01:00,1101.89
sc2015,y2030,2030-01-18T15:00:00+01:00,1104.424
sc2015,y2030,2030-01-18T16:00:00+01:00,1116.844
sc2015,y2030,2030-01-18T17:00:00+01:00,1130.324
sc2015,y2030,2030-01-18T18:00:00+01:00,1180.44
sc2015,y2030,2030-01-18T19:00:00+01:00,1204.862
sc2015,y2030,2030-01-18T20:00:00+01:00,1204.502
sc2015,y2030,2030-01-18T21:00:00+01:00,1183.131
sc2015,y2030,2030-01-18T22:00:00+01:00,1130.097
sc2015,y2030,2030-01-18T23:00:00+01:00,1087.152
sc2015,y2030,2030-01-19T00:00:00+01:00,1006.439
sc2015,y2030,2030-01-19T01:00:00+01:00,974.937
sc2015,y2030,2030-01-19T02:00:00+01:00,959.985
sc2015,y2030,2030-01-19T03:00:00+01:00,981.692
sc2015,y2030,2030-01-19T04:00:00+01:00,993.919
sc2015,y2030,2030-01-19T05:00:00+01:00,1062.304
sc2015,y2030,2030-01-19T06:00:00+01:00,1168.496
sc2015,y2030,2030-01-19T07:00:00+01:00,1285.219
sc2015,y2030,2030-01-19T08:00:00+01:00,1398.503
sc2015,y2030,2030-01-19T09:00:00+01:00,1445.337
sc2015,y2030,2030-01-19T10:00:00+01:00,1475.597
sc2015,y2030,2030-01-19T11:00:00+01:00,1489.266
sc2015,y2030,2030-01-19T12:00:00+01:00,1478.524
sc2015,y2030,2030-01-19T13:00:00+01:00,1457.552
sc2015,y2030,2030-01-19T14:00:00+01:00,1418.994
sc2015,y2030,2030-01-19T15:00:00+01:00,1367.368
sc2015,y2030,2030-01-19T16:00:00+01:00,1338.981
sc2015,y2030,2030-01-19T17:00:00+01:00,1317.94
sc2015,y2030,2030-01-19T18:00:00+01:00,1341.405
sc2015,y2030,2030-01-19T19:00:00+01:00,1366.764
sc2015,y2030,2030-01-19T20:00:00+01:00,1368.8
sc2015,y2030,2030-01-19T21:00:00+01:00,1339.5
sc2015,y2030,2030-01-19T22:00:00+01:00,1277.687
sc2015,y2030,2030-01-19T23:00:00+01:00,1195.168
sc2015,y2030,2030-01-20T00:00:00+01:00,1109.305
sc2015,y2030,2030-01-20T01:00:00+01:00,1062.793
