,,,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
sc01,y2030,2030-01-02T15:00:00+01:00,162.9342534,150.2720303,274.4763791,110.261583,105.6139944,210.6906817,193.6495236,260.5336133,271.1093332,302.0932568,0,0,406.1580551,300.5440607,486.716257,154.9196189,0,515.882331,276.0255752,198.2971122,0,0,0,0
sc01,y2030,2030-01-02T16:00:00+01:00,151.8196681,140.3814556,256.0203361,102.6137971,98.2721026,196.8234841,180.9039376,242.9952526,253.2655127,282.2101427,0,0,379.0350138,280.7629112,454.2910518,144.7231501,0,481.9280899,257.4675677,185.2456322,0,0,0,0
sc01,y2030,2030-01-02T17:00:00+01:00,153.6183245,142.0204474,259.0355637,103.8379615,99.4455765,199.121452,183.0160405,245.8584089,256.2224567,285.5050231,0,0,383.4864713,284.0408949,459.6211442,146.4128323,0,487.5547319,260.4996921,187.4084255,0,0,0,0
sc01,y2030,2030-01-02T18:00:00+01:00,167.0790432,154.0821813,281.4493221,113.070856,108.3054277,216.0327489,198.5595118,267.1530373,277.9833166,309.7528386,0,0,416.4697902,308.1643624,499.0705472,158.8476095,0,528.9625396,283.0377982,203.3249402,0,0,0,0
sc01,y2030,2030-01-02T19:00:00+01:00,191.9611973,176.4173631,322.9101677,130.1241834,124.6679763,247.3480554,227.3419627,306.5415464,318.2787477,354.6534618,0,0,477.5027023,352.834726,572.0769587,181.8735701,0,605.6389885,324.7289034,232.7981698,0,0,0,0
sc01,y2030,2030-01-02T20:00:00+01:00,192.0013974,176.3253237,322.8820501,130.1966448,124.7432843,247.2190105,227.2233552,306.5219685,318.1126973,354.4684341,0,0,477.3939315,352.6506474,571.9188473,181.7786842,0,605.3230183,324.6998368,232.6767158,0,0,0,0
sc01,y2030,2030-01-02T21:00:00+01:00,188.2076476,172.9138693,316.5560866,127.5986624,122.2508108,242.4359404,222.8271511,300.5125317,311.9580116,347.6103558,0,0,468.0785493,345.8277384,560.7746441,178.2617208,0,593.6115305,318.3387038,228.1750028,0,0,0,0
sc01,y2030,2030-01-02T22:00:00+01:00,168.7789034,155.4222081,284.1438414,114.3010161,109.4941436,217.9115495,200.2863506,269.7232242,280.4008908,312.4467069,0,0,420.3385598,310.8444162,503.6576817,160.2290805,0,533.5628381,285.7461321,205.093223,0,0,0,0
sc01,y2030,2030-01-02T23:00:00+01:00,139.0481262,128.7476768,234.6134122,93.92007464,89.93818773,180.5122067,165.9119546,222.6677514,232.2767365,258.8226493,0,0,347.4335413,257.4953536,416.4529144,132.7295637,0,441.9894471,235.9407077,169.8938415,0,0,0,0
sc01,y2030,2030-01-03T00:00:00+01:00,113.2725072,105.8217914,191.820641,76.18033288,72.90749397,148.3686971,136.3682878,182.0021242,190.915603,212.734529,0,0,284.5510766,211.6435827,341.2802844,109.0946303,0,363.2851187,192.9115873,139.6411267,0,0,0,0
sc01,y2030,2030-01-03T01:00:00+01:00,93.06982086,87.56462982,158.0662471,62.37706404,59.66887961,122.7710274,112.8410178,149.9416939,157.9774249,176.0319878,0,0,234.7981392,175.1292596,281.7400027,90.27281424,0,300.6084714,158.9689753,115.5492022,0,0,0,0
sc01,y2030,2030-01-03T02:00:00+01:00,80.45087665,76.29486333,137.0821154,53.70834723,51.34871228,106.9701177,98.31812289,130.0032106,137.645372,153.3762717,0,0,203.9384389,152.5897267,244.8387781,78.65449829,0,261.9194793,137.8686604,100.6777578,0,0,0,0
sc01,y2030,2030-01-03T03:00:00+01:00,71.90123453,68.54621986,122.7809029,47.87472447,45.75473828,96.10604018,88.33275757,116.4209444,123.6658606,137.7991018,0,0,182.847178,137.0924398,219.5936051,70.66620604,0,235.3184661,123.487565,90.45274377,0,0,0,0
sc01,y2030,2030-01-03T04:00:00+01:00,70.57204956,67.22415525,120.4703916,47.0089436,44.92984601,94.25242382,86.62906604,114.2330988,121.2806924,135.141343,0,0,179.3781565,134.4483105,215.4158479,69.30325283,0,230.7798319,121.1634241,88.70816363,0,0,0,0
sc01,y2030,2030-01-03T05:00:00+01:00,72.74086461,69.22429485,124.1238463,48.47667879,46.33572122,97.05674333,89.20656554,117.7009736,124.8891918,139.1622422,0,0,184.7843109,138.4485897,221.8942422,71.36525242,0,237.6462906,124.8374989,91.34752314,0,0,0,0
sc01,y2030,2030-01-03T06:00:00+01:00,83.13616094,78.60263955,141.4803882,55.58472028,53.1537108,110.2057627,101.2920612,134.1873599,141.8088858,158.0156156,0,0,210.3589899,157.2052791,252.4964874,81.03364902,0,269.8420512,142.2907247,103.7230708,0,0,0,0
sc01,y2030,2030-01-03T07:00:00+01:00,104.3143687,97.66712886,176.8095571,70.08052968,67.05989683,136.935356,125.8597022,167.7476585,176.203583,196.3411354,0,0,262.3941546,195.3342577,314.7517907,100.6877618,0,335.2902465,177.8164348,128.880335,0,0,0,0
sc01,y2030,2030-01-03T08:00:00+01:00,124.4079528,115.8326459,210.3868239,83.80681913,80.22436617,162.4045344,149.2688735,199.639465,208.9764229,232.8594427,0,0,311.8896579,231.6652917,373.9855093,119.4150989,0,397.6522791,211.5809749,152.8513266,0,0,0,0
sc01,y2030,2030-01-03T09:00:00+01:00,147.8756008,136.9466705,249.5267377,99.8736751,95.638211,192.0077029,176.4776682,236.8203456,247.0687355,275.3051624,0,0,369.5315521,273.893341,442.946262,141.1821346,0,470.1365081,250.9385591,180.7131322,0,0,0,0
sc01,y2030,2030-01-03T10:00:00+01:00,170.3042847,157.0551962,286.8813376,115.2540098,110.3966326,220.2010999,202.3907168,272.309206,283.3470034,315.7295182,0,0,424.5070251,314.1103924,508.7015632,161.9125734,0,539.1688695,288.5004634,207.248094,0,0,0,0
sc01,y2030,2030-01-03T11:00:00+01:00,182.8053079,168.299465,307.7286221,123.8137428,118.6086047,235.9662602,216.8807538,292.1132079,303.6330555,338.333976,0,0,455.2075348,336.5989301,545.4299283,173.5046031,0,577.7703284,309.4636681,222.085892,0,0,0,0
sc01,y2030,2030-01-03T12:00:00+01:00,180.2827097,166.0902939,303.5662268,122.0654933,116.9286801,232.8688657,214.033884,288.1557872,299.6474375,333.8928589,0,0,449.109268,332.1805879,538.1473636,171.2271072,0,570.1862668,305.2784979,219.1706971,0,0,0,0
sc01,y2030,2030-01-03T13:00:00+01:00,177.5796969,163.6282689,299.0357316,120.2254584,115.1647903,229.4169543,210.8611712,283.8537273,295.2056398,328.9434271,0,0,442.421328,327.2565378,530.1395754,168.688937,0,561.7341603,300.722621,215.9218394,0,0,0,0
sc01,y2030,2030-01-03T14:00:00+01:00,171.8810223,158.3657812,289.4308805,116.3713671,111.4734564,222.0386211,204.079615,274.7371483,285.7114609,318.3641993,0,0,428.2050188,316.7315625,513.1021387,163.263692,0,543.6680943,291.0635175,208.9775258,0,0,0,0
sc01,y2030,2030-01-03T15:00:00+01:00,162.9716546,150.3056221,274.5387143,110.2872097,105.6385823,210.7377795,193.6928121,260.5928319,271.1699368,302.1607868,0,0,406.2498265,300.6112444,486.8260364,154.9542497,0,515.9976513,276.0882568,198.3414395,0,0,0,0
sc01,y2030,2030-01-03T16:00:00+01:00,161.8661187,149.4046566,272.7644205,109.4974762,104.8767136,209.4745701,192.531774,258.9021328,269.5444836,300.3495674,0,0,403.6860268,298.8093132,483.7792448,154.0254192,0,512.9046458,274.3046747,197.1525366,0,0,0,0
sc01,y2030,2030-01-03T17:00:00+01:00,162.064851,149.6066797,273.113108,109.6253963,104.9983856,209.7578188,192.7921129,259.232076,269.908958,300.7556961,0,0,404.2117448,299.2133592,484.4132638,154.2336903,0,513.5981887,274.6554449,197.4191236,0,0,0,0
sc01,y2030,2030-01-03T18:00:00+01:00,175.3762007,161.5342578,295.2779177,118.7559454,113.7600405,226.4810212,208.1627033,280.2902032,291.4277847,324.7338172,0,0,436.828556,323.0685155,523.4242406,166.5301626,0,554.5454416,296.9432194,213.1586082,0,0,0,0
sc01,y2030,2030-01-03T19:00:00+01:00,198.4339466,182.2308509,333.6980832,134.5592153,128.9232096,255.4989249,234.8335707,316.7900662,328.7669989,366.3403702,0,0,493.3849112,364.4617016,591.0756767,187.8668565,0,625.5966322,335.5767518,240.4695763,0,0,0,0
sc01,y2030,2030-01-03T20:00:00+01:00,200.0598031,183.5629658,336.3127261,135.718145,130.0409399,257.3666325,236.5502136,319.2811108,331.170299,369.0183333,0,0,497.1668715,367.1259316,595.5717603,189.2401709,0,630.1697691,338.2051279,242.2274188,0,0,0,0
sc01,y2030,2030-01-03T21:00:00+01:00,196.8401603,180.6671446,330.9436078,133.5135323,127.9258886,253.3065121,232.8184853,314.1806769,325.9458794,363.196837,0,0,489.2601779,361.3342891,586.1126678,186.2547883,0,620.2284449,332.8061557,238.4061289,0,0,0,0
sc01,y2030,2030-01-03T22:00:00+01:00,175.7260651,161.6617885,295.7224442,119.0611083,114.0612592,226.6598272,208.327047,280.7228968,291.6578658,324.9901933,0,0,437.3848362,323.323577,524.0488878,166.6616376,0,554.9832533,297.3890606,213.3268962,0,0,0,0
sc01,y2030,2030-01-03T23:00:00+01:00,143.956546,133.156165,242.7941118,97.2832512,93.16501926,186.6931797,171.592996,230.4394162,240.2301945,267.6850738,0,0,359.4773491,266.3123299,430.8600356,137.2743969,0,457.1237415,244.1668557,175.7112279,0,0,0,0
sc01,y2030,2030-01-04T00:00:00+01:00,107.7266199,100.8407629,182.5774955,72.38037307,69.26158659,141.3849872,129.9494368,173.221136,181.9292115,202.7211213,0,0,270.9431125,201.6815258,325.0020782,103.9595494,0,346.1852996,183.617091,133.0682233,0,0,0,0
sc01,y2030,2030-01-04T01:00:00+01:00,87.35855386,82.43506592,148.5474688,58.46378849,55.91425036,115.5790615,106.230755,140.8988544,148.723057,165.7199778,0,0,220.7843822,164.8701318,264.9763763,84.98460404,0,282.9987315,149.3973148,108.7802931,0,0,0,0
sc01,y2030,2030-01-04T02:00:00+01:00,74.35724531,70.82187963,126.9260631,49.53308131,47.3427139,99.29665598,91.26530877,120.354961,127.7714323,142.3738818,0,0,188.9864732,141.6437593,226.9528416,73.01224704,0,243.1307826,127.6561856,93.45567622,0,0,0,0
sc01,y2030,2030-01-04T03:00:00+01:00,66.53050734,63.72251118,113.8296909,44.19478177,42.22398246,89.34290227,82.11663813,107.9172929,114.9632934,128.1019555,0,0,169.6690048,127.4450223,203.8295263,65.6933105,0,218.758724,114.486624,84.08743744,0,0,0,0
sc01,y2030,2030-01-04T04:00:00+01:00,65.31419058,62.50181894,111.7072933,43.40633652,41.47329057,87.63141623,80.54358111,105.9081554,112.7610136,125.6479865,0,0,166.4769285,125.0036378,199.9830582,64.43486489,0,214.5681001,112.351642,82.47662705,0,0,0,0
sc01,y2030,2030-01-04T05:00:00+01:00,67.466769,64.48737564,115.333687,44.86294661,42.86849169,90.41528956,83.10228819,109.3503222,116.3432035,129.6395696,0,0,171.843243,128.9747513,206.4137949,66.48183055,0,221.3844958,115.9985053,85.09674315,0,0,0,0
sc01,y2030,2030-01-04T06:00:00+01:00,76.10230314,72.28519319,129.7572919,50.76522511,48.52960058,101.3483121,93.15102218,123.0504183,130.411431,145.3155946,0,0,193.0999869,144.5703864,231.8508122,74.52081772,0,248.154323,130.5025001,95.38664666,0,0,0,0
sc01,y2030,2030-01-04T07:00:00+01:00,94.00758823,88.41011314,159.6315897,63.01847643,60.28414303,123.9564473,113.9305582,151.4285895,159.5027814,177.7316707,0,0,237.1043693,176.8202263,284.4994814,91.14444652,0,303.5110069,160.5430342,116.6648916,0,0,0,0
sc01,y2030,2030-01-04T08:00:00+01:00,108.5719471,101.6095667,183.9934812,72.95622269,69.81365878,142.4628977,130.9401633,174.5657895,183.3162287,204.2666548,0,0,273.0327923,203.2191335,327.5039002,104.7521306,0,348.8245951,185.0410025,134.0827273,0,0,0,0
sc01,y2030,2030-01-04T09:00:00+01:00,130.6915403,121.5128384,220.8866369,88.09941141,84.34128238,170.3685157,156.5887093,209.6122498,219.224193,244.2783865,0,0,327.3669592,243.0256768,392.5078623,125.2709674,0,417.1523215,222.1393466,160.3468383,0,0,0,0
sc01,y2030,2030-01-04T10:00:00+01:00,150.2905704,139.0799158,253.5251471,101.5409092,97.2394686,194.9986447,179.2266955,240.6208249,250.9173737,279.593645,0,0,375.3993,278.1598314,449.9576053,143.3813564,0,477.4599169,254.9589606,183.5281362,0,0,0,0
sc01,y2030,2030-01-04T11:00:00+01:00,165.7232416,152.9572389,279.2585116,112.109364,107.3787278,214.4555101,197.1098439,265.0666029,275.9537814,307.4913564,0,0,413.2932054,305.9144777,495.2909005,157.6878751,0,525.100624,280.8353904,201.8404801,0,0,0,0
sc01,y2030,2030-01-04T12:00:00+01:00,163.3376327,150.8711043,275.3244318,110.4549776,105.7888609,211.5306205,194.4215262,261.3260819,272.1901367,303.2975809,0,0,407.5310696,301.7422087,488.4104245,155.537221,0,517.9389458,276.879804,199.0876429,0,0,0,0
sc01,y2030,2030-01-04T13:00:00+01:00,163.2513367,150.7592787,275.1551312,110.4078782,105.7452201,211.373834,194.277421,261.1671569,271.9883894,303.0727767,0,0,407.2637775,301.5185573,488.0831845,155.4219368,0,517.5550494,276.7093506,198.9400791,0,0,0,0
sc01,y2030,2030-01-04T14:00:00+01:00,160.982578,148.5773635,271.2668066,108.9039144,104.3087382,208.314654,191.4656747,257.481278,268.0519445,298.6864526,0,0,401.4634653,297.1547272,481.113186,153.1725397,0,510.0645574,272.798532,196.0608509,0,0,0,0
sc01,y2030,2030-01-04T15:00:00+01:00,153.6535272,141.9365631,259.0085019,103.9025668,99.5127762,199.0038411,182.9079422,245.83913,256.0711191,285.3363899,0,0,383.3859026,283.8731264,459.4756065,146.3263538,0,487.2667582,260.4717654,187.2977329,0,0,0,0
sc01,y2030,2030-01-04T16:00:00+01:00,149.8880296,138.646558,252.8009387,101.290267,97.0022291,194.3910504,178.6682449,239.936825,250.1355428,278.722462,0,0,374.2953451,277.2931161,448.621335,142.9345959,0,475.9722043,254.2302846,182.9562828,0,0,0,0
sc01,y2030,2030-01-04T17:00:00+01:00,150.9748019,139.6461726,254.6296929,102.026659,97.7077052,195.7925718,179.9564079,241.6728315,251.9389711,280.7319964,0,0,377.0000503,279.292345,451.861916,143.9651264,0,479.4038707,256.0693441,184.2753617,0,0,0,0
sc01,y2030,2030-01-04T18:00:00+01:00,164.855916,152.0854836,277.74411,111.5476022,106.8439274,213.2332554,195.9864479,263.6330858,274.3810271,305.7388587,0,0,411.0148947,304.1709671,492.545257,156.7891584,0,522.1078972,279.3120016,200.6901227,0,0,0,0
sc01,y2030,2030-01-04T19:00:00+01:00,188.9747612,173.735101,317.9327744,128.0779216,122.7046711,243.5873581,223.8854394,301.8130227,313.4396153,349.2612856,0,0,470.1748731,347.4702021,563.311216,179.1083516,0,596.4308107,319.7238579,229.25869,0,0,0,0
sc01,y2030,2030-01-04T20:00:00+01:00,192.3869327,176.6715915,323.5246089,130.4608079,124.996738,247.7044994,227.6695767,307.1323994,318.7374073,355.1645397,0,0,478.3399211,353.343183,573.0504649,182.1356614,0,606.5117523,325.3459655,233.1336466,0,0,0,0
sc01,y2030,2030-01-04T21:00:00+01:00,188.9462238,173.5772202,317.7870471,128.1047239,122.7363563,243.3659995,223.6819848,301.6819441,313.1547786,348.9438962,0,0,469.8907967,347.1544403,562.9425024,178.9455878,0,595.8888074,319.5765029,229.0503524,0,0,0,0
sc01,y2030,2030-01-04T22:00:00+01:00,172.4201834,158.6926169,290.2126414,116.7959671,111.8879481,222.496865,204.500795,275.4885841,286.301113,319.0212403,0,0,429.273182,317.3852338,514.3455126,163.600636,0,544.7901179,291.8486477,209.4088141,0,0,0,0
sc01,y2030,2030-01-04T23:00:00+01:00,138.4470894,128.2078566,233.611684,93.50825304,89.5430616,179.7553453,165.21631,221.7161096,231.3028341,257.7374436,0,0,345.9587748,256.4157132,414.6887597,132.173048,0,440.1362499,234.9334145,169.1815015,0,0,0,0
sc01,y2030,2030-01-05T00:00:00+01:00,113.1411399,105.7038041,191.6016955,76.09032202,72.82113219,148.2032717,136.2162424,181.7941262,190.7027394,212.4973382,0,0,284.2287404,211.4076082,340.8946973,108.972994,0,362.8800698,192.6914255,139.4854322,0,0,0,0
sc01,y2030,2030-01-05T01:00:00+01:00,93.29106022,87.76333548,158.4349793,62.52865392,59.81432396,123.049625,113.0970818,150.2919894,158.3359145,176.4314476,0,0,235.3409949,175.5266709,282.389381,90.47766544,0,301.2906259,159.339756,115.8114118,0,0,0,0
sc01,y2030,2030-01-05T02:00:00+01:00,78.13478706,74.21467177,133.2219661,52.12139696,49.82609783,104.0535605,95.63746363,126.3360687,133.8924491,149.1944432,0,0,198.2554414,148.4293435,238.0406262,76.50997089,0,254.778203,133.9870658,97.93276275,0,0,0,0
