,,,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124
sc01,y2030,2030-01-01T10:00:00+01:00,19.42042902,17.65493547,32.66163061,13.2412016,12.35845483,24.71690966,22.06866933,30.89613707,31.77888385,35.30987094,0,0,47.66832576,34.42712416,56.49579349,17.65493547,0,60.02678059,32.66163061,22.95141611,0,0,0,0
sc01,y2030,2030-01-01T11:00:00+01:00,23.2044704,21.09497309,39.02570019,15.82122981,14.76648116,29.53296232,26.36871636,36.91620289,37.97095155,42.18994617,0,0,56.95642731,41.13519751,67.50391386,21.09497308,0,71.72290847,39.0257002,27.423465,0,0,0,0
sc01,y2030,2030-01-01T12:00:00+01:00,23.84873587,21.68066897,40.1092376,16.26050172,15.17646827,30.35293657,27.10083622,37.9411707,39.02520415,43.36133795,0,0,58.53780622,42.2773045,69.37814072,21.68066897,0,73.7142745,40.1092376,28.18486967,0,0,0,0
sc01,y2030,2030-01-01T13:00:00+01:00,24.91547936,22.6504358,41.90330621,16.98782684,15.85530505,31.71061011,28.31304474,39.63826263,40.77078442,45.30087158,0,0,61.15617663,44.16834979,72.48139454,22.65043579,0,77.01148168,41.90330621,29.44556652,0,0,0,0
sc01,y2030,2030-01-01T14:00:00+01:00,24.00796875,21.82542615,40.37703837,16.3690696,15.2777983,30.55559661,27.28178267,38.19449575,39.28576704,43.65085227,0,0,58.92865057,42.55958097,69.84136365,21.82542614,0,74.20644889,40.37703838,28.37305398,0,0,0,0
sc01,y2030,2030-01-01T15:00:00+01:00,22.69872521,20.63520474,38.17512877,15.47640355,14.44464332,28.88928665,25.79400592,36.1116083,37.14336852,41.27040947,0,0,55.71505279,40.23864924,66.03265517,20.63520474,0,70.15969613,38.17512878,26.82576616,0,0,0,0
sc01,y2030,2030-01-01T16:00:00+01:00,21.17211726,19.24737933,35.60765175,14.4355345,13.47316554,26.94633107,24.05922417,33.68291383,34.64528279,38.49475866,0,0,51.96792418,37.5323897,61.59161385,19.24737934,0,65.44108973,35.60765177,25.02159313,0,0,0,0
sc01,y2030,2030-01-01T17:00:00+01:00,21.39575855,19.45068961,35.98377576,14.58801721,13.61548273,27.23096544,24.313362,34.03870681,35.01124128,38.90137921,0,0,52.51686193,37.92884474,62.24220673,19.45068961,0,66.13234464,35.98377577,25.28589649,0,0,0,0
sc01,y2030,2030-01-01T18:00:00+01:00,25.80064645,23.45513314,43.39199629,17.59134985,16.41859319,32.83718638,29.31891641,41.04648298,42.21923964,46.91026626,0,0,63.32885945,45.73750961,75.05642603,23.45513314,0,79.74745265,43.3919963,30.49167307,0,0,0,0
sc01,y2030,2030-01-01T19:00:00+01:00,36.56461042,33.24055494,61.4950266,24.93041619,23.26838845,46.53677688,41.55069366,58.17097112,59.83299887,66.48110984,0,0,89.7494983,64.81908209,106.3697758,33.24055491,0,113.0178867,61.4950266,43.21272141,0,0,0,0
sc01,y2030,2030-01-01T20:00:00+01:00,38.11566466,34.65060424,64.10361786,25.98795318,24.25542297,48.51084595,43.31325532,60.63855741,62.37108763,69.30120849,0,0,93.55663145,67.56867826,110.8819336,34.65060425,0,117.8120544,64.10361784,45.04578552,0,0,0,0
sc01,y2030,2030-01-01T21:00:00+01:00,38.33793433,34.85266757,64.47743499,26.13950067,24.3968673,48.79373458,43.56583445,60.99216823,62.73480161,69.70533511,0,0,94.10220242,67.96270175,111.5285362,34.85266755,0,118.4990697,64.47743497,45.30846782,0,0,0,0
sc01,y2030,2030-01-01T22:00:00+01:00,33.73085063,30.66440966,56.72915788,22.99830724,21.46508676,42.93017354,38.33051207,53.66271692,55.19593738,61.32881933,0,0,82.79390608,59.79559884,98.12611092,30.66440966,0,104.2589928,56.72915788,39.86373255,0,0,0,0
sc01,y2030,2030-01-01T23:00:00+01:00,24.81653383,22.56048531,41.7368978,16.92036397,15.79233971,31.58467943,28.20060662,39.48084927,40.60887356,45.12097061,0,0,60.91331032,43.99294634,72.19355297,22.5604853,0,76.70565003,41.7368978,29.32863088,0,0,0,0
sc01,y2030,2030-01-02T00:00:00+01:00,23.07777443,20.97979493,38.81262062,15.7348462,14.68585646,29.3717129,26.22474366,36.71464114,37.76363089,41.95958987,0,0,56.64544632,40.91060012,67.13534379,20.97979494,0,71.33130278,38.81262063,27.27373341,0,0,0,0
sc01,y2030,2030-01-02T01:00:00+01:00,17.61944331,16.01767573,29.63270011,12.0132568,11.21237301,22.42474602,20.02209466,28.03093253,28.83181632,32.03535146,0,0,43.24772448,31.23446768,51.25656235,16.01767573,0,54.46009749,29.63270011,20.82297845,0,0,0,0
sc01,y2030,2030-01-02T02:00:00+01:00,13.84521775,12.58656159,23.28513893,9.43992119,8.810593113,17.62118623,15.73320199,22.02648278,22.65581086,25.17312317,0,0,33.98371629,24.5437951,40.27699708,12.58656159,0,42.7943094,23.28513895,16.36253006,0,0,0,0
sc01,y2030,2030-01-02T03:00:00+01:00,11.65847727,10.59861569,19.60743904,7.948961771,7.419030985,14.83806198,13.24826962,18.54757747,19.07750825,21.19723139,0,0,28.61626239,20.66730061,33.91557023,10.59861569,0,36.03529337,19.60743904,13.77820041,0,0,0,0
sc01,y2030,2030-01-02T04:00:00+01:00,11.70072868,10.63702607,19.67849823,7.977769556,7.445918248,14.8918365,13.2962826,18.61479562,19.14664693,21.27405214,0,0,28.71997039,20.74220084,34.03848343,10.63702607,0,36.16588865,19.67849824,13.82813389,0,0,0,0
sc01,y2030,2030-01-02T05:00:00+01:00,12.22606731,11.11460664,20.5620223,8.335954987,7.780224651,15.56044931,13.89325831,19.45056163,20.00629197,22.22921329,0,0,30.00943794,21.67348296,35.56674127,11.11460664,0,37.7896626,20.56202229,14.44898865,0,0,0,0
sc01,y2030,2030-01-02T06:00:00+01:00,13.85723005,12.59748187,23.30534146,9.448111399,8.818237307,17.63647462,15.74685234,22.04559327,22.67546737,25.19496374,0,0,34.01320104,24.56508964,40.31194198,12.59748187,0,42.83143836,23.30534145,16.37672643,0,0,0,0
sc01,y2030,2030-01-02T07:00:00+01:00,19.27113795,17.51921631,32.41055017,13.13941224,12.26345142,24.52690284,21.8990204,30.65862854,31.53458936,35.03843263,0,0,47.30188404,34.1624718,56.06149219,17.51921631,0,59.56533545,32.41055018,22.7749812,0,0,0,0
sc01,y2030,2030-01-02T08:00:00+01:00,28.4154677,25.83224337,47.78965023,19.37418252,18.08257035,36.1651407,32.29030421,45.20642588,46.49803807,51.66448673,0,0,69.74705711,50.37287457,82.66317879,25.83224337,0,87.82962745,47.78965022,33.58191638,0,0,0,0
sc01,y2030,2030-01-02T09:00:00+01:00,39.12090031,35.56445481,65.79424141,26.67334111,24.89511837,49.79023674,44.45556851,62.23779592,64.01601865,71.12890962,0,0,96.02402799,69.35068688,113.8062554,35.56445481,0,120.9191464,65.79424141,46.23379125,0,0,0,0
sc01,y2030,2030-01-02T10:00:00+01:00,46.40475514,42.18614105,78.04436092,31.63960579,29.53029874,59.06059747,52.7326763,73.82574684,75.93505389,84.37228209,0,0,113.9025808,82.26297506,134.9956514,42.18614104,0,143.4328796,78.04436094,54.84198337,0,0,0,0
sc01,y2030,2030-01-02T11:00:00+01:00,50.93802553,46.30729591,85.66849745,34.73047195,32.41510715,64.83021428,57.8841199,81.03776787,83.35313266,92.61459183,0,0,125.029699,90.29922705,148.1833469,46.30729591,0,157.4448061,85.66849745,60.19948471,0,0,0,0
sc01,y2030,2030-01-02T12:00:00+01:00,49.64503718,45.13185197,83.49392617,33.84888899,31.59229639,63.18459279,56.41481497,78.98074099,81.23733359,90.26370398,0,0,121.8560004,88.00711137,144.4219264,45.131852,0,153.4482967,83.49392619,58.67140757,0,0,0,0
sc01,y2030,2030-01-02T13:00:00+01:00,48.56510005,44.15009098,81.67766829,33.11256823,30.90506367,61.81012734,55.18761369,77.26265919,79.47016373,88.30018194,0,0,119.2052456,86.09267738,141.2802911,44.15009096,0,150.1103093,81.67766827,57.39511825,0,0,0,0
sc01,y2030,2030-01-02T14:00:00+01:00,44.75407771,40.68552519,75.26822162,30.51414389,28.47986764,56.95973526,50.85690649,71.1996691,73.23394537,81.37105038,0,0,109.850918,79.33677414,130.1936806,40.68552519,0,138.3307857,75.26822161,52.89118276,0,0,0,0
sc01,y2030,2030-01-02T15:00:00+01:00,43.90191419,39.91083108,73.83503752,29.93312331,27.93758176,55.87516351,49.88853885,69.8439544,71.83949597,79.82166216,0,0,107.7592439,77.82612063,127.7146595,39.91083108,0,135.6968257,73.8350375,51.88408041,0,0,0,0
sc01,y2030,2030-01-02T16:00:00+01:00,39.15034251,35.59122048,65.84375786,26.69341536,24.91385433,49.82770865,44.48902559,62.28463582,64.06419686,71.18244094,0,0,96.09629528,69.40287992,113.8919055,35.59122046,0,121.0101496,65.84375789,46.26858662,0,0,0,0
sc01,y2030,2030-01-02T17:00:00+01:00,38.86447211,35.33133827,65.3629758,26.4985037,24.73193679,49.46387358,44.16417285,61.82984199,63.5964089,70.66267655,0,0,95.39461334,68.89610965,113.0602825,35.33133827,0,120.1265501,65.36297581,45.93073977,0,0,0,0
sc01,y2030,2030-01-02T18:00:00+01:00,42.44752342,38.58865768,71.3890167,28.94149326,27.01206036,54.02412073,48.23582207,67.53015092,69.4595838,77.17731535,0,0,104.1893757,75.24788245,123.4837046,38.58865767,0,131.2014361,71.38901668,50.16525497,0,0,0,0
sc01,y2030,2030-01-02T19:00:00+01:00,54.43341591,49.48492356,91.54710853,37.11369266,34.63944647,69.27889296,61.85615444,86.59861618,89.07286236,98.96984708,0,0,133.6092935,96.49560089,158.3517553,49.48492352,0,168.24874,91.54710855,64.33040062,0,0,0,0
sc01,y2030,2030-01-02T20:00:00+01:00,54.36523437,49.42294036,91.43243965,37.06720526,34.59605824,69.19211648,61.77867542,86.4901456,88.96129263,98.84588068,0,0,133.4419389,96.37473369,158.1534091,49.42294034,0,168.0379972,91.43243961,64.24982246,0,0,0,0
sc01,y2030,2030-01-02T21:00:00+01:00,51.82061885,47.1096535,87.15285897,35.33224012,32.97675744,65.95351489,58.88706686,82.44189362,84.7973763,94.219307,0,0,127.1960644,91.86382429,150.7508912,47.10965348,0,160.1728219,87.15285897,61.24254955,0,0,0,0
sc01,y2030,2030-01-02T22:00:00+01:00,43.86575552,39.87795957,73.77422522,29.90846968,27.9145717,55.82914341,49.84744947,69.78642927,71.78032723,79.75591914,0,0,107.6704909,77.76202117,127.6094706,39.87795959,0,135.5850626,73.7742252,51.84134743,0,0,0,0
sc01,y2030,2030-01-02T23:00:00+01:00,32.86904637,29.88095127,55.27975981,22.41071344,20.91666588,41.83333177,37.35118907,52.29166469,53.78571225,59.76190251,0,0,80.67856836,58.26785494,95.619044,29.88095125,0,101.5952342,55.2797598,38.84523662,0,0,0,0
sc01,y2030,2030-01-03T00:00:00+01:00,25.08716923,22.80651748,42.19205732,17.1048881,15.96456223,31.92912445,28.50814683,39.91140557,41.05173145,45.61303493,0,0,61.57759716,44.47270907,72.98085591,22.80651748,0,77.5421594,42.19205733,29.64847271,0,0,0,0
sc01,y2030,2030-01-03T01:00:00+01:00,18.71773206,17.01612006,31.47982211,12.76209005,11.91128405,23.8225681,21.27015007,29.77821012,30.62901611,34.03224013,0,0,45.94352417,33.18143413,54.45158421,17.01612006,0,57.85480822,31.47982212,22.12095608,0,0,0,0
sc01,y2030,2030-01-03T02:00:00+01:00,15.16067713,13.78243375,25.49750243,10.33682531,9.647703626,19.29540724,17.22804219,24.11925906,24.80838075,27.56486751,0,0,37.21257112,26.87574581,44.103788,13.78243375,0,46.86027475,25.49750243,17.91716388,0,0,0,0
sc01,y2030,2030-01-03T03:00:00+01:00,12.80468384,11.64062167,21.53515009,8.730466256,8.148435173,16.29687034,14.5507771,20.37108794,20.95311901,23.28124334,0,0,31.42967852,22.69921227,37.24998936,11.64062167,0,39.57811369,21.5351501,15.13280818,0,0,0,0
sc01,y2030,2030-01-03T04:00:00+01:00,12.55468737,11.41335215,21.11470148,8.560014115,7.989346508,15.978693,14.26669019,19.97336626,20.54403387,22.82670429,0,0,30.81605081,22.25603669,36.52272687,11.41335215,0,38.8053973,21.11470147,14.83735779,0,0,0,0
sc01,y2030,2030-01-03T05:00:00+01:00,13.31688594,12.10625995,22.3965809,9.07969496,8.474381961,16.94876393,15.13282493,21.1859549,21.79126791,24.21251989,0,0,32.68690186,23.6072069,38.74003183,12.10625995,0,41.16128382,22.3965809,15.73813794,0,0,0,0
sc01,y2030,2030-01-03T06:00:00+01:00,16.50449157,15.00408325,27.75755401,11.25306244,10.50285827,21.00571655,18.75510405,26.25714569,27.00734985,30.0081665,0,0,40.51102475,29.25796233,48.01306639,15.00408325,0,51.01388303,27.75755401,19.50530822,0,0,0,0
sc01,y2030,2030-01-03T07:00:00+01:00,23.72337358,21.56670325,39.89840101,16.17502744,15.09669227,30.19338456,26.95837907,37.74173069,38.82006585,43.1334065,0,0,58.23009877,42.05507133,69.0134504,21.56670326,0,73.32679104,39.89840103,28.03671423,0,0,0,0
sc01,y2030,2030-01-03T08:00:00+01:00,31.17291656,28.33901505,52.42717784,21.25426129,19.83731053,39.67462106,35.42376881,49.59327633,51.01022708,56.6780301,0,0,76.51534064,55.26107934,90.68484815,28.33901505,0,96.35265117,52.42717785,36.84071958,0,0,0,0
sc01,y2030,2030-01-03T09:00:00+01:00,40.23154375,36.57413069,67.66214178,27.43059803,25.60189149,51.20378295,45.71766336,64.00472872,65.83343526,73.1482614,0,0,98.75015288,71.31955485,117.0372182,36.57413069,0,124.3520444,67.66214179,47.5463699,0,0,0,0
sc01,y2030,2030-01-03T10:00:00+01:00,48.42883592,44.02621447,81.44849678,33.01966087,30.81835014,61.63670028,55.0327681,77.04587533,79.24718606,88.05242896,0,0,118.8707791,85.85111824,140.8838863,44.02621447,0,149.6891292,81.44849678,57.23407882,0,0,0,0
sc01,y2030,2030-01-03T11:00:00+01:00,54.78480009,49.80436371,92.1380729,37.35327279,34.8630546,69.7261092,62.25545464,87.15763652,89.64785471,99.60872743,0,0,134.4717821,97.11850927,159.3739639,49.80436373,0,169.3348366,92.13807286,64.74567284,0,0,0,0
sc01,y2030,2030-01-03T12:00:00+01:00,54.10770122,49.18881929,90.99931569,36.89161446,34.43217353,68.86434702,61.48602413,86.08043376,88.53987473,98.37763858,0,0,132.8098121,95.91819762,157.4042217,49.18881931,0,167.2419856,90.99931569,63.94546507,0,0,0,0
sc01,y2030,2030-01-03T13:00:00+01:00,53.16751014,48.33410013,89.41808523,36.25057511,33.83387009,67.66774016,60.41762516,84.58467522,87.00138024,96.66820025,0,0,130.5020703,94.25149525,154.6691204,48.33410013,0,164.3359405,89.41808523,62.83433018,0,0,0,0
sc01,y2030,2030-01-03T14:00:00+01:00,50.59315588,45.99377808,85.08848944,34.49533357,32.19564466,64.3912893,57.49222261,80.48911163,82.78880053,91.98755615,0,0,124.1832008,89.68786728,147.1800899,45.99377809,0,156.3788455,85.08848944,59.7919115,0,0,0,0
sc01,y2030,2030-01-03T15:00:00+01:00,48.01817484,43.65288622,80.7578395,32.73966467,30.55702036,61.11404069,54.56610779,76.39255087,78.57519519,87.30577243,0,0,117.8627928,85.12312815,139.6892359,43.65288623,0,148.4198131,80.7578395,56.74875209,0,0,0,0
sc01,y2030,2030-01-03T16:00:00+01:00,47.85089677,43.50081524,80.47650821,32.62561144,30.45057066,60.90114135,54.37601906,76.12642669,78.30146746,87.0016305,0,0,117.4522012,84.82658975,139.2026088,43.50081526,0,147.9027718,80.47650823,56.55105984,0,0,0,0
sc01,y2030,2030-01-03T17:00:00+01:00,47.18030506,42.89118644,79.34869489,32.16838981,30.0238305,60.047661,53.61398303,75.05957625,77.20413558,85.78237286,0,0,115.8062034,83.63781353,137.2517966,42.89118644,0,145.8300339,79.34869487,55.75854234,0,0,0,0
sc01,y2030,2030-01-03T18:00:00+01:00,50.22222102,45.65656456,84.46464443,34.24242343,31.9595952,63.9191904,57.0707057,79.898988,82.18181622,91.31312913,0,0,123.2727243,89.03030089,146.1010066,45.65656456,0,155.2323195,84.46464445,59.35353393,0,0,0,0
sc01,y2030,2030-01-03T19:00:00+01:00,61.34586747,55.76897041,103.1725952,41.82672779,39.03827929,78.07655859,69.71121302,97.59569822,100.3841467,111.5379408,0,0,150.5762201,108.7494923,178.4607053,55.76897041,0,189.6144994,103.1725953,72.49966153,0,0,0,0
sc01,y2030,2030-01-03T20:00:00+01:00,61.39649259,55.81499326,103.2577375,41.86124494,39.07049528,78.14099057,69.76874155,97.6762382,100.4669879,111.6299865,0,0,150.7004818,108.8392369,178.6079784,55.81499326,0,189.7709771,103.2577375,72.55949126,0,0,0,0
sc01,y2030,2030-01-03T21:00:00+01:00,58.45597397,53.14179452,98.31231986,39.85634591,37.19925615,74.39851234,66.42724316,92.99814041,95.65523014,106.283589,0,0,143.4828452,103.6264993,170.0537425,53.14179454,0,180.6821014,98.31231986,69.08433287,0,0,0,0
sc01,y2030,2030-01-03T22:00:00+01:00,48.90281296,44.45710273,82.24564,33.34282704,31.1199719,62.2399438,55.57137839,77.79992974,80.02278488,88.91420541,0,0,120.0341773,86.69135029,142.2627287,44.4571027,0,151.1541492,82.24564002,57.79423353,0,0,0,0
sc01,y2030,2030-01-03T23:00:00+01:00,35.75544999,32.50495456,60.13416591,24.37871591,22.75346819,45.50693637,40.63119318,56.88367048,58.50891821,65.0099091,0,0,87.76337728,63.38466137,104.0158546,32.50495456,0,110.5168455,60.13416591,42.25644091,0,0,0,0
sc01,y2030,2030-01-04T00:00:00+01:00,22.71719903,20.65199913,38.20619838,15.48899935,14.45639938,28.91279877,25.81499891,36.14099845,37.17359842,41.30399823,0,0,55.76039763,40.27139828,66.08639719,20.65199913,0,70.21679703,38.20619838,26.84759886,0,0,0,0
sc01,y2030,2030-01-04T01:00:00+01:00,16.72938045,15.20852769,28.13577623,11.40639577,10.64596938,21.29193876,19.0106596,26.61492344,27.37534983,30.41705536,0,0,41.06302475,29.65662898,48.66728859,15.20852769,0,51.70899414,28.13577622,19.77108598,0,0,0,0
sc01,y2030,2030-01-04T02:00:00+01:00,13.29686363,12.08805784,22.362907,9.06604338,8.461640486,16.92328098,15.1100723,21.15410123,21.75850412,24.17611569,0,0,32.63775618,23.5717128,38.68178509,12.08805784,0,41.09939666,22.362907,15.7144752,0,0,0,0
sc01,y2030,2030-01-04T03:00:00+01:00,11.29614151,10.26921955,18.99805617,7.701914664,7.188453687,14.37690737,12.83652444,17.97113421,18.48459519,20.5384391,0,0,27.72689278,20.02497812,32.86150255,10.26921955,0,34.91534648,18.99805617,13.34998542,0,0,0,0
sc01,y2030,2030-01-04T04:00:00+01:00,11.0553324,10.05030218,18.59305903,7.537726633,7.035211525,14.07042305,12.56287773,17.58802881,18.09054393,20.10060436,0,0,27.13581589,19.59808925,32.16096698,10.05030218,0,34.17102741,18.59305904,13.06539283,0,0,0,0
sc01,y2030,2030-01-04T05:00:00+01:00,11.84793564,10.77085058,19.92607358,8.078137931,7.539595407,15.07919081,13.46356322,18.84898851,19.38753104,21.54170115,0,0,29.08129657,21.00315862,34.46672185,10.77085058,0,36.62089197,19.92607357,14.00210576,0,0,0,0
sc01,y2030,2030-01-04T06:00:00+01:00,14.58808496,13.26189541,24.53450652,9.946421561,9.283326792,18.56665358,16.57736927,23.20831697,23.87141174,26.52379083,0,0,35.80711761,25.86069605,42.43806533,13.26189541,0,45.0904444,24.53450651,17.24046403,0,0,0,0
sc01,y2030,2030-01-04T07:00:00+01:00,20.94221761,19.03837965,35.22100234,14.27878473,13.32686575,26.6537315,23.79797456,33.31716438,34.26908336,38.07675929,0,0,51.40362504,37.12484031,60.92281486,19.03837965,0,64.73049079,35.22100234,24.74989354,0,0,0,0
sc01,y2030,2030-01-04T08:00:00+01:00,26.90838327,24.4621666,45.25500823,18.34662495,17.12351663,34.24703327,30.57770827,42.80879158,44.03189989,48.92433322,0,0,66.04784985,47.7012249,78.27893316,24.4621666,0,83.17136647,45.25500823,31.80081659,0,0,0,0
sc01,y2030,2030-01-04T09:00:00+01:00,35.25678145,32.05161951,59.29549609,24.03871463,22.43613365,44.87226732,40.06452439,56.09033414,57.6929151,64.10323901,0,0,86.53937267,62.50065803,102.5651824,32.0516195,0,108.9755063,59.29549609,41.66710535,0,0,0,0
sc01,y2030,2030-01-04T10:00:00+01:00,42.21972112,38.38156467,71.00589463,28.78617349,26.86709526,53.73419053,47.97695582,67.16773815,69.08681638,76.76312933,0,0,103.6302246,74.84405109,122.8210069,38.38156466,0,130.4973199,71.00589461,49.89603407,0,0,0,0
sc01,y2030,2030-01-04T11:00:00+01:00,49.39883209,44.90802918,83.07985396,33.68102187,31.43562042,62.87124084,56.13503647,78.58905105,80.83445251,89.81605834,0,0,121.2516787,87.57065689,143.7056933,44.90802916,0,152.6872992,83.07985398,58.38043792,0,0,0,0
sc01,y2030,2030-01-04T12:00:00+01:00,48.67925777,44.25387067,81.86966077,33.19040301,30.97770948,61.95541896,55.31733836,77.4442737,79.65696724,88.50774137,0,0,119.4854509,86.29504784,141.6123862,44.25387069,0,150.4631603,81.86966077,57.53003191,0,0,0,0
sc01,y2030,2030-01-04T13:00:00+01:00,48.41097926,44.00998117,81.41846516,33.00748586,30.8069868,61.61397363,55.01247645,77.01746703,79.21796609,88.01996231,0,0,118.8269491,85.81946325,140.8319397,44.00998117,0,149.6339359,81.41846516,57.21297551,0,0,0,0
sc01,y2030,2030-01-04T14:00:00+01:00,47.28085084,42.98259165,79.51779456,32.23694374,30.08781416,60.1756283,53.72823956,75.2195354,77.36866496,85.96518331,0,0,116.0529975,83.81605373,137.5442933,42.98259165,0,146.1408116,79.51779456,55.87736915,0,0,0,0
sc01,y2030,2030-01-04T15:00:00+01:00,45.16759021,41.06144563,75.96367442,30.79608422,28.74301194,57.48602387,51.32680703,71.85752986,73.91060213,82.12289127,0,0,110.8659032,80.06981899,131.396626,41.06144563,0,139.6089152,75.96367442,53.37987933,0,0,0,0
sc01,y2030,2030-01-04T16:00:00+01:00,43.97357159,39.97597415,73.95555222,29.98198062,27.98318192,55.96636383,49.96996772,69.95795482,71.95675349,79.95194834,0,0,107.9351303,77.95314963,127.9231173,39.97597417,0,135.9183122,73.95555222,51.96876644,0,0,0,0
sc01,y2030,2030-01-04T17:00:00+01:00,43.5546111,39.59510102,73.25093686,29.69632577,27.71657071,55.43314141,49.49387625,69.29142675,71.27118182,79.19020202,0,0,106.9067727,77.21044696,126.7043232,39.59510102,0,134.6233434,73.25093684,51.4736313,0,0,0,0
sc01,y2030,2030-01-04T18:00:00+01:00,47.07108408,42.79189463,79.16500508,32.09392099,29.95432624,59.9086525,53.48986828,74.88581562,77.02541034,85.58378925,0,0,115.5381155,83.44419452,136.9340629,42.79189465,0,145.4924418,79.16500508,55.62946303,0,0,0,0
sc01,y2030,2030-01-04T19:00:00+01:00,57.86222583,52.60202349,97.31374345,39.4515176,36.82141642,73.64283285,65.75252935,92.05354107,94.68364226,105.204047,0,0,142.0254634,102.5739458,168.3264751,52.60202349,0,178.8468798,97.31374346,68.38263053,0,0,0,0
sc01,y2030,2030-01-04T20:00:00+01:00,58.49737852,53.17943503,98.38195478,39.88457626,37.22560452,74.45120903,66.4742938,93.06401129,95.72298304,106.3588701,0,0,143.5844746,103.6998983,170.1741921,53.17943503,0,180.8100791,98.38195478,69.13326554,0,0,0,0
sc01,y2030,2030-01-04T21:00:00+01:00,55.47639674,50.43308797,93.30121273,37.82481597,35.30316156,70.60632317,63.04135996,88.25790394,90.77955832,100.8661759,0,0,136.1693375,98.34452152,161.3858815,50.43308797,0,171.4724991,93.30121273,65.56301435,0,0,0,0
sc01,y2030,2030-01-04T22:00:00+01:00,47.5161441,43.19649464,79.91351509,32.39737098,30.23754625,60.47509252,53.99561831,75.59386564,77.75369035,86.39298929,0,0,116.6305355,84.23316455,138.2287828,43.19649464,0,146.8680818,79.91351509,56.15544304,0,0,0,0
sc01,y2030,2030-01-04T23:00:00+01:00,34.05116166,30.95560152,57.26786281,23.21670113,21.66892106,43.33784214,38.69450189,54.17230265,55.72008274,61.91120302,0,0,83.5801241,60.36342297,99.05792484,30.95560151,0,105.2490452,57.26786282,40.24228197,0,0,0,0
sc01,y2030,2030-01-05T00:00:00+01:00,25.4479803,23.13452755,42.79887596,17.35089566,16.19416929,32.38833856,28.91815943,40.48542322,41.6421496,46.26905511,0,0,62.46322439,45.11232872,74.03048816,23.13452756,0,78.65739368,42.79887597,30.07488582,0,0,0,0
sc01,y2030,2030-01-05T01:00:00+01:00,19.2950876,17.54098872,32.45082914,13.15574154,12.2786921,24.5573842,21.9262359,30.69673025,31.57377969,35.08197743,0,0,47.36066954,34.204928,56.1311639,17.54098872,0,59.63936164,32.45082913,22.80328533,0,0,0,0
